file,npts,vmin,vmax,vstep_med,Lmax,Jmax,PDmax,pd_noise_off,L_per_PDV,noise_L_equiv,J_leak,J_rev,EQEmax,L_at_EQEmax,EQE_1,EQE_10,EQE_100,EQE_1000,lum_per_mW
2021-08-18_BSB4 pin OLED Al_d23_p4_jvl_eval.csv,39,-2.0,8.0,0.2,1.77,4.58872,0.0001156,1.894524273326215e-05,nan,nan,4e-05,0.0003,10200.1,0.85,0.09,nan,nan,nan,25285.71428571429
2021-08-18_BSB4 pin OLED Al_d23_p5_jvl_eval.csv,39,-2.0,8.0,0.2,1.01,2.75184,0.0001159,4.7827611793053075e-05,nan,nan,0.0,1e-05,15428.1,0.65,0.06,nan,nan,nan,25249.999999999996
2021-08-18_BSB4 pin OLED Al_d23_p8_jvl_eval.csv,39,-2.0,8.0,0.2,0.84,197.36775,0.0001297,nan,nan,nan,0.00139,0.00265,64.33,0.84,nan,nan,nan,nan,28000.0
2021-08-18_BSB4 pin OLED Al_d24_p1_jvl_eval.csv,39,-2.0,8.0,0.2,0.22,0.0,0.0002027,6.118167640676531e-05,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,22000.0
2021-08-18_BSB4 pin OLED Al_d24_p4_jvl_eval.csv,39,-2.0,8.0,0.2,0.67,3.00804,0.0001619,2.8893140253683192e-05,nan,nan,0.00058,0.13251,767.75,0.32,nan,nan,nan,nan,22333.333333333336
2021-08-18_BSB4 pin OLED Al_d24_p5_jvl_eval.csv,39,-2.0,8.0,0.2,1.16,1e-05,0.0001157,4.545508566291867e-05,nan,nan,0.0,1e-05,27638.97,1.16,23891.115822832817,nan,nan,nan,23199.999999999996
2021-08-18_BSB4 pin OLED Al_d24_p8_jvl_eval.csv,39,-2.0,8.0,0.2,0.51,0.0,0.0001789,4.218564821343127e-05,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,25500.0
2021-08-18_BSB4 pin OLED Al_d31_p1_jvl_eval.csv,49,-2.0,6.0,0.1,2.35,4.02667,0.0001538,nan,nan,nan,0.15542,0.24851,24.34,1.6,0.05990016253685479,nan,nan,nan,26111.11111111111
2021-08-18_BSB4 pin OLED Al_d31_p4_jvl_eval.csv,49,-2.0,6.0,0.1,1.36,1744.07938,0.0001549,nan,nan,nan,0.23181,0.75107,0.19,0.47,nan,nan,nan,nan,27200.0
2021-08-18_BSB4 pin OLED Al_d31_p5_jvl_eval.csv,49,-2.0,6.0,0.1,0.75,602.16506,0.0001842,nan,nan,nan,0.8635,2.26436,0.01,0.05,nan,nan,nan,nan,25000.0
2021-08-18_BSB4 pin OLED Al_d31_p8_jvl_eval.csv,49,-2.0,6.0,0.1,1.38,4.7296,9.66e-05,nan,nan,nan,0.01712,0.14249,4.35,0.93,0.06649971521417207,nan,nan,nan,27599.999999999996
2021-08-18_BSB4 pin OLED Al_d32_p1_jvl_eval.csv,39,-2.0,8.0,0.2,1.15,9.17042,0.0001243,nan,nan,nan,0.13486,0.21977,0.66,0.1,0.05,nan,nan,nan,22999.999999999996
2021-08-18_BSB4 pin OLED Al_d32_p4_jvl_eval.csv,39,-2.0,8.0,0.2,0.06,10.73015,0.0001926,nan,nan,nan,0.64314,1.27875,0.01,0.06,nan,nan,nan,nan,nan
2021-08-18_BSB4 pin OLED Al_d32_p5_jvl_eval.csv,39,-2.0,8.0,0.2,0.98,9.79694,8.87e-05,nan,nan,nan,0.13301,0.38937,2.09,0.93,nan,nan,nan,nan,24499.999999999996
2021-08-18_BSB4 pin OLED Al_d32_p8_jvl_eval.csv,39,-2.0,8.0,0.2,0.56,8.72801,0.0002384,nan,nan,nan,0.2249,0.21703,0.02,0.56,nan,nan,nan,nan,28000.0
2021-08-18_BSB4 pin OLED Al_d33_p1_jvl_eval.csv,39,-2.0,8.0,0.2,1.25,3.22083,0.0001336,2.8376440932576445e-05,nan,nan,0.00036,0.00012,1669.55,0.21,0.1749942550580717,nan,nan,nan,25000.0
2021-08-18_BSB4 pin OLED Al_d33_p4_jvl_eval.csv,39,-2.0,8.0,0.2,2.66,4.88943,0.0001742,1.938273458519205e-05,nan,nan,0.0,0.09267,7.3,1.68,0.044177250676545765,nan,nan,nan,24181.818181818184
2021-08-18_BSB4 pin OLED Al_d33_p5_jvl_eval.csv,39,-2.0,8.0,0.2,0.98,1e-05,0.0001623,4.361182231190175e-05,nan,nan,0.0,1e-05,7677.49,0.32,nan,nan,nan,nan,24499.999999999996
2021-08-18_BSB4 pin OLED Al_d33_p8_jvl_eval.csv,39,-2.0,8.0,0.2,0.76,3.84472,0.0001758,nan,nan,nan,0.08095,0.15076,10.11,0.61,nan,nan,nan,nan,25333.333333333332
2021-08-18_BSB4 pin OLED Al_d34_p1_jvl_eval.csv,39,-2.0,8.0,0.2,1.96,3.39581,0.0001281,3.5242328011546987e-05,nan,nan,1e-05,2e-05,5136.61,0.43,0.06515105174542696,nan,nan,nan,24499.999999999996
2021-08-18_BSB4 pin OLED Al_d34_p4_jvl_eval.csv,39,-2.0,8.0,0.2,2.43,1.59473,0.0001589,nan,nan,nan,0.00508,0.01444,569.54,2.43,68.5831319760699,nan,nan,nan,24300.0
2021-08-18_BSB4 pin OLED Al_d34_p5_jvl_eval.csv,39,-2.0,8.0,0.2,1.29,1.44638,8.44e-05,nan,nan,nan,0.08251,0.18289,18.61,0.64,0.14618108103171973,nan,nan,nan,25800.0
2021-08-18_BSB4 pin OLED Al_d34_p8_jvl_eval.csv,39,-2.0,8.0,0.2,1.14,0.0,0.0001383,4.7187377684660186e-05,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,28499.999999999996
2021-08-18_BSB4 pin OLED Al_d41_p1_jvl_eval.csv,39,-2.0,8.0,0.2,2.18,0.0,0.0001427,3.262193048326484e-05,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,24222.222222222223
2021-08-18_BSB4 pin OLED Al_d41_p4_jvl_eval.csv,39,-2.0,8.0,0.2,1.2,76.83187,0.0001189,4.3487509419904764e-05,nan,nan,0.0,1e-05,10346.34,0.43,2976.023001966784,nan,nan,nan,23999.999999999996
2021-08-18_BSB4 pin OLED Al_d41_p5_jvl_eval.csv,39,-2.0,8.0,0.2,2.44,10.85641,0.0001593,nan,nan,nan,0.1114,0.27592,16.2,2.31,0.11778455775468813,nan,nan,nan,24400.0
2021-08-18_BSB4 pin OLED Al_d41_p8_jvl_eval.csv,39,-2.0,8.0,0.2,2.23,0.0,0.0001459,5.5488670533073166e-05,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,24777.777777777777
2021-08-18_BSB4 pin OLED Al_d42_p1_jvl_eval.csv,49,-2.0,6.0,0.1,1.18,4.38495,0.0001738,nan,nan,nan,0.18099,0.22459,1.74,1.18,0.03735237743709355,nan,nan,nan,23599.999999999996
2021-08-18_BSB4 pin OLED Al_d42_p4_jvl_eval.csv,49,-2.0,6.0,0.1,0.32,10.03751,0.0002343,nan,nan,nan,0.32258,0.78537,0.11,0.25,nan,nan,nan,nan,31999.999999999996
2021-08-18_BSB4 pin OLED Al_d42_p5_jvl_eval.csv,49,-2.0,6.0,0.1,3.81,860.89375,0.0002492,nan,nan,nan,12.8384,14.72771,0.26,3.19,nan,nan,nan,nan,25400.000000000004
2021-08-18_BSB4 pin OLED Al_d42_p8_jvl_eval.csv,49,-2.0,6.0,0.1,0.42,7.62085,0.0001387,nan,nan,nan,0.27234,0.71144,0.44,0.42,nan,nan,nan,nan,20999.999999999996
2021-08-18_BSB4 pin OLED Al_d43_p1_jvl_eval.csv,39,-2.0,8.0,0.2,2.58,18.78686,0.0001686,nan,nan,nan,1.62596,0.01027,2.83,0.16,0.011471084173123276,nan,nan,nan,25800.0
2021-08-18_BSB4 pin OLED Al_d43_p4_jvl_eval.csv,39,-2.0,8.0,0.2,0.41,0.0,0.0001946,5.491306392003753e-05,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,20499.999999999996
2021-08-18_BSB4 pin OLED Al_d43_p5_jvl_eval.csv,39,-2.0,8.0,0.2,2.87,1e-05,0.0001874,3.718760123660936e-05,nan,nan,0.0,1e-05,nan,nan,nan,nan,nan,nan,26090.909090909092
2021-08-18_BSB4 pin OLED Al_d43_p8_jvl_eval.csv,39,-2.0,8.0,0.2,0.88,5.62692,0.0001602,nan,nan,nan,0.11804,0.37056,0.42,0.17,nan,nan,nan,nan,29333.333333333332
2021-08-18_BSB4 pin OLED Al_d44_p1_jvl_eval.csv,39,-2.0,8.0,0.2,2.42,2.79804,0.0001584,nan,nan,nan,0.05209,0.12337,19.08,2.21,0.07550649454193568,nan,nan,nan,24199.999999999996
2021-08-18_BSB4 pin OLED Al_d44_p4_jvl_eval.csv,39,-2.0,8.0,0.2,0.63,7.53188,0.0001842,nan,nan,nan,0.13638,0.21439,5.32,0.21,nan,nan,nan,nan,31499.999999999996
2021-08-18_BSB4 pin OLED Al_d44_p5_jvl_eval.csv,39,-2.0,8.0,0.2,0.61,8.23314,0.0001068,nan,nan,nan,0.11019,0.42709,0.19,0.14,nan,nan,nan,nan,30499.999999999996
2021-08-23_210823_d42_p1_jvl_eval.csv,29,-2.0,4.0,0.1,40.97,1.14423,0.0012972,6.86091354659695e-05,nan,nan,4e-05,0.00014,1.82,40.97,nan,nan,nan,nan,75870.37037037036
2021-08-23_210823_d42_p5_jvl_eval.csv,29,-2.0,4.0,0.1,0.0,2.39345,0.0007673,nan,nan,nan,0.65578,1.12879,nan,nan,nan,nan,nan,nan,nan
2021-08-23_210823_d42_p8_jvl_eval.csv,29,-2.0,4.0,0.1,44.21,1.1022,0.0014001,3.6638427913872065e-05,nan,nan,2e-05,0.00133,2.09,37.57,nan,nan,nan,nan,76224.13793103448
2021-08-25_CBP with BSBCz_d11_p1_jvl_eval.csv,49,-2.0,6.0,0.1,949.94,30.28018,0.0266067,nan,35703.013146186524,nan,0.01352,0.0393,1.94,667.61,nan,nan,1.6747218770648729,nan,63541.13712374582
2021-08-25_CBP with BSBCz_d11_p4_jvl_eval.csv,49,-2.0,6.0,0.1,0.0,2162.71875,0.000763,nan,nan,nan,103.0895,185.04544,nan,nan,nan,nan,nan,nan,nan
2021-08-25_CBP with BSBCz_d11_p5_jvl_eval.csv,49,-2.0,6.0,0.1,940.02,31.79473,0.026329,1.8841922820019074e-05,35702.83845847719,0.672710126690236,8e-05,0.00079,1.89,158.02,nan,nan,1.7820008845248136,nan,63557.80933062881
2021-08-25_CBP with BSBCz_d11_p8_jvl_eval.csv,49,-2.0,6.0,0.1,917.61,30.4932,0.0257013,2.4018076525816967e-05,35702.894856876715,0.857514860865662,0.00061,0.00196,1.98,98.98,nan,nan,1.9786826423560138,nan,63546.39889196676
2021-08-25_CBP with BSBCz_d12_p1_jvl_eval.csv,69,-2.0,8.0,0.1,3044.87,112.21387,0.0915681,2.991681058461205e-05,33252.4960551,0.994808625945986,0.00011,0.00015,2.01,72.29,nan,nan,1.9349364655399492,1.84,58442.80230326295
2021-08-25_CBP with BSBCz_d12_p4_jvl_eval.csv,69,-2.0,8.0,0.1,3280.06,119.59125,0.098641,nan,33252.537640380106,nan,0.00189,0.00289,1.94,204.87,nan,nan,1.825288713553195,1.8554648119168873,58447.25588025659
2021-08-25_CBP with BSBCz_d12_p5_jvl_eval.csv,69,-2.0,8.0,0.1,0.0,2765.03562,0.0002171,nan,nan,nan,0.13966,0.17699,nan,nan,nan,nan,nan,nan,nan
2021-08-25_CBP with BSBCz_d12_p8_jvl_eval.csv,69,-2.0,8.0,0.1,0.0,863.29,0.0002006,nan,nan,nan,0.02456,0.01727,nan,nan,nan,nan,nan,nan,nan
2021-08-25_CBP with BSBCz_d13_p1_jvl_eval.csv,49,-2.0,6.0,0.1,1997.41,71.62669,0.049058,nan,40715.34358548025,nan,0.01321,0.03452,1.49,1997.41,nan,nan,0.45880836178869194,1.2725441942044122,75062.38256294627
2021-08-25_CBP with BSBCz_d13_p4_jvl_eval.csv,49,-2.0,6.0,0.1,1843.98,54.18558,0.0452896,nan,40715.24729966732,nan,0.00126,0.00525,1.82,1843.98,nan,nan,0.9631683815522767,1.7596943031554657,75050.06105006105
2021-08-25_CBP with BSBCz_d13_p5_jvl_eval.csv,49,-2.0,6.0,0.1,1684.74,48.8625,0.0413785,nan,40715.346585013525,nan,0.00069,0.00391,1.88,741.63,nan,nan,1.752590275475854,1.8794396813058014,75044.09799554566
2021-08-25_CBP with BSBCz_d13_p8_jvl_eval.csv,49,-2.0,6.0,0.1,1659.85,55.16951,0.0407672,nan,40715.33561979422,nan,0.3255,0.30302,1.62,1125.23,nan,nan,1.3927594530923262,1.578193920502719,75072.36544549976
2021-08-25_CBP with BSBCz_d14_p1_jvl_eval.csv,49,-2.0,6.0,0.1,1889.1,46.78938,0.043296,nan,43632.20620842572,nan,0.02511,0.00302,2.08,550.75,nan,nan,1.8290525826160187,2.0579252800370558,81532.15364695727
2021-08-25_CBP with BSBCz_d14_p4_jvl_eval.csv,49,-2.0,6.0,0.1,0.0,1561.0575,0.0006476,nan,nan,nan,130.45038,217.59106,nan,nan,nan,nan,nan,nan,nan
2021-08-25_CBP with BSBCz_d14_p5_jvl_eval.csv,49,-2.0,6.0,0.1,2231.96,57.88441,0.051154,5.363179641571648e-05,43632.22719071154,2.3400747258565304,2e-05,9e-05,2.25,46.95,nan,nan,2.135218934665185,1.98,81547.67994154184
2021-08-25_CBP with BSBCz_d14_p8_jvl_eval.csv,49,-2.0,6.0,0.1,2113.49,54.56554,0.0484387,2.0119296552066623e-05,43632.18830733901,0.8778489357709675,2e-05,0.00013,2.21,43.65,nan,nan,2.125657566775039,1.9905717814734738,81538.96604938271
2021-08-25_CBP with BSBCz_d21_p1_jvl_eval.csv,49,-2.0,6.0,0.1,0.0,2172.83938,0.0003056,nan,nan,nan,0.01836,0.09398,nan,nan,nan,nan,nan,nan,nan
2021-08-25_CBP with BSBCz_d21_p4_jvl_eval.csv,49,-2.0,6.0,0.1,0.0,2077.11438,8.86e-05,nan,nan,nan,0.00103,0.00529,nan,nan,nan,nan,nan,nan,nan
2021-08-25_CBP with BSBCz_d21_p5_jvl_eval.csv,49,-2.0,6.0,0.1,943.23,37.4398,0.0264188,nan,35702.91541425209,nan,0.00372,0.02091,1.56,943.23,nan,nan,1.2076205292803717,nan,63559.9730458221
2021-08-25_CBP with BSBCz_d21_p8_jvl_eval.csv,49,-2.0,6.0,0.1,859.92,31.07737,0.0240853,nan,35703.00811902383,nan,0.00093,0.00528,1.72,255.95,nan,nan,1.6408951510951713,nan,63556.54101995565
2021-08-25_CBP with BSBCz_d22_p1_jvl_eval.csv,49,-2.0,6.0,0.1,338.42,12.77767,0.0101773,5.021745605426447e-05,33252.56509374996,1.6698592262869574,0.0,0.0,1.83,132.53,nan,nan,1.75783211540744,nan,58449.05008635579
2021-08-25_CBP with BSBCz_d22_p4_jvl_eval.csv,49,-2.0,6.0,0.1,536.42,20.57343,0.0161318,4.3600748916990505e-05,33252.760040435955,1.4498452413199832,1e-05,7e-05,1.77,129.07,nan,nan,1.75,nan,58433.551198257075
2021-08-25_CBP with BSBCz_d22_p5_jvl_eval.csv,49,-2.0,6.0,0.1,607.0,23.79039,0.0182543,nan,33252.53915259936,nan,0.00096,0.00411,1.93,35.9,nan,nan,1.7301907045107634,nan,58421.559191530316
2021-08-25_CBP with BSBCz_d22_p8_jvl_eval.csv,49,-2.0,6.0,0.1,562.86,25.88943,0.0169269,nan,33252.90521195832,nan,0.00731,0.01755,1.45,562.86,nan,nan,0.9357971542556137,nan,58448.59813084113
2021-08-25_CBP with BSBCz_d23_p1_jvl_eval.csv,29,-2.0,4.0,0.1,0.0,0.50652,0.000212,1.546955791941781e-05,nan,nan,1e-05,2e-05,nan,nan,nan,nan,nan,nan,nan
2021-08-25_CBP with BSBCz_d23_p4_jvl_eval.csv,29,-2.0,4.0,0.1,0.0,0.50466,0.0004899,2.9995345703773588e-05,nan,nan,1e-05,3e-05,nan,nan,nan,nan,nan,nan,nan
2021-08-25_CBP with BSBCz_d23_p5_jvl_eval.csv,29,-2.0,4.0,0.1,0.0,439.022,6.71e-05,nan,nan,nan,0.10474,0.22398,nan,nan,nan,nan,nan,nan,nan
2021-08-25_CBP with BSBCz_d23_p8_jvl_eval.csv,29,-2.0,4.0,0.1,0.0,531.0965,0.00013,nan,nan,nan,106.58037,182.94956,nan,nan,nan,nan,nan,nan,nan
2021-08-25_CBP with BSBCz_d24_p1_jvl_eval.csv,49,-2.0,6.0,0.1,1755.71,48.62173,0.0402389,nan,43632.19561895059,nan,0.00204,0.0073,1.79,1184.14,nan,nan,1.4281226196843664,1.767792176319122,81547.14352066883
2021-08-25_CBP with BSBCz_d24_p4_jvl_eval.csv,49,-2.0,6.0,0.1,1843.37,49.3035,0.042248,nan,43632.18994955738,nan,0.00054,0.00379,1.93,347.4,nan,nan,1.8983825317425744,1.882396742018498,81528.96948252985
2021-08-25_CBP with BSBCz_d24_p5_jvl_eval.csv,49,-2.0,6.0,0.1,1838.77,49.49116,0.0421424,nan,43632.3038080413,nan,0.00133,0.00451,1.9,416.3,nan,nan,1.848831004908026,1.8859032300741911,81541.90687361419
2021-08-25_CBP with BSBCz_d24_p8_jvl_eval.csv,49,-2.0,6.0,0.1,1721.3,47.03199,0.0394502,1.838505915138703e-05,43632.23761054564,0.8021812693772555,0.00056,0.00086,1.87,653.72,nan,nan,1.7583480487193504,1.84,81539.55471340596
2021-08-25_CBP with BSBCz_d31_p1_jvl_eval.csv,49,-2.0,6.0,0.1,705.63,24.09034,0.019764,nan,35703.04083019798,nan,0.00495,0.01266,1.81,705.63,nan,nan,1.4016608798697676,nan,63570.270270270266
2021-08-25_CBP with BSBCz_d31_p4_jvl_eval.csv,49,-2.0,6.0,0.1,530.79,20.10227,0.0148669,nan,35703.131639944404,nan,0.00889,0.08565,1.63,530.79,nan,nan,1.1471452221623337,nan,63567.66467065868
2021-08-25_CBP with BSBCz_d31_p5_jvl_eval.csv,49,-2.0,6.0,0.1,0.0,912.60687,0.0001788,nan,nan,nan,5.33028,9.75346,nan,nan,nan,nan,nan,nan,nan
2021-08-25_CBP with BSBCz_d31_p8_jvl_eval.csv,49,-2.0,6.0,0.1,749.67,26.20072,0.0209974,nan,35703.000059936094,nan,0.00178,0.00913,1.77,749.67,nan,nan,1.474563157882925,nan,63531.35593220339
2021-08-25_CBP with BSBCz_d32_p1_jvl_eval.csv,49,-2.0,6.0,0.1,474.97,17.80806,0.0142836,2.93932690707697e-05,33252.73319458343,0.9774065341269061,1e-05,4e-05,1.88,36.28,nan,nan,1.8419334302284691,nan,58421.894218942194
2021-08-25_CBP with BSBCz_d32_p4_jvl_eval.csv,49,-2.0,6.0,0.1,563.19,20.66509,0.0169367,4.713942465858973e-05,33252.323530539856,1.567495399790934,2e-05,5e-05,2.04,43.43,nan,nan,1.9018338924331197,nan,58422.19917012449
2021-08-25_CBP with BSBCz_d32_p5_jvl_eval.csv,49,-2.0,6.0,0.1,535.54,20.05302,0.0161053,5.3536552933486483e-05,33252.4722514414,1.7802227408585831,0.00031,0.00119,1.78,221.7,nan,nan,1.7363574734802278,nan,58465.0655021834
2021-08-25_CBP with BSBCz_d32_p8_jvl_eval.csv,49,-2.0,6.0,0.1,395.07,14.96127,0.0118809,5.641190969605227e-05,33252.61841183908,1.8758437070059513,1e-05,2e-05,2.04,37.45,nan,nan,1.8664455908675082,nan,58442.30769230769
2021-08-25_CBP with BSBCz_d33_p1_jvl_eval.csv,49,-2.0,6.0,0.1,1579.48,48.21758,0.0387932,2.2038729545960675e-05,40715.33055882285,0.8973141585602846,9e-05,0.00116,1.81,364.89,nan,nan,1.7923886865653857,1.78,75070.34220532319
2021-08-25_CBP with BSBCz_d33_p4_jvl_eval.csv,49,-2.0,6.0,0.1,1638.49,51.55809,0.0402427,nan,40715.23431152253,nan,0.00238,0.01292,1.7,969.31,nan,nan,1.441311000656358,1.6976772286026316,75056.80256527715
2021-08-25_CBP with BSBCz_d33_p5_jvl_eval.csv,49,-2.0,6.0,0.1,1609.81,49.18335,0.0395381,2.9305899813670434e-05,40715.45198159418,1.1932029566409084,1e-05,2e-05,1.83,304.41,nan,nan,1.7934841268908486,1.775889748002232,75049.41724941725
2021-08-25_CBP with BSBCz_d33_p8_jvl_eval.csv,49,-2.0,6.0,0.1,1646.54,50.29189,0.0404402,3.1937423319116756e-05,40715.24804940373,1.3003401124966496,1e-05,4e-05,1.82,77.9,nan,nan,1.8018188985154375,1.78,75047.40200546946
2021-08-25_CBP with BSBCz_d34_p1_jvl_eval.csv,49,-2.0,6.0,0.1,1373.65,35.31468,0.0314825,4.8313332528402556e-05,43632.232921479874,2.1080185780921705,1e-05,0.00014,1.98,405.02,nan,nan,1.9209463642041178,1.9417077972364694,81522.25519287834
2021-08-25_CBP with BSBCz_d34_p4_jvl_eval.csv,49,-2.0,6.0,0.1,1530.55,39.5004,0.0350784,nan,43632.263729246486,nan,0.00426,0.0139,1.94,1093.2,nan,nan,1.4894773517479731,1.9327441875052718,81542.35482152371
2021-08-25_CBP with BSBCz_d34_p5_jvl_eval.csv,49,-2.0,6.0,0.1,0.0,0.0,0.0001352,5.233014330551443e-05,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan
2021-08-25_CBP with BSBCz_d34_p8_jvl_eval.csv,49,-2.0,6.0,0.1,1626.43,47.76712,0.037276,nan,43632.09571842473,nan,0.01878,0.01408,1.69,1626.43,nan,nan,0.5758313863804636,1.6107702869311662,81525.31328320803
2021-08-25_CBP with BSBCz_d41_p1_jvl_eval.csv,49,-2.0,6.0,0.1,0.0,1074.09938,0.0003128,nan,nan,nan,106.32044,181.07862,nan,nan,nan,nan,nan,nan,nan
2021-08-25_CBP with BSBCz_d41_p4_jvl_eval.csv,49,-2.0,6.0,0.1,967.65,30.5325,0.0271028,4.255259230933996e-05,35703.07160166525,1.5192582500568346,1e-05,1e-05,2.18,52.74,nan,nan,2.1163973697109806,nan,63535.78463558765
2021-08-25_CBP with BSBCz_d41_p5_jvl_eval.csv,49,-2.0,6.0,0.1,784.5,24.09284,0.0219729,6.698425810093991e-05,35702.870674208134,2.391530304185636,4e-05,0.00013,2.56,37.5,nan,nan,2.1469747861517927,nan,63522.267206477736
2021-08-25_CBP with BSBCz_d41_p8_jvl_eval.csv,49,-2.0,6.0,0.1,813.53,26.51337,0.0227861,nan,35702.90659656545,nan,0.00114,0.00334,2.24,32.66,nan,nan,2.0019808809252915,nan,63557.03124999999
2021-08-25_CBP with BSBCz_d42_p1_jvl_eval.csv,49,-2.0,6.0,0.1,0.0,0.0,0.0001554,5.094071424881992e-05,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan
2021-08-25_CBP with BSBCz_d42_p4_jvl_eval.csv,49,-2.0,6.0,0.1,670.53,24.56389,0.0201648,2.9951038235059977e-05,33252.54367440967,0.9959482070052459,3e-05,0.00019,1.91,66.89,nan,nan,1.88,nan,58459.45945945946
2021-08-25_CBP with BSBCz_d42_p5_jvl_eval.csv,49,-2.0,6.0,0.1,631.64,23.44652,0.0189952,nan,33252.58830516962,nan,0.00498,0.01879,1.8,571.06,nan,nan,1.5678630814407326,nan,58431.08233117484
2021-08-25_CBP with BSBCz_d42_p8_jvl_eval.csv,49,-2.0,6.0,0.1,633.37,22.19471,0.0190474,3.535064009465799e-05,33252.301640830265,1.175490147623996,1e-05,2e-05,1.99,82.9,nan,nan,1.9146348845525591,nan,58428.966789667895
2021-08-25_CBP with BSBCz_d43_p1_jvl_eval.csv,49,-2.0,6.0,0.1,1661.71,50.94209,0.040813,3.5790846905629686e-05,40715.37183895946,1.4572376401939842,8e-05,0.00066,1.8,552.12,nan,nan,1.6790977685089035,1.7798885122950838,75054.6522131888
2021-08-25_CBP with BSBCz_d43_p4_jvl_eval.csv,49,-2.0,6.0,0.1,1825.04,53.25715,0.0448243,4.404527322823642e-05,40715.34600975472,1.793318539581832,2e-05,0.00014,1.94,56.88,nan,nan,1.9361269968566264,1.8812349432891022,75042.76315789473
2021-08-25_CBP with BSBCz_d43_p5_jvl_eval.csv,49,-2.0,6.0,0.1,1782.69,53.3743,0.0437843,2.9738774533322684e-05,40715.27784111422,1.210822467778485,1e-05,1e-05,1.89,148.37,nan,nan,1.8621209849964326,1.8353416759274679,75060.63157894737
2021-08-25_CBP with BSBCz_d43_p8_jvl_eval.csv,49,-2.0,6.0,0.1,1641.69,52.05255,0.0403211,nan,40715.481903043925,nan,0.00064,0.00253,1.8,47.34,nan,nan,1.763773304710669,1.719851802773113,75065.84362139918
2021-08-25_CBP with BSBCz_d44_p1_jvl_eval.csv,49,-2.0,6.0,0.1,1875.96,49.16466,0.0429948,nan,43632.24358692304,nan,0.00374,0.00757,1.89,1875.96,nan,nan,0.8395662609439755,1.8012070679762795,81528.03129074317
2021-08-25_CBP with BSBCz_d44_p4_jvl_eval.csv,49,-2.0,6.0,0.1,2235.67,54.20762,0.051239,4.944271657405388e-05,43632.260460045276,2.157297487411316,9e-05,0.00046,2.22,50.91,nan,nan,2.219523860291644,2.1306766290374988,81534.28154631656
2021-08-25_CBP with BSBCz_d44_p5_jvl_eval.csv,49,-2.0,6.0,0.1,2351.0,56.54052,0.0538822,5.7493001385675916e-05,43632.24487908288,2.5085487152932626,1e-05,2e-05,2.33,42.72,nan,nan,2.2366617344191666,2.1455072569508995,81546.9996531391
2021-08-25_CBP with BSBCz_d44_p8_jvl_eval.csv,49,-2.0,6.0,0.1,2119.53,52.90231,0.0485773,2.1041533111978307e-05,43632.21065576101,0.918088605262008,1e-05,6e-05,2.1,52.66,nan,nan,2.0026639238162662,2.05,81551.7506733359
2021-08-25_Seonils-devices_d13_p1_jvl_eval.csv,24,-2.0,3.5,0.1,991.68,16.04419,0.0295434,nan,33566.88803590649,nan,0.08553,0.30001,4.31,274.37,nan,nan,4.109260651467217,nan,59453.23741007194
2021-08-25_Seonils-devices_d13_p5_jvl_eval.csv,24,-2.0,3.5,0.1,981.53,15.41229,0.029241,nan,33566.81253184583,nan,0.00389,0.02104,4.71,92.04,nan,nan,4.705976351930709,nan,59450.63597819503
2021-08-25_Seonils-devices_d13_p8_jvl_eval.csv,24,-2.0,3.5,0.1,0.0,137.58513,0.0006761,nan,nan,nan,8.42153,9.86631,nan,nan,nan,nan,nan,nan,nan
2021-08-25_Seonils-devices_d32_p4_jvl_eval.csv,24,-2.0,3.5,0.1,6029.37,24.65269,0.2133276,nan,28263.43346829318,nan,0.0021,0.00506,18.17,409.01,nan,nan,17.41855341012524,17.90774635683456,79292.08311415045
2021-08-25_test_d11_p1_jvl_eval.csv,24,-2.0,3.5,0.1,4856.11,21.45482,0.1584765,nan,30642.510765841456,nan,0.00809,0.10423,15.64,462.84,nan,nan,14.997718658189855,15.467601052428892,85224.81572481571
2021-08-25_test_d11_p5_jvl_eval.csv,24,-2.0,3.5,0.1,4148.16,17.83059,0.1353728,nan,30642.451837670964,nan,1.65227,2.86701,14.85,2443.22,nan,nan,5.181624885920111,13.231109990561956,85230.32668995274
2021-08-25_test_d11_p8_jvl_eval.csv,24,-2.0,3.5,0.1,4707.43,20.45102,0.1536242,nan,30642.49185158726,nan,0.07654,0.18536,16.01,679.94,nan,nan,14.427602325099766,15.817871620319885,85217.77697320783
2021-08-26_seonils-devices-st-andrews_d11_p4_jvl_eval.csv,24,-2.0,3.5,0.1,4750.77,20.60004,0.1563261,nan,30390.12679264691,nan,0.00047,0.00081,16.18,440.67,nan,nan,15.986005659917362,15.881779944677678,84608.5485307213
2021-08-31_GE_d12_p1_jvl_eval.csv,34,-2.0,4.5,0.1,187.56,200.98231,0.0130838,nan,14335.284856081567,nan,1.45664,2.17434,0.12,40.1,nan,nan,0.12,nan,30798.029556650246
