file,class,Lmax,J_leak,EQE_100,Eplateau,noiseL,offL,L_min_trust
2026-01-21_Red_d11_p4_jvl_s1_eval.csv,reliable,11772.15,0.00812,12.78253820989608,12.39,0.8246624112136688,-1.56876698608899,8.0
2026-01-21_Red_d11_p5_jvl_s1_eval.csv,reliable,9510.7,0.00054,13.168761922564451,12.35,1.006439562122275,-0.4667156554396739,10.0
2026-01-21_Red_d11_p6_jvl_s1_eval.csv,reliable,11417.15,0.00046,13.093014828794258,12.145,0.8299774045838113,-0.3703614868159466,8.0
2026-01-21_Red_d11_p7_jvl_s1_eval.csv,reliable,11196.85,8e-05,13.172987400324509,12.23,0.999411001967952,-0.448648978018245,10.0
2026-01-21_Red_d11_p8_jvl_s1_eval.csv,reliable,10273.05,2e-05,13.50688878193685,12.535,1.1346597661078626,-0.0210774872455341,11.0
2026-01-21_Red_d14_p1_jvl_s1_eval.csv,reliable,11087.91,2e-05,13.533393778310618,13.11,1.319700984888244,-2.32708142348902,13.0
2026-01-21_Red_d14_p2_jvl_s1_eval.csv,reliable,10525.41,0.00015,14.157229732653189,13.285,0.7842494306740799,-0.0266969230166054,8.0
2026-01-21_Red_d14_p3_jvl_s1_eval.csv,reliable,12531.28,0.00131,13.905770800701122,13.155,0.5829957406086531,0.476095064678507,6.0
2026-01-21_Red_d14_p4_jvl_s1_eval.csv,reliable,12405.39,0.00049,13.995385376607048,13.105,0.873382952456446,-0.4953763599788817,9.0
2026-01-21_Red_d14_p5_jvl_s1_eval.csv,reliable,8588.24,2e-05,14.213252044841958,13.15,1.2203981030374058,1.5780846160713793,12.0
2026-01-21_Red_d14_p6_jvl_s1_eval.csv,reliable,11347.05,2e-05,13.983153147267318,12.935,0.5987791697886887,-0.1646310067886017,6.0
2026-01-21_Red_d14_p7_jvl_s1_eval.csv,reliable,10432.49,2e-05,14.288712237205862,13.085,0.9286644570956182,0.9551565063159294,9.0
2026-01-21_Red_d14_p8_jvl_s1_eval.csv,reliable,9590.54,2e-05,13.898242529336745,13.165,0.9376473559492158,-0.2847672284995344,9.0
2026-01-21_Red_d21_p1_jvl_s1_eval.csv,leaky,10981.64,0.05646,8.75735680334524,11.0,0.6666904225350078,-1.4190893091013217,7.0
2026-01-21_Red_d21_p2_jvl_s1_eval.csv,leaky,8646.18,51.51634,0.0429832383540391,,,,
2026-01-21_Red_d21_p3_jvl_s1_eval.csv,leaky,11485.16,59.97213,0.0428586918714913,,,,
2026-01-21_Red_d21_p4_jvl_s1_eval.csv,reliable,12311.29,0.00321,2.215933708308174,9.74,1.102450508581467,-2.664351398421072,11.0
2026-01-21_Red_d21_p5_jvl_s1_eval.csv,leaky,11492.62,0.02382,12.144572851259136,12.215,0.4270119488613865,-0.7327713742659616,4.0
2026-01-21_Red_d21_p6_jvl_s1_eval.csv,leaky,8203.85,65.45731,0.0416637114396436,,,,
2026-01-21_Red_d21_p7_jvl_s1_eval.csv,leaky,7878.08,127.71256,0.0206333034447713,,,,
2026-01-21_Red_d21_p8_jvl_s1_eval.csv,leaky,9669.52,0.021,10.824265846599143,12.12,0.1257995017590982,-1.194312529237962,1.0
2026-01-21_Red_d23_p1_jvl_s1_eval.csv,reliable,10417.91,6e-05,14.895006632429215,13.93,0.8558453775741175,0.4374529262580692,9.0
2026-01-21_Red_d23_p2_jvl_s1_eval.csv,leaky,10401.98,1.68372,0.6544974914531054,5.35,0.7522297533870471,-0.0591152858714758,8.0
2026-01-21_Red_d23_p3_jvl_s1_eval.csv,reliable,12452.65,2e-05,15.149452769900888,14.0,1.0882652208171972,-1.0951101570075092,11.0
2026-01-21_Red_d23_p4_jvl_s1_eval.csv,reliable,12227.68,2e-05,15.259288451368397,14.03,0.8182159864843266,-0.1123190055315526,8.0
2026-01-21_Red_d23_p5_jvl_s1_eval.csv,reliable,12474.48,0.00217,15.18178022981248,14.015,0.5534331724195463,0.7507637078816142,6.0
2026-01-21_Red_d23_p6_jvl_s1_eval.csv,reliable,12209.28,0.00047,15.002292910241607,13.86,0.9016601310310308,-0.390160563243445,9.0
2026-01-21_Red_d23_p7_jvl_s1_eval.csv,reliable,11640.74,2e-05,14.709998256670673,13.875,0.4325044298807936,-0.5157806932605488,4.0
2026-01-21_Red_d23_p8_jvl_s1_eval.csv,reliable,6262.5,2e-05,15.126774367692242,13.81,0.6932591489466149,-0.9901797227599836,7.0
2026-01-21_Red_d32_p1_jvl_s1_eval.csv,reliable,11751.41,2e-05,12.96761447496763,12.41,2.342840546774456,-1.2622204348140214,23.0
2026-01-21_Red_d32_p2_jvl_s1_eval.csv,reliable,10324.65,5e-05,12.846526241074171,12.43,1.587689263338976,-0.840979253625173,16.0
2026-01-21_Red_d32_p3_jvl_s1_eval.csv,reliable,10418.87,8e-05,12.90694843507694,12.34,1.0916438949078426,-2.868956085175087,11.0
2026-01-21_Red_d32_p4_jvl_s1_eval.csv,reliable,10691.55,0.00265,13.3887487480845,12.45,0.3929943152808468,-0.8424836942202504,4.0
2026-01-21_Red_d32_p5_jvl_s1_eval.csv,reliable,9976.25,2e-05,13.22949941287268,12.39,0.8186069850877035,0.0075221715206304,8.0
2026-01-21_Red_d32_p6_jvl_s1_eval.csv,reliable,9895.89,0.00233,12.999525171067347,12.21,0.6823835552710948,-1.010980268280181,7.0
2026-01-21_Red_d32_p7_jvl_s1_eval.csv,reliable,11272.99,3e-05,13.5433772870409,12.37,1.2661074244374113,0.097788227337511,13.0
2026-01-21_Red_d32_p8_jvl_s1_eval.csv,reliable,3948.29,2e-05,13.516582127968675,12.17,0.870872112717769,-1.1463787544166106,9.0
2026-01-21_Red_d34_p1_jvl_s1_eval.csv,reliable,11166.28,0.0001,13.512585986194855,13.03,1.0455010412148142,-3.0743809142629237,10.0
2026-01-21_Red_d34_p2_jvl_s1_eval.csv,reliable,10069.46,0.00123,13.24,12.52,0.707191331374054,-0.6735916956759966,7.0
2026-01-21_Red_d34_p3_jvl_s1_eval.csv,leaky,12563.4,50.47134,0.0637686091120774,0.39,0.6801597160773052,0.9656803646445968,7.0
2026-01-21_Red_d34_p4_jvl_s1_eval.csv,reliable,12807.65,3e-05,13.82282161246027,13.125,1.3769655886905612,-2.373963090140795,14.0
2026-01-21_Red_d34_p5_jvl_s1_eval.csv,reliable,12256.47,2e-05,13.8769030853545,13.15,0.9496326653887264,-0.0536489072206696,9.0
2026-01-21_Red_d34_p7_jvl_s1_eval.csv,reliable,10890.87,1e-05,14.154951720618037,13.1,1.1470451247978417,-0.3144421077540394,11.0
2026-01-21_Red_d34_p8_jvl_s1_eval.csv,reliable,6881.59,1e-05,14.026404651102496,,,,
2026-01-21_Red_d41_p1_jvl_s1_eval.csv,reliable,9481.32,4e-05,11.940443093331377,11.53,1.7950703865772657,-3.1826153248535163,18.0
2026-01-21_Red_d41_p2_jvl_s1_eval.csv,reliable,9255.71,5e-05,12.243647590807829,11.49,1.1508784130319198,-0.4816687858017809,12.0
2026-01-21_Red_d41_p4_jvl_s1_eval.csv,leaky,11645.69,0.03208,11.27660786417186,11.35,0.7185011023335898,0.8282903242231815,7.0
2026-01-21_Red_d41_p5_jvl_s1_eval.csv,reliable,10856.5,2e-05,12.509959080615916,11.64,0.6820120258578345,-1.9851956982391032,7.0
2026-01-21_Red_d41_p6_jvl_s1_eval.csv,reliable,10593.81,0.00382,12.341237981401717,11.65,0.7531113055197882,-1.3834847495720797,8.0
2026-01-21_Red_d41_p7_jvl_s1_eval.csv,reliable,9850.52,0.00061,12.670423123838065,11.59,0.4565419743458296,0.2881008969109867,5.0
2026-01-21_Red_d41_p8_jvl_s1_eval.csv,reliable,8544.11,0.00019,12.824560922465926,11.5,0.7523222668667969,-1.212425067071243,8.0
2026-01-21_Red_d44_p1_jvl_s1_eval.csv,reliable,11327.07,6e-05,13.798296621029202,12.84,0.9684251665566624,0.1717402322876908,10.0
2026-01-21_Red_d44_p2_jvl_s1_eval.csv,reliable,11192.49,0.00158,13.892649583374022,12.75,0.8930747897581808,-0.5495686263770948,9.0
2026-01-21_Red_d44_p3_jvl_s1_eval.csv,reliable,12566.68,0.00013,13.490810238751529,12.77,0.8427009046659676,-1.8906348175033736,8.0
2026-01-21_Red_d44_p4_jvl_s1_eval.csv,reliable,12158.18,6e-05,13.84552423543507,12.9,0.925070182651924,-1.338080224367216,9.0
2026-01-21_Red_d44_p5_jvl_s1_eval.csv,reliable,11616.22,0.00072,13.891371995937789,12.795,0.5034504010895928,0.6989081194501787,5.0
2026-01-21_Red_d44_p6_jvl_s1_eval.csv,reliable,12193.33,0.00022,14.07640832402535,12.84,0.9887257015005942,-1.2783444806211606,10.0
2026-01-21_Red_d44_p7_jvl_s1_eval.csv,reliable,11915.32,0.00026,13.892349341061664,12.96,0.7291676035874435,-0.394255868336357,7.0
2026-01-21_Red_d44_p8_jvl_s1_eval.csv,reliable,10687.41,6e-05,13.975669476934266,12.8,1.14768998650178,1.1364718672464975,11.0
2026-01-25_ref blue 20dB after_d12_p4_jvl_s1_eval.csv,reliable,62363.49,0.0021,4.410355929909087,4.315,0.8259538862968501,2.5199565736077347,8.0
2026-01-25_ref blue 20dB after_d12_p4_jvl_s2_eval.csv,reliable,64956.97,0.00133,4.18240355865078,4.28,0.8390077171381836,1.7241808756569246,8.0
2026-01-25_ref blue 20dB _d12_p4_jvl_s1_eval.csv,reliable,65180.8,0.00152,4.794595746774075,4.58,0.5741144855358535,3.625200743136396,6.0
2026-01-25_ref blue 20dB _d12_p4_jvl_s2_eval.csv,reliable,65601.54,0.00063,4.488553457633524,4.48,0.2859657702109122,1.0168246122015858,3.0
2026-01-25_ref blue BE after_d12_p5_jvl_s1_eval.csv,leaky,67773.57,0.01602,1.1177343068396886,3.23,0.2606885383646836,0.0565419627800944,3.0
2026-01-25_ref blue BE after_d12_p5_jvl_s2_eval.csv,leaky,68721.89,0.56288,0.8004186974450986,2.41,0.2659508304698146,-1.2488094888586905,3.0
2026-01-25_ref blue BE after_d12_p5_jvl_s3_eval.csv,leaky,68086.56,0.21305,3.198301415227027,3.67,0.6593102664270616,-1.4149451443420402,7.0
2026-01-25_ref blue BE_d12_p5_jvl_s1_eval.csv,reliable,9148.55,0.006,3.98300005359652,4.08,0.3815647166664764,1.4994095203335345,4.0
2026-01-25_ref blue BE_d12_p5_jvl_s2_eval.csv,reliable,9168.29,0.00658,3.9202054937282833,4.075,0.2277413858991312,-0.1710219118666009,2.0
2026-01-25_ref blue BE_d12_p5_jvl_s3_eval.csv,reliable,19764.02,0.0037,3.976449072263833,4.07,0.1118638347588966,0.1500805150685503,1.0
2026-01-25_ref blue BE_d12_p5_jvl_s4_eval.csv,reliable,19925.33,0.00462,3.940505133200496,4.065,0.1255832889882952,1.005888465009301,1.0
2026-01-26_mCPgrS_d11_p2_jvl_s1_eval.csv,leaky,278.91,0.9453,0.7974020740224522,,,,
2026-01-26_mCPgrS_d11_p5_jvl_s1_eval.csv,leaky,405.44,0.08805,10.124886987023835,,,,
2026-01-26_mCPgrS_d11_p7_jvl_s1_eval.csv,leaky,623.69,0.25307,2.375514638317407,5.05,0.534424554414505,-0.8601179341322467,5.0
2026-01-26_mCPgrS_d11_p8_jvl_s1_eval.csv,reliable,680.52,0.0015,5.842113363412996,6.86,1.392053835716804,-0.8138390453399923,14.0
2026-01-26_mCPgrS_d12_p3_jvl_s1_eval.csv,reliable,39712.67,0.0029,3.973488836641951,,,,
2026-01-26_mCPgrS_d12_p4_jvl_s1_eval.csv,leaky,39562.54,0.01207,2.225815495300144,,,,
2026-01-26_mCPgrS_d12_p5_jvl_s1_eval.csv,reliable,35555.34,0.00595,1.627994551761928,,,,
2026-01-26_mCPgrS_d12_p6_jvl_s1_eval.csv,reliable,37410.67,0.00237,2.7260457615742597,,,,
2026-01-26_mCPgrS_d12_p8_jvl_s1_eval.csv,leaky,34354.38,2.254,13.69895030632578,,,,
2026-01-26_mCPgrS_d13_p4_jvl_s1_eval.csv,reliable,28115.82,0.00447,3.5889833194751914,,,,
2026-01-26_mCPgrS_d13_p5_jvl_s1_eval.csv,reliable,28186.55,0.00143,4.911499918315991,,,,
2026-01-26_mCPgrS_d13_p6_jvl_s1_eval.csv,reliable,29558.15,0.00127,9.588817518299765,,,,
2026-01-26_mCPgrS_d13_p8_jvl_s1_eval.csv,reliable,30050.07,0.00395,6.834582087355464,,,,
2026-01-26_mCPgrS_d14_p7_jvl_s1_eval.csv,reliable,20016.69,0.00397,1.3920503052889048,,,,
2026-01-26_mCPgrS_d21_p3_jvl_s1_eval.csv,leaky,105.51,1.55695,0.7664676467847352,,,,
2026-01-26_mCPgrS_d21_p4_jvl_s1_eval.csv,leaky,100.08,0.105,3.268707227330645,,,,
2026-01-26_mCPgrS_d21_p5_jvl_s1_eval.csv,leaky,123.77,2.62497,0.032367253966867,,,,
2026-01-26_mCPgrS_d21_p6_jvl_s1_eval.csv,leaky,86.11,0.8096,,,,,
2026-01-26_mCPgrS_d22_p1_jvl_s1_eval.csv,reliable,11480.14,0.00032,1.7507080049730792,2.185,5.414409649274598,4.254051309966157,54.0
2026-01-26_mCPgrS_d22_p3_jvl_s1_eval.csv,reliable,20427.07,0.00183,2.7794127284092776,,,,
2026-01-26_mCPgrS_d22_p4_jvl_s1_eval.csv,reliable,25147.9,0.0019,4.878427990805268,,,,
2026-01-26_mCPgrS_d22_p5_jvl_s1_eval.csv,reliable,24978.05,0.00258,4.958552425159754,,,,
2026-01-26_mCPgrS_d22_p8_jvl_s1_eval.csv,reliable,22242.15,0.00092,2.782261391882896,4.71,5.419229584814065,-9.054712954807725,54.0
2026-01-26_mCPgrS_d23_p1_jvl_s1_eval.csv,reliable,16822.75,0.00143,5.9114676845434815,,,,
2026-01-26_mCPgrS_d23_p4_jvl_s1_eval.csv,leaky,16270.82,0.02218,1.544838517609849,,,,
2026-01-26_mCPgrS_d23_p5_jvl_s1_eval.csv,reliable,15666.5,0.0013,3.681695454707112,,,,
2026-01-26_mCPgrS_d23_p7_jvl_s1_eval.csv,reliable,18397.71,0.00117,14.732139312119775,,,,
2026-01-26_mCPgrS_d23_p8_jvl_s1_eval.csv,reliable,16763.28,0.0013,6.024170036808039,,,,
2026-01-26_mCPgrS_d24_p1_jvl_s1_eval.csv,dead,0.0,0.0011,,,,,
2026-01-26_mCPgrS_d24_p4_jvl_s1_eval.csv,marginal,1866.76,0.0013,,,,,
2026-01-26_mCPgrS_d24_p6_jvl_s1_eval.csv,marginal,6563.55,0.00108,,,,,
2026-01-26_mCPgrS_d24_p8_jvl_s1_eval.csv,marginal,2758.39,0.00108,,,,,
2026-01-26_mCPgrS_d32_p1_jvl_s1_eval.csv,reliable,2269.69,0.00125,31.13091156018685,26.37,0.4466403315790992,0.0094316721463001,4.0
2026-01-26_mCPgrS_d32_p2_jvl_s1_eval.csv,reliable,2172.81,0.0013,28.96781571463973,24.76,0.5053043904378748,-1.5385369102812425,5.0
2026-01-26_mCPgrS_d32_p3_jvl_s1_eval.csv,reliable,2341.99,0.00125,21.410648563683257,21.04,0.7785090869250053,-0.7003013662323695,8.0
2026-01-26_mCPgrS_d32_p4_jvl_s1_eval.csv,reliable,2090.24,0.00125,28.274071579031872,24.415,0.4631222654650049,0.1815595338499317,5.0
2026-01-26_mCPgrS_d32_p5_jvl_s1_eval.csv,reliable,2281.1,0.00015,31.23495861878837,26.07,1.0685469518607704,0.5588276312033601,11.0
2026-01-26_mCPgrS_d32_p6_jvl_s1_eval.csv,reliable,2303.81,0.00127,29.46469066344033,25.445,0.7381612134996379,1.6811870291412805,7.0
2026-01-26_mCPgrS_d32_p7_jvl_s1_eval.csv,reliable,2241.08,0.00122,30.6754516439902,25.880000000000003,0.6427738544105253,0.4668674161498413,6.0
2026-01-26_mCPgrS_d33_p2_jvl_s1_eval.csv,marginal,30728.56,0.0012,62.76024923677027,,,,
2026-01-26_mCPgrS_d33_p3_jvl_s1_eval.csv,leaky,32495.45,0.02515,14.374602744579104,,,,
2026-01-26_mCPgrS_d33_p4_jvl_s1_eval.csv,reliable,32475.03,0.00125,16.85323316293092,,,,
2026-01-26_mCPgrS_d33_p5_jvl_s1_eval.csv,reliable,31109.45,0.00113,38.9173482064915,,,,
2026-01-26_mCPgrS_d33_p6_jvl_s1_eval.csv,marginal,33297.09,0.0012,48.59613081470526,,,,
2026-01-26_mCPgrS_d33_p7_jvl_s1_eval.csv,marginal,33360.2,0.00117,49.84957577199912,,,,
2026-01-26_mCPgrS_d33_p8_jvl_s1_eval.csv,reliable,28569.25,0.00127,25.407949618123347,,,,
2026-01-26_mCPgrS_d34_p1_jvl_s1_eval.csv,reliable,25569.87,0.00108,29.8843536572829,,,,
2026-01-26_mCPgrS_d34_p3_jvl_s1_eval.csv,reliable,24566.83,0.00108,11.28578421408762,,,,
2026-01-26_mCPgrS_d34_p4_jvl_s1_eval.csv,reliable,21192.02,0.00065,34.96247180196352,27.93,3.975640385630102,1.4814140259438304,40.0
2026-01-26_mCPgrS_d34_p5_jvl_s1_eval.csv,marginal,25550.81,0.00105,53.9476883330364,,,,
2026-01-26_mCPgrS_d34_p7_jvl_s1_eval.csv,marginal,26761.0,0.00108,47.24952158287469,,,,
2026-01-26_mCPgrS_d34_p8_jvl_s1_eval.csv,reliable,26429.53,0.00105,34.80322376199568,28.67,3.7757236969571855,2.4690229946398303,38.0
2026-01-26_mCPgrS_d41_p1_jvl_s1_eval.csv,leaky,1781.31,0.26908,2.389279241773268,8.22,0.6279968703225196,1.1763058056440936,6.0
2026-01-26_mCPgrS_d41_p2_jvl_s1_eval.csv,leaky,1699.08,0.02442,9.087619058060254,12.6,0.5760269653830614,-0.5547097096446701,6.0
2026-01-26_mCPgrS_d41_p4_jvl_s1_eval.csv,leaky,2202.0,0.0265,8.999474204915588,13.18,0.3721823123130162,0.0322907304418455,4.0
2026-01-26_mCPgrS_d41_p5_jvl_s1_eval.csv,leaky,1643.5,3.50915,0.3228905200133818,1.39,0.3466414436544368,0.3909485224463216,3.0
2026-01-26_mCPgrS_d41_p6_jvl_s1_eval.csv,leaky,1659.75,0.054,5.930232662086877,11.575,0.3675875568876764,1.31123659661225,4.0
2026-01-26_mCPgrS_d41_p7_jvl_s1_eval.csv,leaky,2146.39,0.06605,17.17114654063995,14.565,0.5491865769217349,-0.2006635489093308,5.0
2026-01-26_mCPgrS_d41_p8_jvl_s1_eval.csv,leaky,2040.27,0.76048,8.64973634341533,12.67,0.277001737433272,-0.0864933291221781,3.0
2026-01-26_mCPgrS_d42_p1_jvl_s1_eval.csv,marginal,27461.98,0.0002,49.03841252595217,,,,
2026-01-26_mCPgrS_d42_p2_jvl_s1_eval.csv,marginal,21455.46,0.00115,41.36338429477929,,,,
2026-01-26_mCPgrS_d42_p3_jvl_s1_eval.csv,marginal,29087.96,0.00015,41.52669072950186,,,,
2026-01-26_mCPgrS_d42_p4_jvl_s1_eval.csv,marginal,28727.47,0.00115,41.27191716273931,,,,
2026-01-26_mCPgrS_d42_p5_jvl_s1_eval.csv,reliable,25364.57,0.00025,4.143992710511534,9.16,8.78485846729827,-11.118952410382288,88.0
2026-01-26_mCPgrS_d42_p6_jvl_s1_eval.csv,marginal,28412.04,0.00015,45.77480343640427,,,,
2026-01-26_mCPgrS_d42_p7_jvl_s1_eval.csv,marginal,29968.5,0.00017,43.08535572245729,,,,
2026-01-26_mCPgrS_d42_p8_jvl_s1_eval.csv,reliable,27395.95,0.00017,38.77217596926268,28.8,7.795493618325108,-7.754005161095192,78.0
2026-01-26_mCPgrS_d43_p1_jvl_s1_eval.csv,marginal,18328.42,0.00087,40.3405566367861,,,,
2026-01-26_mCPgrS_d43_p3_jvl_s1_eval.csv,reliable,16926.55,0.00092,29.456173864638103,27.315,6.395937087636688,-7.236889576663114,64.0
2026-01-26_mCPgrS_d43_p4_jvl_s1_eval.csv,marginal,19089.64,0.00095,43.00806239135722,,,,
2026-01-26_mCPgrS_d43_p5_jvl_s1_eval.csv,marginal,18877.66,0.001,43.158866028778895,,,,
2026-01-26_mCPgrS_d43_p6_jvl_s1_eval.csv,marginal,20678.1,0.00042,43.11789924811288,,,,
2026-01-26_mCPgrS_d43_p7_jvl_s1_eval.csv,reliable,19365.33,0.00103,36.16919979937889,28.24,3.9255653185220014,-9.223968806530564,39.0
2026-01-26_mCPgrS_d43_p8_jvl_s1_eval.csv,reliable,17568.96,0.0001,34.62821707964617,28.45,6.51981792754273,-18.92630628537308,65.0
2026-01-26_mCPgrS_d44_p2_jvl_s1_eval.csv,reliable,9668.08,0.00027,16.823283942602927,15.84,5.25204127537059,3.579791672758724,53.0
2026-01-26_mCPgrS_d44_p3_jvl_s1_eval.csv,reliable,11879.14,0.00032,17.26444311679409,16.9,4.282389624079801,-7.796254478375503,43.0
2026-01-26_mCPgrS_d44_p4_jvl_s1_eval.csv,reliable,10473.74,0.00025,16.86141961701574,16.75,6.725980724905584,8.673185267444014,67.0
2026-01-26_mCPgrS_d44_p5_jvl_s1_eval.csv,reliable,12675.75,0.00105,38.14975339137478,28.365,3.5799915333293773,0.3964196961406811,36.0
2026-01-26_mCPgrS_d44_p6_jvl_s1_eval.csv,reliable,12095.37,0.00103,29.290117629417683,25.675,4.9308359156685855,-17.15415878768459,49.0
2026-01-26_mCPgrS_d44_p7_jvl_s1_eval.csv,reliable,14413.1,0.00103,23.33615641172592,,,,
2026-01-26_mCPgrS_d44_p8_jvl_s1_eval.csv,reliable,14341.86,0.00103,33.507499430173816,27.975,10.616181854309197,-8.889408907018234,106.0
2026-01-26_mCPgsTE_d11_p1_jvl_s1_eval.csv,leaky,481.27,0.0862,1.5300474809591391,,,,
2026-01-26_mCPgsTE_d11_p3_jvl_s1_eval.csv,reliable,802.08,0.0,18.28514762007657,25.96,4.976846876566611,19.25084950291395,50.0
2026-01-26_mCPgsTE_d12_p1_jvl_s1_eval.csv,reliable,7150.44,0.004,6.866742777121144,,,,
2026-01-26_mCPgsTE_d12_p4_jvl_s1_eval.csv,reliable,2850.42,0.00092,2.196202704715414,,,,
2026-01-26_mCPgsTE_d13_p1_jvl_s1_eval.csv,dead,21.43,0.0,,,,,
2026-01-26_mCPgsTE_d13_p2_jvl_s1_eval.csv,reliable,9043.13,0.0008,5.707613056114634,6.05,3.322155440716095,7.183594260528125,33.0
2026-01-26_mCPgsTE_d13_p3_jvl_s1_eval.csv,reliable,9555.17,0.00158,9.707341141469003,,,,
2026-01-26_mCPgsTE_d13_p4_jvl_s1_eval.csv,reliable,9184.06,0.00162,10.119846109319525,,,,
2026-01-26_mCPgsTE_d13_p5_jvl_s1_eval.csv,reliable,9186.84,0.0009,8.647694662301092,,,,
2026-01-26_mCPgsTE_d13_p8_jvl_s1_eval.csv,marginal,5745.16,0.00065,,,,,
2026-01-26_mCPgsTE_d14_p1_jvl_s1_eval.csv,reliable,4599.64,0.0011,4.459937958478794,,,,
2026-01-26_mCPgsTE_d14_p2_jvl_s1_eval.csv,reliable,5102.67,0.00525,2.3606812013624867,,,,
2026-01-26_mCPgsTE_d14_p3_jvl_s1_eval.csv,reliable,4606.01,0.00143,2.632779135887928,,,,
2026-01-26_mCPgsTE_d14_p5_jvl_s1_eval.csv,reliable,3637.39,0.00097,3.194134540814168,,,,
2026-01-26_mCPgsTE_d14_p6_jvl_s1_eval.csv,reliable,2927.63,0.00165,2.135982058108945,,,,
2026-01-26_mCPgsTE_d21_p1_jvl_s1_eval.csv,leaky,1626.77,0.23462,3.9515738531857023,13.08,5.189515892429256,7.8015494614953615,52.0
2026-01-26_mCPgsTE_d21_p2_jvl_s1_eval.csv,leaky,1715.01,0.6413,1.856016863438735,7.53,4.594235078476253,5.833094062420944,46.0
2026-01-26_mCPgsTE_d21_p3_jvl_s1_eval.csv,leaky,1162.63,1.47933,1.1384417663265152,3.58,3.358694727779483,0.2330011182154428,34.0
2026-01-26_mCPgsTE_d21_p4_jvl_s1_eval.csv,leaky,1330.73,0.07122,8.194436918932084,15.7,3.089819858586952,-3.952997815886044,31.0
2026-01-26_mCPgsTE_d21_p5_jvl_s1_eval.csv,leaky,1557.47,0.7024,1.4356957495687397,6.74,1.1176513057118282,1.5587046622059977,11.0
2026-01-26_mCPgsTE_d21_p8_jvl_s1_eval.csv,leaky,1452.91,0.47825,3.135315067713364,8.415,3.2360624288033644,1.213222068214748,32.0
2026-01-26_mCPgsTE_d22_p3_jvl_s1_eval.csv,leaky,14086.29,0.1083,3.8671351213970135,,,,
2026-01-26_mCPgsTE_d22_p4_jvl_s1_eval.csv,reliable,14763.5,0.00143,4.608677606083976,,,,
2026-01-26_mCPgsTE_d23_p1_jvl_s1_eval.csv,marginal,2217.14,0.003,,,,,
2026-01-26_mCPgsTE_d23_p2_jvl_s1_eval.csv,reliable,2253.24,0.00065,4.570808639506855,5.245,3.7663607802777657,5.426393309438471,38.0
2026-01-26_mCPgsTE_d23_p3_jvl_s1_eval.csv,reliable,2251.76,0.0006,4.918310201193399,5.265,3.4375621977913897,0.9513795213244556,34.0
2026-01-26_mCPgsTE_d23_p4_jvl_s1_eval.csv,reliable,2229.84,0.00038,4.676601081413568,5.205,4.214415769444748,-6.606802828586102,42.0
2026-01-26_mCPgsTE_d23_p5_jvl_s1_eval.csv,reliable,2238.1,0.00045,4.616291955027324,5.355,5.467483883774766,0.519735691407882,55.0
2026-01-26_mCPgsTE_d23_p6_jvl_s1_eval.csv,reliable,2131.65,0.00045,4.607363387220374,5.6,2.833375049321541,-9.399270351364237,28.0
2026-01-26_mCPgsTE_d23_p7_jvl_s1_eval.csv,reliable,2337.06,0.00045,5.093813177317967,5.735,4.60618153273706,-4.60713983085911,46.0
2026-01-26_mCPgsTE_d23_p8_jvl_s1_eval.csv,leaky,2148.02,0.0233,4.755129493841278,,,,
2026-01-26_mCPgsTE_d24_p1_jvl_s1_eval.csv,reliable,5863.97,0.00647,2.391899085381883,,,,
2026-01-26_mCPgsTE_d24_p2_jvl_s1_eval.csv,reliable,4892.49,0.00055,2.7269463530521865,3.2350000000000003,4.1281574421665725,-3.1194186863369397,41.0
2026-01-26_mCPgsTE_d24_p3_jvl_s1_eval.csv,reliable,6562.51,0.0004,2.418860611214121,3.39,4.543746446933162,-9.759067934840171,45.0
2026-01-26_mCPgsTE_d24_p4_jvl_s1_eval.csv,leaky,5854.1,0.23925,2.364323127687856,,,,
2026-01-26_mCPgsTE_d24_p5_jvl_s1_eval.csv,leaky,6098.78,0.1106,1.9336731821960984,,,,
2026-01-26_mCPgsTE_d24_p8_jvl_s1_eval.csv,reliable,6018.73,0.00035,2.4963553915824703,2.97,7.322958719363708,-7.964108864190234,73.0
2026-01-26_mCPgsTE_d33_p1_jvl_s1_eval.csv,reliable,6804.05,0.00117,5.451312093834788,,,,
2026-01-26_mCPgsTE_d33_p2_jvl_s1_eval.csv,reliable,9162.73,0.00113,5.105445203916743,,,,
2026-01-26_mCPgsTE_d33_p3_jvl_s1_eval.csv,reliable,6245.74,0.00117,4.383515101410403,,,,
2026-01-26_mCPgsTE_d33_p4_jvl_s1_eval.csv,reliable,6915.82,0.00342,4.326078401484732,,,,
2026-01-26_mCPgsTE_d33_p5_jvl_s1_eval.csv,reliable,5631.58,0.00875,4.199793864885742,,,,
2026-01-26_mCPgsTE_d41_p1_jvl_s1_eval.csv,leaky,1425.01,0.0851,9.360059090199886,15.82,4.105832403061931,11.6363486796065,41.0
2026-01-26_mCPgsTE_d41_p2_jvl_s1_eval.csv,leaky,1527.87,3.5489,1.6018627264773309,6.515000000000001,1.5211761168887066,2.736041337800769,15.0
2026-01-26_mCPgsTE_d41_p3_jvl_s1_eval.csv,leaky,1045.27,0.07115,9.55245651571808,16.88,4.936251634172118,-3.615480579428467,49.0
2026-01-26_mCPgsTE_d41_p4_jvl_s1_eval.csv,leaky,1635.78,0.8738,2.48370838955633,9.455,2.327233539062321,7.589255892928485,23.0
