file,class,Lmax,J_leak,EQE_100,Eplateau,noiseL,offL,L_min_trust
2022-11-06_TiO2_d3_p2_jvl_s1_eval.csv,dead,0.0,34.8625,,,,,
2022-11-06_TiO2_d3_p3_jvl_s1_eval.csv,leaky,1949.69,37.2875,0.1057620403355244,0.57,0.5061315147157314,1.162711578489534,5.0
2022-11-06_TiO2_d3_p4_jvl_s1_eval.csv,dead,0.0,33.77,,,,,
2022-11-06_TiO2_d5_p1_jvl_s1_eval.csv,leaky,1192.71,40.3,0.0791673286656651,0.4,0.5526723489320069,-1.865498911290993,6.0
2022-11-06_TiO2_d5_p2_jvl_s1_eval.csv,dead,0.0,36.9025,,,,,
2022-11-06_TiO2_d5_p3_jvl_s1_eval.csv,leaky,106.35,39.4575,0.0557010238551333,,,,
2022-11-07_ex-ECLD_d1_p4_jvl_s1_eval.csv,leaky,1008.42,48.145,,,,,
2022-11-07_ex-ECLD_d6_p3_jvl_s1_eval.csv,leaky,1709.36,46.08,,,,,
2022-11-09_ECLD_d3_p3_jvl_s1_eval.csv,dead,0.0,43.4425,,,,,
2022-11-09_ECLD_d3_p4_jvl_s1_eval.csv,dead,0.0,27.74,,,,,
2022-11-09_ECLD_d4_p3_jvl_s1_eval.csv,leaky,119.82,45.2175,,,,,
2022-11-09_ECLD_d4_p4_jvl_s1_eval.csv,dead,0.0,28.0825,,,,,
2022-11-09_exECLD_d1_p3_jvl_s1_eval.csv,leaky,2051.61,50.595,,,,,
2022-11-09_exECLD_d2_p3_jvl_s1_eval.csv,leaky,1366.55,48.69,0.0200540301505417,,,,
2022-11-09_may_d3_p2_jvl_s1_eval.csv,leaky,1699.92,43.4725,0.1163008395852105,0.5,1.3433652453861832e-15,-9.416671654078884,0.0
2022-11-09_may_d3_p3_jvl_s1_eval.csv,leaky,721.34,31.07,0.0683687732154356,0.37,0.0,0.0,0.0
2022-11-09_may_d3_p4_jvl_s1_eval.csv,dead,0.0,24.83,,,,,
2022-11-09_may_d4_p3_jvl_s1_eval.csv,leaky,1475.43,37.365,0.0670408367954407,0.395,0.0,-14.511583311606456,0.0
2022-11-09_may_d5_p2_jvl_s1_eval.csv,leaky,381.17,36.2625,,,,,
2022-11-09_may_d6_p1_jvl_s1_eval.csv,leaky,1010.72,45.6275,,,,,
2022-11-09_may_d6_p2_jvl_s1_eval.csv,dead,0.0,51.43,,,,,
2022-11-09_may_d6_p3_jvl_s1_eval.csv,dead,0.0,2.0025,,,,,
2022-11-09_may_d6_p4_jvl_s1_eval.csv,leaky,931.2,51.095,0.0384185909045903,,,,
2022-11-09_may_d7_p2_jvl_s1_eval.csv,dead,0.0,35.195,,,,,
2022-11-09_may_d7_p2_jvl_s2_eval.csv,dead,0.0,43.29,,,,,
2022-11-09_may_d7_p3_jvl_s3_eval.csv,dead,0.0,43.55,,,,,
2022-11-09_may_d7_p4_jvl_s1_eval.csv,dead,0.0,30.2875,,,,,
2022-11-10_221109_d11_p1_jvl_s1_eval.csv,leaky,1245.02,19.65008,0.0575019360673634,0.4499999999999999,2.2173078276077445,-3.220693716111841,22.0
2022-11-10_221109_d11_p4_jvl_s1_eval.csv,leaky,1184.69,5.75243,0.2730603532523304,0.64,0.8006295910412876,-3.638171189187776,8.0
2022-11-10_221109_d11_p5_jvl_s1_eval.csv,leaky,1161.6,9.75199,0.1591566546242256,0.585,0.9786475640710636,-1.5469500987058569,10.0
2022-11-10_221109_d11_p8_jvl_s1_eval.csv,leaky,1155.7,1.81549,0.6813410590696832,0.83,0.870717013340966,-2.2667745823191625,9.0
2022-11-10_221109_d12_p1_jvl_s2_eval.csv,leaky,925.07,0.01664,1.0358156011147044,1.06,0.9297586312185252,-0.3037338034739182,9.0
2022-11-10_221109_d12_p4_jvl_s2_eval.csv,leaky,920.68,0.18062,0.7417808974609572,1.0,0.651135466715151,0.7312829810214473,7.0
2022-11-10_221109_d12_p5_jvl_s2_eval.csv,leaky,919.57,0.01562,0.941477968936773,1.05,0.5263616928635368,0.8434937756873452,5.0
2022-11-10_221109_d12_p8_jvl_s2_eval.csv,leaky,922.01,0.35346,1.02,1.05,0.7747919203204688,-0.3540328963381369,8.0
2022-11-10_221109_d13_p1_jvl_s1_eval.csv,leaky,892.66,5.52756,0.4922496334478498,0.67,0.4808408579727256,0.7930050604514163,5.0
2022-11-10_221109_d13_p4_jvl_s1_eval.csv,leaky,903.48,0.01047,0.5761882071437647,0.67,1.260077803291438,1.3070281659651233,13.0
2022-11-10_221109_d13_p5_jvl_s1_eval.csv,leaky,871.17,0.03281,0.6670697335476438,0.67,0.6335297162939855,-0.7586125368498631,6.0
2022-11-10_221109_d13_p8_jvl_s1_eval.csv,leaky,868.0,0.01792,0.5452677306908401,0.67,0.4870091879011826,0.8025635077137222,5.0
2022-11-10_221109_d14_p1_jvl_s1_eval.csv,leaky,1231.89,0.01162,0.7880820249253119,0.79,0.624218182320799,-0.5717244617954867,6.0
2022-11-10_221109_d14_p4_jvl_s1_eval.csv,leaky,1187.76,1.94429,0.8116270567945745,0.81,0.7509848062578676,0.1344051073316556,8.0
2022-11-10_221109_d14_p5_jvl_s1_eval.csv,reliable,1141.01,0.00771,0.8193179847323439,0.82,0.4574425822370408,-0.8405351905569259,5.0
2022-11-10_221109_d14_p8_jvl_s1_eval.csv,leaky,1130.73,4.37125,0.8,0.795,0.7539568880716359,-0.9107433532861892,8.0
2022-11-10_221109_d21_p1_jvl_s1_eval.csv,leaky,1141.22,0.09093,0.713595182621169,0.8,1.0221920462627163,0.3358751068075423,10.0
2022-11-10_221109_d21_p4_jvl_s1_eval.csv,leaky,1143.27,1.80117,0.6871641428489476,0.82,0.9189303060800564,-0.1158870648958839,9.0
2022-11-10_221109_d21_p5_jvl_s1_eval.csv,leaky,1015.58,1.93922,0.6394517009185703,0.8,0.6529126059667751,1.0567337534133332,7.0
2022-11-10_221109_d21_p8_jvl_s1_eval.csv,leaky,1010.57,7.79643,0.2515807628607628,0.6,0.9661941550871276,-0.883883568983994,10.0
2022-11-10_221109_d22_p1_jvl_s1_eval.csv,leaky,855.58,0.02305,0.7121116195295936,0.7,0.8303358289986686,2.591317749347908,8.0
2022-11-10_221109_d22_p4_jvl_s1_eval.csv,leaky,839.07,1.25752,0.4695595152580693,0.67,0.4895406837009737,0.1139648550386874,5.0
2022-11-10_221109_d22_p5_jvl_s1_eval.csv,leaky,807.95,4.24269,0.5694051504605195,0.64,0.93735689999401,-0.3923407346673016,9.0
2022-11-10_221109_d22_p8_jvl_s1_eval.csv,leaky,829.0,0.94859,0.3767304487966961,0.58,0.9338361484602647,0.2335353897205777,9.0
2022-11-10_221109_d23_p1_jvl_s1_eval.csv,reliable,842.6,0.00809,0.6977602158369929,0.67,0.498955308151817,-0.2927665383871176,5.0
2022-11-10_221109_d23_p4_jvl_s1_eval.csv,leaky,821.25,0.03192,0.6383153205256633,0.65,0.5600570037187671,-0.3536013762473545,6.0
2022-11-10_221109_d23_p5_jvl_s1_eval.csv,leaky,810.13,0.0177,0.54,0.64,0.4654909741693672,-1.2813260764501817,5.0
2022-11-10_221109_d23_p8_jvl_s1_eval.csv,leaky,808.5,0.41468,0.669292332533434,0.67,0.4477398416437975,-1.2318904805588882,4.0
2022-11-10_221109_d24_p1_jvl_s1_eval.csv,leaky,1112.63,0.28917,0.6954139278485821,0.79,0.4536205061814123,0.3722787260589377,5.0
2022-11-10_221109_d24_p4_jvl_s1_eval.csv,leaky,1162.0,2.75097,0.6228986772623447,0.76,0.7227745843296159,1.501135773042528,7.0
2022-11-10_221109_d24_p5_jvl_s1_eval.csv,leaky,1140.91,19.12526,0.309783065750202,0.66,0.5668216050582608,-0.2081565800579419,6.0
2022-11-10_221109_d24_p8_jvl_s1_eval.csv,leaky,1060.89,0.35633,0.7504120446510316,0.78,0.6935646514482418,-0.7966011185548512,7.0
2022-11-10_221109_d31_p1_jvl_s1_eval.csv,leaky,887.93,9.83164,0.6669686709576667,0.76,0.7517344672875759,1.1492761515431824,8.0
2022-11-10_221109_d31_p4_jvl_s1_eval.csv,leaky,910.5,20.10345,0.4580722024353033,0.73,3.5999333510154106,-0.7656111199690226,36.0
2022-11-10_221109_d31_p5_jvl_s1_eval.csv,leaky,881.75,2.55525,0.8,0.8,0.2273518908081406,-0.0449339877828135,2.0
2022-11-10_221109_d31_p8_jvl_s1_eval.csv,leaky,861.5,30.67199,0.5514827799833113,0.72,0.187370655652948,0.3352774194728801,2.0
2022-11-10_221109_d32_p1_jvl_s1_eval.csv,leaky,787.65,8.18932,0.4648412623499468,0.71,0.6015056849842367,0.6578475566572238,6.0
2022-11-10_221109_d32_p4_jvl_s1_eval.csv,leaky,791.91,11.63576,0.6239249159907777,0.76,0.3692056724800588,1.0870134874759152,4.0
2022-11-10_221109_d32_p5_jvl_s1_eval.csv,leaky,790.44,4.35465,0.669428384926493,0.77,0.740141934022862,-0.4871669638657024,7.0
2022-11-10_221109_d32_p8_jvl_s1_eval.csv,reliable,792.62,0.00315,0.83,0.8,0.7347692776966023,-0.8931417409653443,7.0
2022-11-10_221109_d33_p1_jvl_s1_eval.csv,leaky,874.29,0.06641,0.6516304158000185,0.71,0.6340422025942477,0.78020395361003,6.0
2022-11-10_221109_d33_p4_jvl_s1_eval.csv,leaky,848.18,4.28694,0.5802014977718936,0.67,0.8461031616548439,-0.399451713003732,8.0
2022-11-10_221109_d33_p5_jvl_s1_eval.csv,leaky,794.59,11.89021,0.5549996922903382,0.67,0.6996167728948042,-0.9467836057196566,7.0
2022-11-10_221109_d33_p8_jvl_s1_eval.csv,leaky,790.74,4.40857,0.2834662998180863,0.485,0.788942137212536,0.2039750815781667,8.0
2022-11-10_221109_d34_p1_jvl_s1_eval.csv,leaky,711.12,243.77975,0.6258102077289139,0.7,0.4542484682274553,0.4992264927245359,5.0
2022-11-10_221109_d34_p4_jvl_s1_eval.csv,leaky,738.8,1.48434,0.6106250946784516,0.72,0.6944498924353905,-0.6263851511126948,7.0
2022-11-10_221109_d34_p5_jvl_s1_eval.csv,leaky,708.49,3.04057,0.4233854683916506,0.7,0.3884460701102917,1.0471134676999752,4.0
2022-11-10_221109_d34_p8_jvl_s1_eval.csv,leaky,680.09,5.79197,0.7353905246036251,0.725,0.4178278644040235,-0.1051824988301357,4.0
2022-11-10_221109_d41_p1_jvl_s1_eval.csv,leaky,811.26,1.00684,0.5961584697526628,0.72,0.6733771088319126,-0.3979738903394256,7.0
2022-11-10_221109_d41_p4_jvl_s1_eval.csv,leaky,802.75,4.23868,0.5901103388470161,0.7,0.5671342677857764,1.5122919645024675,6.0
2022-11-10_221109_d41_p5_jvl_s1_eval.csv,leaky,810.03,0.0169,0.3667081453386026,0.7,0.5543954916778122,0.8125318781878187,6.0
2022-11-10_221109_d41_p8_jvl_s1_eval.csv,leaky,797.93,0.04959,0.6566810042671238,0.74,0.6048916759073489,0.4576663360833506,6.0
2022-11-10_221109_d42_p1_jvl_s1_eval.csv,leaky,760.11,0.02612,0.7365145758339732,0.75,0.5718486474832695,0.5697402401900111,6.0
2022-11-10_221109_d42_p4_jvl_s1_eval.csv,leaky,760.21,4.97451,0.7530337469848091,0.745,0.633305444999365,0.332487142764143,6.0
2022-11-10_221109_d42_p5_jvl_s1_eval.csv,leaky,743.19,2.63566,0.7740409558724177,0.75,0.5763135730878747,-0.3959777832786682,6.0
2022-11-10_221109_d42_p8_jvl_s1_eval.csv,leaky,738.55,0.01939,0.7244232913843431,0.74,0.4964016472905041,-1.573871798648091,5.0
2022-11-10_221109_d43_p1_jvl_s1_eval.csv,leaky,708.74,0.10162,0.6317602524928652,0.68,0.2161025375873373,1.346951710474657,2.0
2022-11-10_221109_d43_p4_jvl_s1_eval.csv,leaky,708.51,6.42253,0.6889963772369418,0.7,0.4014381804893824,0.47826483829708,4.0
2022-11-10_221109_d43_p5_jvl_s1_eval.csv,leaky,278.52,0.39154,0.69,,,,
2022-11-10_221109_d43_p8_jvl_s1_eval.csv,leaky,710.55,2.55129,0.3721561252244807,0.595,0.4080240162801221,-0.6035254307777804,4.0
2022-11-10_221109_d44_p1_jvl_s1_eval.csv,leaky,810.36,0.05588,0.2133585336662954,0.515,0.6443304315085818,-0.4901839794627696,6.0
2022-11-10_221109_d44_p4_jvl_s1_eval.csv,leaky,812.42,36.74939,0.1472646957856757,0.44,1.2268898494482636,-0.5334878994310872,12.0
2022-11-10_221109_d44_p5_jvl_s1_eval.csv,leaky,835.2,8.93614,0.4709109477478478,0.66,0.8971896258793006,0.225172137938916,9.0
2022-11-10_221109_d44_p8_jvl_s1_eval.csv,leaky,801.03,8.28404,0.6765905303794303,0.72,0.8685113522624316,-0.5196322243055174,9.0
2022-11-12_exECLD_d4_p4_jvl_s1_eval.csv,dead,0.0,29.6125,,,,,
2022-11-12_exECLD_d5_p1_jvl_s1_eval.csv,leaky,1554.69,47.7125,0.0227804636870513,,,,
2022-11-12_exECLD_d5_p2_jvl_s1_eval.csv,leaky,243.17,40.9175,,,,,
2022-11-12_exECLD_d5_p3_jvl_s1_eval.csv,leaky,395.88,39.3875,0.0707122514462074,,,,
2022-11-12_exECLD_d5_p4_jvl_s1_eval.csv,leaky,135.88,36.6975,0.0702770292189789,,,,
2022-11-13_ex_d1_p4_jvl_s1_eval.csv,leaky,955.57,37.0225,0.0594332272806392,0.43,0.0,0.0,0.0
2022-11-14_blue-iris-open_d12_p1_jvl_s1_eval.csv,reliable,2600.43,0.00117,1.5387410769695833,2.46,0.7078373104291538,-1.1043554222502514,7.0
2022-11-14_blue-iris-open_d12_p4_jvl_s1_eval.csv,reliable,4816.69,2e-05,4.855945266042083,5.1,0.3003705410248472,-0.8074129627589616,3.0
2022-11-14_blue-iris-open_d12_p5_jvl_s1_eval.csv,reliable,3806.11,2e-05,5.417117868105386,5.335,0.5857300644901164,-0.2669133332100067,6.0
2022-11-14_blue-iris-open_d12_p8_jvl_s1_eval.csv,reliable,3731.07,8e-05,4.495409062781256,4.9350000000000005,1.228354118784293,-2.495638189162505,12.0
2022-11-15_221109_d11_p1_jvl_s1_eval.csv,leaky,9892.29,57.09594,0.0716896513765302,0.71,0.4592354788572362,0.2582992214587142,5.0
2022-11-15_221109_d11_p4_jvl_s1_eval.csv,leaky,7483.55,28.23146,0.1141499635675186,0.74,0.6172242821232841,-1.4236494332985614,6.0
2022-11-15_221109_d11_p5_jvl_s1_eval.csv,leaky,7394.05,31.11025,0.3180241078076316,1.035,0.6091762816546124,0.0740857806537249,6.0
2022-11-15_221109_d11_p8_jvl_s1_eval.csv,leaky,8033.57,0.05333,0.7901526261134665,1.3050000000000002,0.5316411246774483,-0.6347350962313524,5.0
2022-11-15_221109_d12_p1_jvl_s1_eval.csv,leaky,5974.09,0.8173,1.0832008318621391,1.0750000000000002,0.614976332468805,0.8442165922605378,6.0
2022-11-15_221109_d12_p4_jvl_s1_eval.csv,leaky,5171.97,0.39793,0.4875438265588733,0.98,0.8685599080269651,-2.1760747351899123,9.0
2022-11-15_221109_d12_p5_jvl_s1_eval.csv,leaky,4722.33,0.91215,0.5004973832430527,0.855,0.4974400241139967,-1.200792899741905,5.0
2022-11-15_221109_d12_p8_jvl_s1_eval.csv,leaky,4926.04,3.64214,0.5165472005742159,1.03,0.8475748078552732,-0.7459180000312777,8.0
2022-11-15_221109_d13_p1_jvl_s1_eval.csv,leaky,6171.97,0.05482,0.8524620593104305,0.98,0.5930643759908245,-0.4063937044588644,6.0
2022-11-15_221109_d13_p4_jvl_s1_eval.csv,leaky,5426.07,6.12825,0.2709684579232996,0.855,0.6963006337872385,0.5225059765078945,7.0
2022-11-15_221109_d13_p5_jvl_s1_eval.csv,leaky,5147.61,0.05326,0.853322575484815,0.95,0.984281999846638,0.1006307990195529,10.0
2022-11-15_221109_d13_p8_jvl_s1_eval.csv,leaky,5071.03,5.59874,0.7635995348476087,1.005,0.8163072116051441,0.6869986843117396,8.0
2022-11-15_221109_d14_p1_jvl_s1_eval.csv,leaky,8138.57,3.28584,1.29,1.355,0.6557632739657498,-0.5522371226560098,7.0
2022-11-15_221109_d14_p4_jvl_s1_eval.csv,reliable,7101.54,0.0049,1.2671662601186655,1.32,0.6112109468583217,-0.6270824686959074,6.0
2022-11-15_221109_d14_p5_jvl_s1_eval.csv,leaky,8360.33,1.9832,1.124687817459752,1.34,0.8303031609957996,1.0963832039659285,8.0
2022-11-15_221109_d14_p8_jvl_s1_eval.csv,leaky,7940.72,3.70464,0.4379060990143231,1.32,0.3522233674319243,-0.7201336646001089,4.0
2022-11-15_221109_d21_p1_jvl_s1_eval.csv,leaky,8151.0,9.5906,0.1647696613400798,0.825,0.5879693622233135,1.2052540409114545,6.0
2022-11-15_221109_d21_p4_jvl_s1_eval.csv,leaky,6791.64,4.48911,0.2558667709245132,1.1,0.714309750001642,0.5168192467773499,7.0
2022-11-15_221109_d21_p5_jvl_s1_eval.csv,leaky,6911.67,2.98682,1.139654653403411,1.36,0.869267701609084,-0.082848861584558,9.0
2022-11-15_221109_d21_p8_jvl_s1_eval.csv,leaky,7718.15,28.87823,0.0986206259501376,0.7849999999999999,5.369415926968951,1.7358807551537556,54.0
2022-11-15_221109_d22_p1_jvl_s1_eval.csv,leaky,5794.6,2.41246,0.9353641444262172,1.02,0.8862476757234469,-0.5263479688141158,9.0
2022-11-15_221109_d22_p4_jvl_s1_eval.csv,leaky,4951.13,15.14699,0.3939206678043444,0.92,0.5976890607601523,-0.3032224921121222,6.0
2022-11-15_221109_d22_p5_jvl_s1_eval.csv,leaky,4338.5,8.25648,0.1764340358044356,0.825,0.2339368139517916,-0.5759316328733943,2.0
2022-11-15_221109_d22_p8_jvl_s1_eval.csv,leaky,4693.7,30.90781,0.1182944274605752,0.67,0.8636066820463892,-1.8345886658848876,9.0
2022-11-15_221109_d23_p1_jvl_s1_eval.csv,leaky,6059.7,2.72079,1.0147868245134402,1.0,0.7737176322760124,-1.3129552448689377,8.0
2022-11-15_221109_d23_p4_jvl_s1_eval.csv,leaky,5128.54,17.96661,0.645540826533578,0.96,3.080253741737992,-1.1890914522540357,31.0
2022-11-15_221109_d23_p5_jvl_s1_eval.csv,leaky,4646.45,0.89697,0.90316816063111,0.96,0.8469502038169179,0.3430071900020413,8.0
2022-11-15_221109_d23_p8_jvl_s1_eval.csv,leaky,4735.51,4.29683,1.0232667508045252,1.0,0.4813904350027563,-0.4554373856660839,5.0
2022-11-15_221109_d24_p1_jvl_s1_eval.csv,leaky,8110.83,2.72553,0.5592734991108661,1.23,0.6148540598618012,-0.0321768684170139,6.0
2022-11-15_221109_d24_p4_jvl_s1_eval.csv,leaky,7089.34,6.29528,0.6378288970243249,1.25,1.00795760687177,-0.2594260668210387,10.0
2022-11-15_221109_d24_p5_jvl_s1_eval.csv,leaky,7506.36,42.51795,0.2887777259706236,1.035,0.7467691721996145,1.2971301667618558,7.0
2022-11-15_221109_d24_p8_jvl_s1_eval.csv,leaky,7423.19,1.83255,0.4406727532086419,1.19,0.1707344702423467,0.3921556494721844,2.0
2022-11-15_221109_d31_p1_jvl_s1_eval.csv,leaky,9767.96,0.04248,0.5309871554980385,0.88,0.9235009795836482,-1.1539757095126129,9.0
2022-11-15_221109_d31_p4_jvl_s1_eval.csv,leaky,5037.36,0.64946,0.408210324276273,0.845,1.047158515607298,-1.3209757954097143,10.0
2022-11-15_221109_d31_p5_jvl_s1_eval.csv,leaky,4764.02,3.58066,0.4823514785268429,0.93,0.6178417299241754,0.9084842879338072,6.0
2022-11-15_221109_d31_p8_jvl_s1_eval.csv,leaky,4761.68,9.30072,0.26845902480903,0.83,0.498018578480992,-0.6279228087649402,5.0
2022-11-15_221109_d32_p1_jvl_s2_eval.csv,leaky,5250.49,24.21517,0.2172909534602071,0.81,0.5350542801897715,-0.039412260125662,5.0
2022-11-15_221109_d32_p4_jvl_s2_eval.csv,leaky,4828.89,0.01662,1.2303371553799582,1.16,0.7132176091703547,1.841767062905797,7.0
2022-11-15_221109_d32_p5_jvl_s1_eval.csv,leaky,3810.41,27.00574,0.4691918045513306,0.99,0.8364466530797174,-0.686683212683748,8.0
2022-11-15_221109_d32_p8_jvl_s1_eval.csv,leaky,4051.4,6.21305,0.2976443794872843,0.9,0.597231757624253,-0.4198924807330718,6.0
2022-11-15_221109_d33_p1_jvl_s1_eval.csv,leaky,4852.97,4.3428,0.5965439562207716,0.79,0.6368547818613939,0.8445229602232573,6.0
2022-11-15_221109_d33_p4_jvl_s1_eval.csv,leaky,4599.06,0.9311,0.6442727244031498,0.79,0.7223440930202597,-0.3078167453584653,7.0
2022-11-15_221109_d33_p5_jvl_s1_eval.csv,leaky,4436.24,15.14466,0.2644091266573867,0.71,0.799642575277073,1.0244776806984306,8.0
2022-11-15_221109_d33_p8_jvl_s1_eval.csv,leaky,4689.64,6.61652,0.2520954535044922,0.68,0.7937333126705932,0.4483079606024313,8.0
2022-11-15_221109_d34_p1_jvl_s1_eval.csv,leaky,6232.14,1.65305,0.4129051534581189,0.83,0.7670988429578486,0.5751881445051702,8.0
2022-11-15_221109_d34_p4_jvl_s1_eval.csv,leaky,5917.97,50.50739,0.5497734561168122,0.89,4.251310439739656,-0.2438665051121896,43.0
2022-11-15_221109_d34_p5_jvl_s1_eval.csv,leaky,5233.5,1.88694,0.4081597335624556,0.82,0.4685718496161352,-0.6088252573946289,5.0
2022-11-15_221109_d34_p8_jvl_s1_eval.csv,leaky,5938.15,5.85302,0.1900047602229818,0.6699999999999999,0.5797093280533244,-1.2294231049960775,6.0
2022-11-15_221109_d41_p1_jvl_s1_eval.csv,leaky,5953.37,1.78173,0.4269135324249343,0.91,0.8667033354496922,0.8513099929684562,9.0
2022-11-15_221109_d41_p4_jvl_s1_eval.csv,leaky,5406.99,7.43799,0.1431195166603992,0.8200000000000001,0.5237329922916159,-0.0360433462954023,5.0
2022-11-15_221109_d41_p5_jvl_s1_eval.csv,leaky,5166.35,2.174,0.7042888311398101,0.97,0.4697427057652278,1.374796587216648,5.0
2022-11-15_221109_d41_p8_jvl_s1_eval.csv,leaky,5065.61,14.41352,0.5258955121694762,0.98,0.3318419056772947,-0.6985553543135575,3.0
2022-11-15_221109_d42_p1_jvl_s1_eval.csv,leaky,4962.25,2.8994,0.95,0.88,0.4438675529188179,1.5147750855687565,4.0
2022-11-15_221109_d42_p4_jvl_s1_eval.csv,leaky,4904.38,8.51056,0.6688641844473073,0.84,0.8528017549561848,-0.9935624018412484,9.0
2022-11-15_221109_d42_p5_jvl_s1_eval.csv,reliable,4225.38,0.00612,0.8442042502638565,0.855,0.4876757083119218,-1.6792857387806643,5.0
2022-11-15_221109_d42_p8_jvl_s1_eval.csv,leaky,4349.86,8.36608,0.3937142723544474,0.82,0.5014406962764221,-0.799737672708894,5.0
2022-11-15_221109_d43_p1_jvl_s1_eval.csv,leaky,5619.29,39.68832,0.1702093967498512,0.66,0.3574130890809539,0.4736709680642836,4.0
2022-11-15_221109_d43_p4_jvl_s1_eval.csv,leaky,4716.03,3.77036,0.1907845077724589,0.61,0.7598111352340541,-0.6958063835332449,8.0
2022-11-15_221109_d43_p5_jvl_s1_eval.csv,leaky,5316.09,50.85132,0.0344074871973725,,,,
2022-11-15_221109_d43_p8_jvl_s1_eval.csv,leaky,5378.57,23.68776,0.2917181730111884,0.77,4.302318595286077,-0.279302412181277,43.0
2022-11-15_221109_d44_p1_jvl_s1_eval.csv,leaky,6294.29,18.92197,0.295560824448648,0.845,0.4342554812854192,-0.1968922578436727,4.0
2022-11-15_221109_d44_p4_jvl_s1_eval.csv,leaky,5222.2,16.74459,0.2962068632426783,0.785,0.7191458895308173,-0.0829019458837814,7.0
2022-11-15_221109_d44_p5_jvl_s1_eval.csv,leaky,6267.89,13.37602,0.1938169587232479,0.76,0.6817649927674827,-2.098455866376128,7.0
2022-11-15_221109_d44_p8_jvl_s1_eval.csv,leaky,5822.77,9.54395,0.408257222136199,0.935,0.6944176676910992,0.4335082581998178,7.0
2022-11-16_ex_d1_p3_jvl_s1_eval.csv,leaky,1629.39,48.46,0.0986924302785169,0.5,0.0,0.0,0.0
2022-11-16_ex_d2_p1_jvl_s1_eval.csv,leaky,555.6,50.4525,0.0371045402625125,,,,
2022-11-16_ex_d2_p4_jvl_s1_eval.csv,dead,0.0,43.9075,,,,,
2022-11-17_221109_d32_p1_jvl_s2_eval.csv,leaky,5483.39,24.21517,0.1534384435535447,0.6,0.5587881714867593,-0.0411605057377881,6.0
2022-11-17_221109_d32_p4_jvl_s2_eval.csv,leaky,5043.09,0.01662,0.9087915221869104,0.865,0.7448542922568518,1.923463588817543,7.0
2022-11-17_221109_d32_p5_jvl_s1_eval.csv,leaky,3979.43,27.00574,0.3386869563030176,0.74,0.8735503707745548,-0.7171436132070717,9.0
2022-11-17_221109_d32_p8_jvl_s1_eval.csv,leaky,4231.11,6.21305,0.2152034501289274,0.67,0.6237231727240021,-0.4385176557381853,6.0
2022-11-23_3T-IrMDQ-40nm-2nd-2nd_d11_p1_jvl_s1_eval.csv,reliable,4807.02,0.0026,6.889440916371667,6.365,1.208478308952801,1.230755788595377,12.0
2022-11-23_3T-IrMDQ-40nm-2nd-2nd_d11_p2_jvl_s1_eval.csv,reliable,4797.59,0.00287,6.872066041825338,6.225,5.97719280134679,-0.4860308759262777,60.0
2022-11-23_3T-IrMDQ-40nm-2nd-2nd_d11_p3_jvl_s1_eval.csv,reliable,4775.44,0.002,6.227295589108,6.109999999999999,2.0165324776907823,-1.959802020797172,20.0
2022-11-23_3T-IrMDQ-40nm-2nd-2nd_d11_p4_jvl_s1_eval.csv,reliable,4707.04,0.00222,6.470814422861116,6.23,3.018377326041865,-1.073971404325981,30.0
2022-11-23_3T-IrMDQ-40nm-2nd-2nd_d11_p5_jvl_s1_eval.csv,reliable,4755.81,0.00517,6.574335860461807,6.25,1.6876473889254568,-5.401212836011597,17.0
2022-11-23_3T-IrMDQ-40nm-2nd-2nd_d11_p6_jvl_s1_eval.csv,reliable,4752.82,0.00698,6.143192857222467,6.265000000000001,1.3696147358523272,2.7985983789310307,14.0
2022-11-23_3T-IrMDQ-40nm-2nd-2nd_d11_p7_jvl_s1_eval.csv,reliable,4779.13,0.00252,6.327269301490318,6.46,0.9227652196309742,-0.0470352579383999,9.0
2022-11-23_3T-IrMDQ-40nm-2nd-2nd_d11_p8_jvl_s1_eval.csv,reliable,4783.63,0.0023,6.28961318283347,6.35,2.563826657315452,-5.8950801180561365,26.0
2022-11-23_3T-IrMDQ-40nm-2nd-2nd_d12_p1_jvl_s1_eval.csv,reliable,4742.77,0.00308,6.261366404859442,6.625,4.598353635844633,-6.287051546804338,46.0
2022-11-23_3T-IrMDQ-40nm-2nd-2nd_d12_p2_jvl_s1_eval.csv,reliable,4722.87,0.0037,6.701105604673658,6.605,3.2832390040261,3.56683743876354,33.0
2022-11-23_3T-IrMDQ-40nm-2nd-2nd_d12_p3_jvl_s1_eval.csv,reliable,4712.01,0.00295,6.353818140104339,6.57,1.0769714402932469,-8.787752641038809,11.0
2022-11-23_3T-IrMDQ-40nm-2nd-2nd_d12_p4_jvl_s1_eval.csv,reliable,4716.62,0.00287,6.777498473965012,6.775,5.043351702102472,3.104325500647969,50.0
2022-11-23_3T-IrMDQ-40nm-2nd-2nd_d12_p5_jvl_s1_eval.csv,reliable,4744.23,0.00245,6.927008005628965,6.805,2.351789810210555,2.3752813164446542,24.0
2022-11-23_3T-IrMDQ-40nm-2nd-2nd_d12_p6_jvl_s1_eval.csv,reliable,4741.58,0.00195,7.339187305196761,6.945,1.611371428662831,-0.7995989130391282,16.0
2022-11-23_3T-IrMDQ-40nm-2nd-2nd_d12_p7_jvl_s1_eval.csv,reliable,4726.05,0.00235,6.581381717645069,6.779999999999999,1.2886134704034091,-0.8779908316224654,13.0
