file,noiseL,offL,pdnoise,LperPD,Eplateau,n_1_10,n_10_100,gain
2022-05-26_220524_d23_p5_jvl_s1_eval.csv,0.47023570950814647,0.3790827854638675,1.327288466971748e-05,35428.297706903504,4.9350000000000005,1,1,50.0
2022-05-26_220524_d24_p4_jvl_s1_eval.csv,0.6551993452286371,-0.8254788560657653,1.8493683553066076e-05,35428.27708436761,4.93,1,1,50.0
2022-05-26_220524_d41_p1_jvl_s1_eval.csv,1.4730075672762626,3.0567722345478296,4.423688920871251e-05,33298.172489627774,4.96,6,2,50.0
2022-05-26_220524_d41_p4_jvl_s1_eval.csv,0.7888483830514581,-0.15650151816616245,2.3690424500581484e-05,33298.19535450265,4.94,1,1,50.0
2022-05-26_220524_d41_p5_jvl_s1_eval.csv,1.094671894166209,0.11654361214750829,3.287483165299889e-05,33298.17489928808,5.02,1,1,50.0
2022-05-26_220524_d41_p8_jvl_s1_eval.csv,0.4752532585611259,0.5843825431699985,1.4272662291558953e-05,33298.15060797712,4.9,1,1,50.0
2022-05-26_220524_d44_p1_jvl_s1_eval.csv,0.5854217992292957,1.2049223531434148,1.6762119169521927e-05,34925.28559835985,5.04,0,2,50.0
2022-05-26_220524_d44_p4_jvl_s1_eval.csv,0.8526649412434554,-0.12049221527842127,2.4413975960957732e-05,34925.27979084675,5.305,1,1,50.0
2022-05-26_redTE_d12_p1_jvl_s1_eval.csv,1.1959409305047803,-0.14201697741370858,3.07370602855901e-05,38908.760935262624,9.705,1,1,50.0
2022-05-26_redTE_d12_p4_jvl_s1_eval.csv,1.265475508695322,-1.1166814404432135,3.2524179039942305e-05,38908.76099105273,9.935,0,1,50.0
2022-05-26_redTE_d12_p5_jvl_s1_eval.csv,1.2148736286868391,0.6614489118420114,3.122365358522088e-05,38908.759520118314,10.594999999999999,1,1,50.0
2022-05-26_redTE_d12_p8_jvl_s1_eval.csv,1.8202851461197715,4.404471817376056,4.678342536506801e-05,38908.761637597665,10.355,6,1,50.0
2022-05-26_redTE_d13_p4_jvl_s1_eval.csv,0.28680899678968286,-0.6653065895140376,1.0389340691304719e-05,27606.082552449698,18.78,1,2,50.0
2022-05-26_redTE_d13_p5_jvl_s1_eval.csv,1.01255649381622,-0.4223730659225111,3.667874588913858e-05,27606.08274003341,18.35,1,2,50.0
2022-05-26_redTE_d14_p1_jvl_s1_eval.csv,0.9662910436429853,-0.09571891382290713,2.6247233834265608e-05,36814.96685496428,14.16,0,2,50.0
2022-05-26_redTE_d14_p5_jvl_s1_eval.csv,0.23271233634632793,0.02577047665183487,6.321133972150689e-06,36814.96664547839,14.77,1,2,50.0
2022-05-26_redTE_d21_p1_jvl_s1_eval.csv,0.509722600344202,0.519966729957926,1.411629825921831e-05,36108.80069152264,13.425,1,1,50.0
2022-05-26_redTE_d21_p4_jvl_s1_eval.csv,0.9730736395073722,2.1448628480628065,2.6948377719788532e-05,36108.802155939506,13.735,1,1,50.0
2022-05-26_redTE_d21_p5_jvl_s1_eval.csv,1.0104487560768771,1.3071386213299478,2.7983447488351637e-05,36108.80169419746,13.895,0,1,50.0
2022-05-26_redTE_d21_p8_jvl_s1_eval.csv,0.4645794747869246,0.09027200455879172,1.2866100544060602e-05,36108.80182351669,13.835,1,1,50.0
2022-05-26_redTE_d22_p1_jvl_s1_eval.csv,1.484290425000747,1.9964193808749884,4.170901847589107e-05,35586.79823306575,13.2,4,1,50.0
2022-05-26_redTE_d22_p4_jvl_s1_eval.csv,0.30367760818358047,-0.3380745750082803,8.533434605880538e-06,35586.79736929266,13.690000000000001,1,1,50.0
2022-05-26_redTE_d22_p5_jvl_s1_eval.csv,0.723053136699495,1.4412654099731943,2.0318014873384206e-05,35586.80024625171,13.885,1,1,50.0
2022-05-26_redTE_d22_p8_jvl_s1_eval.csv,0.4942509807339066,-0.3878961138737315,1.3888604441531672e-05,35586.799437957015,13.575,1,1,50.0
2022-05-26_redTE_d23_p1_jvl_s1_eval.csv,0.5522828967509434,-0.5246183639926323,2.31601189787771e-05,23846.28927239238,18.23,0,2,50.0
2022-05-26_redTE_d23_p4_jvl_s1_eval.csv,0.49255147142642525,-0.4041946287724826,2.0655265672462313e-05,23846.290783037322,17.91,1,2,50.0
2022-05-26_redTE_d23_p5_jvl_s1_eval.csv,0.428134647460989,-0.5246184138994671,1.7953929931911842e-05,23846.291540884868,18.17,1,2,50.0
2022-05-26_redTE_d23_p8_jvl_s1_eval.csv,0.5096561079657277,0.586618649736934,2.137255653494701e-05,23846.286574672115,18.29,1,2,50.0
2022-05-26_redTE_d24_p1_jvl_s1_eval.csv,0.6063941893779836,0.5507138784090923,1.8828907432510277e-05,32205.489965443994,15.6,0,2,50.0
2022-05-26_redTE_d24_p4_jvl_s1_eval.csv,0.6230726792668925,0.22865899464781556,1.93467833163903e-05,32205.492203917685,15.24,1,2,50.0
2022-05-26_redTE_d24_p8_jvl_s1_eval.csv,0.38836559609860993,-0.35426040088013333,1.2058986966850353e-05,32205.49098910303,15.29,0,2,50.0
2022-05-27_2nd-meas_d12_p1_jvl_s1_eval.csv,1.0167564731022851,0.9341059799237901,2.5143907686555007e-05,40437.488308389184,10.0,1,1,50.0
2022-05-27_2nd-meas_d12_p4_jvl_s1_eval.csv,0.9021171716047797,-1.629630854223219,2.2308930836365253e-05,40437.49017923621,10.095,0,1,50.0
2022-05-27_2nd-meas_d12_p5_jvl_s1_eval.csv,0.9366290991046142,0.5822998447961965,2.3162395023180923e-05,40437.48922195809,11.09,0,1,50.0
2022-05-27_2nd-meas_d12_p8_jvl_s1_eval.csv,0.8926539949369459,-0.11322496846610222,2.207491174150107e-05,40437.488737893655,10.9,0,1,50.0
2022-05-27_2nd-meas_d21_p8_jvl_s1_eval.csv,0.4450523408077274,-0.41956886596809123,1.0872557196906346e-05,40933.54789932598,10.89,1,1,50.0
2022-05-27_2nd-meas_d22_p4_jvl_s1_eval.csv,0.49203303201574217,1.127522528595089,1.4051571679590388e-05,35016.22759612078,16.55,1,1,50.0
2022-05-27_2nd-meas_d22_p5_jvl_s1_eval.csv,0.6609455454801679,0.2731265750978769,1.887540695334331e-05,35016.22757665089,16.665,0,1,50.0
2022-05-27_2nd-meas_d22_p8_jvl_s1_eval.csv,0.4858737496329798,-0.2556184618996911,1.3875673712928475e-05,35016.22765749193,16.36,1,1,50.0
2022-05-29_ITO-based-STANDARD-RED-TFE_d12_p1_jvl_s1_eval.csv,0.5301623472032392,-0.7383915847605174,1.759090674183682e-05,30138.432031041528,17.66,0,2,50.0
2022-05-29_ITO-based-STANDARD-RED-TFE_d12_p4_jvl_s1_eval.csv,0.3272856334498188,0.8137381825782671,1.0859404526338756e-05,30138.451206602487,17.84,0,2,50.0
2022-05-29_ITO-based-STANDARD-RED-TFE_d12_p5_jvl_s1_eval.csv,0.5100744191614512,0.3254951094660943,1.6924382476835667e-05,30138.4360616754,17.07,0,2,50.0
2022-05-29_ITO-based-STANDARD-RED-TFE_d12_p8_jvl_s1_eval.csv,0.16740405200878375,-1.089504647117685,5.554502678008174e-06,30138.441137418675,17.36,0,2,50.0
2022-05-29_ITO-based-STANDARD-RED-TFE_d14_p1_jvl_s1_eval.csv,0.40472468092093794,-0.26660832969685566,1.343473938050985e-05,30125.234993994993,17.23,0,2,50.0
2022-05-29_ITO-based-STANDARD-RED-TFE_d14_p4_jvl_s1_eval.csv,0.35781908360835046,-1.2004898256557057,1.1877727055291345e-05,30125.21519838659,19.1,0,2,50.0
2022-05-29_ITO-based-STANDARD-RED-TFE_d14_p5_jvl_s1_eval.csv,0.34423921110114364,0.7154741288026375,1.1426941848106168e-05,30125.226475900527,19.47,0,2,50.0
2022-05-29_ITO-based-STANDARD-RED-TFE_d14_p8_jvl_s1_eval.csv,0.822096558963192,0.37355264457997844,2.728931913360079e-05,30125.213272578905,19.13,0,2,50.0
2022-05-29_ITO-based-STANDARD-RED-TFE_d21_p1_jvl_s1_eval.csv,0.154453711143471,-1.108509455399086,5.127512934053788e-06,30122.539548888206,16.86,0,2,50.0
2022-05-29_ITO-based-STANDARD-RED-TFE_d21_p8_jvl_s1_eval.csv,0.6966663283484014,0.9759706993310109,2.3127732271020436e-05,30122.55244848799,17.26,1,2,50.0
2022-05-29_ITO-based-STANDARD-RED-TFE_d22_p8_jvl_s1_eval.csv,0.393210945768987,-1.086850598368013,1.2970147347745216e-05,30316.613622538716,19.34,0,2,50.0
2022-05-29_ITO-based-STANDARD-RED-TFE_d23_p4_jvl_s1_eval.csv,0.7465507141802341,-0.23947101767761286,2.4628243948767442e-05,30312.787047799095,20.14,0,2,50.0
2022-05-29_ITO-based-STANDARD-RED-TFE_d23_p5_jvl_s1_eval.csv,0.6462860287377131,0.2364397425687141,2.1320573983830733e-05,30312.787508809502,20.27,0,2,50.0
2022-05-29_ITO-based-STANDARD-RED-TFE_d24_p1_jvl_s1_eval.csv,1.7762245955243905,-4.499877887266885,5.913014776744601e-05,30039.238232756245,16.75,1,1,50.0
2022-05-29_ITO-based-STANDARD-RED-TFE_d24_p4_jvl_s1_eval.csv,0.811505440770312,-1.4118445713349272,2.701484036599143e-05,30039.246198615474,17.305,0,2,50.0
2022-05-29_ITO-based-STANDARD-RED-TFE_d24_p5_jvl_s1_eval.csv,0.8763487645687015,-2.2574492214711515,2.9173462255961323e-05,30039.24446402065,17.61,0,2,50.0
2022-05-29_ITO-based-STANDARD-RED_d32_p1_jvl_s1_eval.csv,0.5055520692964063,-0.1543661744672454,1.653884316792844e-05,30567.559300444635,18.195,0,3,50.0
2022-05-29_ITO-based-STANDARD-RED_d32_p4_jvl_s1_eval.csv,0.48672221277237726,0.6617874102577684,1.592284129795936e-05,30567.54781791078,17.744999999999997,1,2,50.0
2022-05-29_ITO-based-STANDARD-RED_d32_p5_jvl_s1_eval.csv,0.5471738132801973,0.8910434976664388,1.790049161336079e-05,30567.529937099098,18.215,1,2,50.0
2022-05-29_ITO-based-STANDARD-RED_d32_p8_jvl_s1_eval.csv,0.6116866202306902,0.5991242916937501,2.0010969214130753e-05,30567.565902742354,17.325,0,3,50.0
2022-05-29_ITO-based-STANDARD-RED_d34_p4_jvl_s1_eval.csv,0.587239900108632,0.5746698765754508,1.92112212107446e-05,30567.546626353767,4.96,1,2,50.0
2022-05-29_ITO-based-STANDARD-RED_d34_p5_jvl_s1_eval.csv,0.25503104711183977,-0.4065484824116401,8.343194165838938e-06,30567.555068544363,15.93,0,3,50.0
2022-05-29_ITO-based-STANDARD-RED_d34_p8_jvl_s1_eval.csv,0.5060679930934844,-0.11004309470277542,1.6555739186155356e-05,30567.5263063265,16.88,1,2,50.0
2022-05-29_ITO-based-STANDARD-RED_d41_p1_jvl_s1_eval.csv,0.7540460270298173,-0.22010026107549044,2.4837924631498503e-05,30358.656700067648,16.09,0,3,50.0
2022-05-29_ITO-based-STANDARD-RED_d41_p1_jvl_s2_eval.csv,0.8116327177241525,0.642085958791326,2.6734787990348623e-05,30358.67417453078,17.445,0,3,50.0
2022-05-29_ITO-based-STANDARD-RED_d41_p4_jvl_s1_eval.csv,0.5868042811694175,-0.3142122306767166,1.932905124992487e-05,30358.669630600638,15.355,1,2,50.0
2022-05-29_ITO-based-STANDARD-RED_d41_p4_jvl_s2_eval.csv,0.41525578991148876,-0.798432892449214,1.3678328357904947e-05,30358.665112137416,17.244999999999997,1,2,50.0
2022-05-29_ITO-based-STANDARD-RED_d41_p5_jvl_s1_eval.csv,0.449695777425382,-0.711910626578092,1.4812766640825594e-05,30358.66211420435,13.64,1,2,50.0
2022-05-29_ITO-based-STANDARD-RED_d41_p5_jvl_s2_eval.csv,0.3855815547662453,-1.0838041990287766,1.2700874860505565e-05,30358.66103722063,16.005000000000003,1,2,50.0
2022-05-29_ITO-based-STANDARD-RED_d41_p8_jvl_s1_eval.csv,0.5023810492154436,-0.18518792185351743,1.6548187211897258e-05,30358.67571369138,16.91,0,3,50.0
2022-05-29_ITO-based-STANDARD-RED_d41_p8_jvl_s2_eval.csv,0.5105456878064879,-0.48877459959498293,1.6817129164436283e-05,30358.67078229708,17.72,1,2,50.0
2022-05-29_ITO-based-STANDARD-RED_d42_p1_jvl_s1_eval.csv,0.5092998278253932,-1.8325247841190964,1.6661452517712855e-05,30567.552695898186,18.05,1,2,50.0
2022-05-29_ITO-based-STANDARD-RED_d42_p4_jvl_s1_eval.csv,0.6014238575092736,-1.3785970653793373,1.9675231185991748e-05,30567.56242526247,16.835,1,2,50.0
2022-05-29_ITO-based-STANDARD-RED_d42_p5_jvl_s1_eval.csv,0.5540384284377763,-1.137112867408905,1.8125051724064126e-05,30567.550199164118,17.92,1,2,50.0
2022-05-29_ITO-based-STANDARD-RED_d42_p8_jvl_s1_eval.csv,0.7121623211317849,-0.39737824932267807,2.3297979168445775e-05,30567.557640206003,16.355,1,2,50.0
2022-05-29_ITO-based-STANDARD-RED_d43_p1_jvl_s1_eval.csv,0.6142227187681312,1.383181323658108,2.0093951204280356e-05,30567.543064267582,17.71,1,3,50.0
2022-05-29_ITO-based-STANDARD-RED_d43_p4_jvl_s1_eval.csv,0.7616570421931073,-0.6801279093849841,2.4917179481902304e-05,30567.54648921277,17.73,0,3,50.0
2022-05-29_ITO-based-STANDARD-RED_d43_p5_jvl_s1_eval.csv,0.5686270118228907,0.34235670927869033,1.860230093294913e-05,30567.563328454497,17.310000000000002,0,3,50.0
2022-05-29_ITO-based-STANDARD-RED_d43_p8_jvl_s1_eval.csv,0.21971559977791305,0.6296911091743119,7.187875594051108e-06,30567.529571568542,15.47,1,2,50.0
2022-06-01_TFE_d31_p1_jvl_s1_eval.csv,0.6903174834763386,1.099648683881155,1.607070315823175e-05,42955.02671410762,8.56,0,1,50.0
2022-06-01_TFE_d31_p4_jvl_s1_eval.csv,0.9583189688210457,-0.7989634664011007,2.230982212536232e-05,42955.02507532799,9.965,0,1,50.0
2022-06-01_TFE_d31_p5_jvl_s1_eval.csv,0.9706497800418195,1.2542867901989985,2.2596884379787164e-05,42955.02706160954,10.355,1,1,50.0
2022-06-01_TFE_d31_p8_jvl_s1_eval.csv,0.5228969340833035,-2.0854664495810153,1.217312613916409e-05,42955.02470815685,8.475,0,1,50.0
2022-06-01_TFE_d32_p1_jvl_s1_eval.csv,0.5024988116435275,-0.6030461933451805,1.433220150570037e-05,35060.82519448724,12.07,1,2,50.0
2022-06-01_TFE_d32_p4_jvl_s1_eval.csv,0.7586861765742595,-0.17355107885923615,2.163914277414889e-05,35060.824011966906,7.645,1,1,50.0
2022-06-01_TFE_d32_p5_jvl_s1_eval.csv,0.9693852896521209,-0.11745376056089607,2.7648673868138174e-05,35060.82404802868,13.315,1,1,50.0
2022-06-01_TFE_d32_p8_jvl_s1_eval.csv,0.9246271132903553,0.5855157829921194,2.6372086356136296e-05,35060.825328869425,13.219999999999999,1,1,50.0
2022-06-01_TFE_d43_p1_jvl_s1_eval.csv,0.5642468869813901,0.6650074054729395,2.367265088662442e-05,23835.39087716629,18.6,1,2,50.0
2022-06-01_TFE_d43_p4_jvl_s1_eval.csv,0.4499398406462491,0.7555818546693756,1.8876965957218866e-05,23835.389737204277,18.490000000000002,0,3,50.0
2022-06-01_TFE_d43_p8_jvl_s1_eval.csv,0.5143642450903962,-0.22166915429860062,2.1579851714041042e-05,23835.392935333402,9.754999999999999,0,3,50.0
2022-06-01_TFE_d44_p4_jvl_s1_eval.csv,0.42239452888068735,-2.12130411483301,1.3540174538410213e-05,31195.648747544266,15.06,0,2,50.0
2022-06-01_TFE_d44_p5_jvl_s1_eval.csv,0.9443508349710722,0.1653369254746224,3.027187913999834e-05,31195.646315966493,15.965,1,2,50.0
2022-06-02_3T-TE-1st-order_d11_p1_jvl_s1_eval.csv,2.8830357272595992,-6.940024125452352,1.5017489803559049e-05,191978.53735691155,4.92,0,2,50.0
2022-06-02_3T-TE-1st-order_d11_p4_jvl_s1_eval.csv,4.316472538470451,-3.3020299602267427,2.248414719307806e-05,191978.48605969432,4.79,0,2,50.0
2022-06-02_3T-TE-1st-order_d11_p5_jvl_s1_eval.csv,0.8207366877396289,-6.268102100858926,4.275146196330601e-06,191978.62483488288,4.83,0,2,50.0
2022-06-02_3T-TE-1st-order_d11_p6_jvl_s1_eval.csv,4.636055004353712,1.9965766465716113,2.4148820997215487e-05,191978.52370880876,4.85,0,3,50.0
2022-06-02_3T-TE-1st-order_d11_p7_jvl_s1_eval.csv,3.6413453707150802,-5.711360254408477,1.8967464833820628e-05,191978.49594650345,4.98,0,2,50.0
2022-06-02_3T-TE-1st-order_d12_p3_jvl_s1_eval.csv,3.388680190147831,-1.9278653400373946,2.7332809954338755e-05,123978.47845899645,13.83,0,2,50.0
2022-06-02_3T-TE-1st-order_d12_p4_jvl_s1_eval.csv,2.333781228438024,0.1611719580738265,1.8824090947506604e-05,123978.42928755884,14.35,0,2,50.0
2022-06-02_3T-TE-1st-order_d12_p5_jvl_s1_eval.csv,2.6848626973778087,-0.4587200840272852,2.1655890653584303e-05,123978.40108845546,13.55,0,2,50.0
2022-06-02_3T-TE-1st-order_d13_p2_jvl_s1_eval.csv,3.4383020224363134,-5.788753820157736,2.114506088901141e-05,162605.44438645328,7.55,0,1,50.0
2022-06-02_3T-TE-1st-order_d13_p3_jvl_s1_eval.csv,2.6941750771420825,-4.748078990233973,1.6568787590594015e-05,162605.44487102647,6.9,0,2,50.0
2022-06-02_3T-TE-1st-order_d13_p4_jvl_s1_eval.csv,1.2611295907316193,-1.9106141856108592,7.755763985578725e-06,162605.46260517952,7.17,0,1,50.0
2022-06-02_3T-TE-1st-order_d14_p2_jvl_s1_eval.csv,3.1594041772313552,4.206906412663959,1.5695986748210513e-05,201287.38816573966,4.73,0,2,50.0
2022-06-02_3T-TE-1st-order_d14_p3_jvl_s1_eval.csv,2.1182766400023647,-0.19591476416642695,1.2974683040444571e-05,163262.30347202247,8.49,0,1,50.0
2022-06-02_3T-TE-1st-order_d14_p4_jvl_s1_eval.csv,2.1305535645107714,1.3083686146346833,1.0584630366715693e-05,201287.4791745667,4.63,0,2,50.0
2022-06-02_3T-TE-1st-order_d14_p7_jvl_s1_eval.csv,3.0421694021940056,-1.5999698311091985,1.8633638936074722e-05,163262.2276642039,6.14,0,2,50.0
2022-06-02_3T-TE-1st-order_d14_p8_jvl_s1_eval.csv,3.6092642658196827,-2.103454325383102,1.793089163984881e-05,201287.4952519715,5.01,0,2,50.0
2022-06-02_3T-TE-1st-order_d22_p1_jvl_s1_eval.csv,2.8959949803121483,-4.967247206122249,1.8073560800240777e-05,160233.78084265318,8.54,0,1,50.0
2022-06-02_3T-TE-1st-order_d22_p2_jvl_s1_eval.csv,2.9268283237564234,-4.010703146481228,2.3607555287802813e-05,123978.45893295914,13.13,0,1,50.0
2022-06-02_3T-TE-1st-order_d22_p3_jvl_s1_eval.csv,2.6861024998761636,-10.046655421241336,1.6763651153612087e-05,160233.73877577888,7.95,0,2,50.0
2022-06-02_3T-TE-1st-order_d22_p4_jvl_s1_eval.csv,2.1253686907432225,-1.3940335055944508,1.3264177320889524e-05,160233.73627522425,8.32,0,1,50.0
2022-06-02_3T-TE-1st-order_d22_p5_jvl_s1_eval.csv,1.6836806821738501,-2.1944187310279597,1.358042913738574e-05,123978.45938011073,13.31,0,1,50.0
2022-06-02_3T-TE-1st-order_d22_p6_jvl_s1_eval.csv,5.336321967180241,-1.1536830340154083,3.330335718812745e-05,160233.75472436228,8.57,0,1,50.0
2022-06-02_3T-TE-1st-order_d22_p8_jvl_s1_eval.csv,1.4655404315035525,-5.603825096750157,1.1820930589424845e-05,123978.43134403002,12.86,0,1,50.0
2022-06-02_3T-TE-1st-order_d23_p7_jvl_s1_eval.csv,2.350661533164265,0.9187208829110213,1.4456227031974838e-05,162605.46600195067,7.45,0,2,50.0
2022-06-02_3T-TE-1st-order_d24_p1_jvl_s1_eval.csv,5.1017766936190005,-0.8856654441278787,2.5345707683140033e-05,201287.60093815424,5.695,0,2,50.0
2022-06-02_3T-TE-1st-order_d24_p3_jvl_s1_eval.csv,4.605300560488322,5.877596172585704,2.287921327318752e-05,201287.54015704466,5.69,0,1,50.0
2022-06-02_3T-TE-1st-order_d24_p4_jvl_s1_eval.csv,6.978358365731197,1.7310728455202893,3.4668605715001316e-05,201287.54017677784,5.56,0,2,50.0
2022-06-02_3T-TE-1st-order_d24_p5_jvl_s1_eval.csv,1.5298598508013195,-4.3754289413445875,9.370565617933636e-06,163262.2739307682,9.870000000000001,0,1,50.0
2022-06-02_3T-TE-1st-order_d24_p8_jvl_s1_eval.csv,3.2409208206933937,-2.8570903249923183,1.9851005012341315e-05,163262.30428527534,9.99,0,1,50.0
2022-06-02_3T-TE-1st-order_d31_p1_jvl_s1_eval.csv,3.8477314819159463,-4.0475772722112415,1.929770423881786e-05,199388.04296607102,5.02,0,2,50.0
2022-06-02_3T-TE-1st-order_d31_p2_jvl_s1_eval.csv,3.787356668896607,4.446353144922255,1.8994904579913007e-05,199388.0334045854,4.96,0,2,50.0
2022-06-02_3T-TE-1st-order_d31_p3_jvl_s1_eval.csv,2.4372087900502795,-4.876838631927587,1.5317392075676588e-05,159113.82159633236,9.29,0,1,50.0
2022-06-02_3T-TE-1st-order_d31_p4_jvl_s1_eval.csv,1.7844357995054871,7.812491770237588,1.121483392654568e-05,159113.88534088773,8.915,0,2,50.0
2022-06-02_3T-TE-1st-order_d31_p5_jvl_s1_eval.csv,2.419142619451186,-6.865763910555816,1.5203844086282913e-05,159113.87973478134,9.375,0,1,50.0
2022-06-02_3T-TE-1st-order_d31_p6_jvl_s1_eval.csv,2.246149141400909,3.858159626884369,1.1265211937642362e-05,199388.09441262885,5.26,0,2,50.0
2022-06-02_3T-TE-1st-order_d31_p7_jvl_s1_eval.csv,2.582381333800425,-0.31902091800417903,1.29515335857273e-05,199388.0737526119,5.2,0,2,50.0
2022-06-02_3T-TE-1st-order_d31_p8_jvl_s1_eval.csv,3.4808391141572814,0.5184090521691833,1.745760738347485e-05,199388.0969881474,5.2,0,2,50.0
2022-06-02_3T-TE-1st-order_d32_p2_jvl_s1_eval.csv,1.2375610540371789,6.094112698179035,7.1685423901934215e-06,172637.75348949106,7.71,0,2,50.0
2022-06-02_3T-TE-1st-order_d32_p5_jvl_s1_eval.csv,1.8902606145742282,-6.6465548799309495,1.0949286506435021e-05,172637.78908911557,7.85,0,1,50.0
2022-06-02_3T-TE-1st-order_d32_p6_jvl_s1_eval.csv,3.178898051483228,5.334506381351056,1.8413690558929245e-05,172637.74696928984,7.65,0,1,50.0
2022-06-02_3T-TE-1st-order_d32_p7_jvl_s1_eval.csv,1.6295251752205537,2.7967322167630497,9.438982996064775e-06,172637.79115821293,7.39,0,1,50.0
2022-06-02_3T-TE-1st-order_d33_p1_jvl_s1_eval.csv,2.0004057373122652,1.8173659831727473,1.2438102749213804e-05,160828.84806838472,8.13,0,1,50.0
2022-06-02_3T-TE-1st-order_d33_p2_jvl_s1_eval.csv,3.330635356618894,-2.2516043926308393,2.0709186367407097e-05,160828.8851879171,8.13,0,1,50.0
2022-06-02_3T-TE-1st-order_d33_p3_jvl_s1_eval.csv,3.269432017895947,-0.20907752044003114,2.032863989547751e-05,160828.86187694702,8.11,0,2,50.0
2022-06-02_3T-TE-1st-order_d33_p6_jvl_s1_eval.csv,2.753645811645612,-0.35382346634406736,1.712159130714458e-05,160828.84833821244,7.58,0,1,50.0
2022-06-02_3T-TE-1st-order_d33_p7_jvl_s1_eval.csv,2.877398941088865,1.0293048050935034,1.7891059219621403e-05,160828.8757958599,7.52,0,1,50.0
2022-06-02_3T-TE-1st-order_d33_p8_jvl_s1_eval.csv,2.1243038863611594,1.1887386454634497,1.6887372007903814e-05,125792.44925539149,12.2,0,2,50.0
2022-06-02_3T-TE-1st-order_d34_p1_jvl_s1_eval.csv,1.5871847432438502,-1.004734648658242,9.794173437985124e-06,162053.97559003904,9.254999999999999,0,2,50.0
2022-06-02_3T-TE-1st-order_d34_p2_jvl_s1_eval.csv,2.8687440406239952,-6.675392957631055,1.4267669746668514e-05,201066.0529406944,4.34,0,2,50.0
2022-06-02_3T-TE-1st-order_d34_p3_jvl_s1_eval.csv,1.703154414539597,-2.1313007303566174,8.47061915617087e-06,201066.10663741673,4.54,0,2,50.0
2022-06-02_3T-TE-1st-order_d34_p4_jvl_s1_eval.csv,3.857128942413984,9.156047739600298,2.380151255697839e-05,162053.9422938106,9.415,0,2,50.0
2022-06-02_3T-TE-1st-order_d34_p7_jvl_s1_eval.csv,3.216388998208752,-4.101748455904688,1.5996674654439906e-05,201066.10077964157,4.57,0,2,50.0
2022-06-02_3T-TE-1st-order_d34_p8_jvl_s1_eval.csv,2.9555392050263305,1.226503264167093,1.4699340537755358e-05,201066.1088798513,4.81,0,1,50.0
2022-06-02_3T-TE-1st-order_d41_p1_jvl_s1_eval.csv,5.100676624056931,0.17944921280862877,2.558166118313838e-05,199388.01423180976,4.56,0,2,50.0
2022-06-02_3T-TE-1st-order_d41_p2_jvl_s1_eval.csv,2.295049082759689,-4.136961372742181,1.4423938435808716e-05,159113.8989516223,9.745000000000001,0,1,50.0
2022-06-02_3T-TE-1st-order_d41_p3_jvl_s1_eval.csv,2.2170357974499346,1.4479362025830007,1.393364273978632e-05,159113.8684157144,10.059999999999999,0,2,50.0
2022-06-02_3T-TE-1st-order_d41_p4_jvl_s1_eval.csv,5.352826691601478,-0.5582865996349576,2.684627348441493e-05,199388.07129819915,4.82,0,2,50.0
2022-06-02_3T-TE-1st-order_d41_p6_jvl_s1_eval.csv,1.544854543891187,-2.633334552277212,9.709112987291887e-06,159113.8702282303,9.79,0,2,50.0
2022-06-02_3T-TE-1st-order_d41_p7_jvl_s1_eval.csv,1.5991140128085393,-0.07160123385003471,1.0050124377339815e-05,159113.85300007716,9.684999999999999,0,2,50.0
2022-06-02_3T-TE-1st-order_d41_p8_jvl_s1_eval.csv,2.4263472134944433,-2.3946635618380587,1.524912565799539e-05,159113.8579294391,9.725000000000001,0,1,50.0
2022-06-02_3T-TE-1st-order_d42_p1_jvl_s1_eval.csv,1.5618518025191146,0.7250785835985752,9.046988449202308e-06,172637.7579996608,6.98,0,1,50.0
2022-06-02_3T-TE-1st-order_d42_p2_jvl_s1_eval.csv,3.255517892760646,-1.9680704573144356,1.885750778867664e-05,172637.759413547,6.66,0,2,50.0
2022-06-02_3T-TE-1st-order_d42_p3_jvl_s1_eval.csv,4.264649023687708,-2.071653185272053,2.4702874326685143e-05,172637.76543933776,6.49,0,1,50.0
2022-06-02_3T-TE-1st-order_d42_p5_jvl_s1_eval.csv,2.979729711481282,-1.3465743904408514,1.7260013196853462e-05,172637.7423642117,7.35,0,2,50.0
2022-06-02_3T-TE-1st-order_d42_p6_jvl_s1_eval.csv,2.978235054858966,-0.3280117643023694,1.725135260397476e-05,172637.77068545757,7.52,0,1,50.0
2022-06-02_3T-TE-1st-order_d42_p7_jvl_s1_eval.csv,4.173410796146316,0.885336310311916,3.1583311345638784e-05,132139.74780774864,12.47,0,2,50.0
2022-06-02_3T-TE-1st-order_d42_p8_jvl_s1_eval.csv,3.710660430795446,-4.126043159825692,2.1493906113128905e-05,172637.7891140457,7.07,0,1,50.0
2022-06-02_3T-TE-1st-order_d43_p1_jvl_s1_eval.csv,1.4075967225588757,0.25158480025142976,1.1189839140934958e-05,125792.40012571486,12.17,0,2,50.0
2022-06-02_3T-TE-1st-order_d43_p2_jvl_s1_eval.csv,3.7996895566549145,-3.602565748210659,2.3625674593543358e-05,160828.82804511872,7.13,0,1,50.0
2022-06-02_3T-TE-1st-order_d43_p3_jvl_s1_eval.csv,3.9552448235045725,-0.3859893077836937,2.4592877017543106e-05,160828.87824320572,7.18,0,1,50.0
