file,noiseL,offL,pdnoise,LperPD,Eplateau,n_1_10,n_10_100,gain
2025-07-02_31_d31_p6_jvl_s1_eval.csv,6.088001736483541,11.3090611133193,1.9702861388985618e-05,308990.74080107384,4.88,0,8,50.0
2025-07-02_34_d34_p7_jvl_s1_eval.csv,1.3592292925028582,-2.300506329113924,1.3766553090734079e-05,98734.17721518986,2.07,0,29,50.0
2025-07-02_41_d41_p2_jvl_s1_eval.csv,5.796198674988605,-5.152632479972047,1.8785837772934824e-05,308540.8670641944,5.300000000000001,0,5,50.0
2025-07-02_42_d42_p7_jvl_s1_eval.csv,5.033097778195152,5.393432302616125,2.412296479613473e-05,208643.41596193908,1.1,0,19,50.0
2025-07-11_pt_d32_p1_jvl_s1_eval.csv,1.8440782075278972,1.933109509416873,1.2878243927906734e-05,143193.29699384246,5.22,0,1,50.0
2025-07-11_pt_d32_p2_jvl_s1_eval.csv,1.6293651905875342,-2.820907886533916,1.1378781422747635e-05,143193.2937326861,5.26,0,2,50.0
2025-07-11_pt_d32_p3_jvl_s1_eval.csv,1.3381084997770256,-4.438992556710748,9.34476977898451e-06,143193.3082809919,5.14,0,1,50.0
2025-07-11_pt_d32_p4_jvl_s1_eval.csv,1.946742249445658,-2.9927399331213076,1.3595205037070975e-05,143193.29823546926,5.2,0,1,50.0
2025-07-11_pt_d32_p5_jvl_s1_eval.csv,3.1175652571610866,-1.5178489586673218,2.1771726058251687e-05,143193.29798748318,5.23,0,2,50.0
2025-07-11_pt_d32_p6_jvl_s1_eval.csv,0.9620799898627608,1.116907765700842,6.718749883720929e-06,143193.30329497973,5.34,0,2,50.0
2025-07-11_pt_d32_p7_jvl_s1_eval.csv,2.2665502777632085,-8.698993576987696,1.5828604557010774e-05,143193.3099092625,5.21,0,1,50.0
2025-07-11_pt_d32_p8_jvl_s1_eval.csv,3.892930853817332,6.2503878926676615,2.7186541809423932e-05,143193.3079648949,5.28,0,2,50.0
2025-07-11_pt_d42_p1_jvl_s1_eval.csv,4.3490917016544985,-3.3100745791216863,2.6015128552060758e-05,167175.48379402456,7.390000000000001,0,1,50.0
2025-07-11_pt_d42_p2_jvl_s1_eval.csv,3.519861488706936,0.6687019462315744,2.10548900510482e-05,167175.4865578936,7.6,0,1,50.0
2025-07-11_pt_d42_p3_jvl_s1_eval.csv,3.31436841357954,-7.94083539789081,1.982568479971821e-05,167175.48206085915,7.199999999999999,0,1,50.0
2025-07-11_pt_d42_p4_jvl_s1_eval.csv,3.6556423828963367,-2.0228233935858566,2.1867095750080983e-05,167175.4870732113,7.2,0,1,50.0
2025-07-11_pt_d42_p5_jvl_s1_eval.csv,4.94973360198116,-0.5182440021732916,2.9608011094763768e-05,167175.48457202956,7.21,0,1,50.0
2025-07-11_pt_d42_p6_jvl_s1_eval.csv,2.677128541255409,-2.8754182414743448,1.6013882865952418e-05,167175.47915548514,7.13,0,1,50.0
2025-07-11_pt_d42_p7_jvl_s1_eval.csv,3.8797637221754275,-1.0699231267161105,2.3207730725603026e-05,167175.48854939226,7.265000000000001,0,1,50.0
2025-07-11_pt_d42_p8_jvl_s1_eval.csv,1.4409693544700033,-1.4377092169379178,8.619501288887645e-06,167175.49034161834,7.365,0,1,50.0
2025-07-11_pt_d43_p1_jvl_s1_eval.csv,3.7647766621705725,0.4651799301038133,2.2660854374618233e-05,166135.68932279048,7.710000000000001,0,1,50.0
2025-07-11_pt_d43_p2_jvl_s1_eval.csv,2.5335157454320987,-5.133593044867489,1.5249677146130815e-05,166135.69724490255,7.62,0,1,50.0
2025-07-11_pt_d43_p3_jvl_s1_eval.csv,3.9074915335091664,-0.215976411731244,2.351987864250206e-05,166135.70133172613,7.4,0,1,50.0
2025-07-11_pt_d43_p4_jvl_s1_eval.csv,3.189027565736694,3.704826009389878,1.9195318359266153e-05,166135.69548833533,7.43,0,1,50.0
2025-07-11_pt_d43_p5_jvl_s1_eval.csv,1.227906480984803,1.9770147192129375,7.3909855003691255e-06,166135.6906901628,7.615,0,1,50.0
2025-07-11_pt_d43_p6_jvl_s1_eval.csv,3.5867226030789197,-3.6051445979489722,2.1589114769791045e-05,166135.69575801716,7.585,0,1,50.0
2025-07-11_pt_d43_p7_jvl_s1_eval.csv,3.3803158845349603,0.24920353735726594,2.0346716906884238e-05,166135.69157151063,7.785,0,1,50.0
2025-07-11_pt_d43_p8_jvl_s1_eval.csv,2.3601925127027354,5.972578012678414,1.420641482648674e-05,166135.68880885714,7.68,0,1,50.0
2025-07-21_11_d11_p1_jvl_s2_eval.csv,7.3924098976317705,7.4934560515416475,3.0286023204287024e-05,244086.51633686147,0.11,0,6,50.0
2025-07-22_O2plsm20_d11_p2_jvl_s1_eval.csv,2.925443658861458,-9.178499303304838,1.544236596725601e-05,189442.71007853124,1.19,0,8,50.0
2025-07-22_O2plsm20_d11_p3_jvl_s1_eval.csv,7.060937370511546,-8.288121690075984,3.7272137344432266e-05,189442.78148745105,0.91,0,16,50.0
2025-07-22_O2plsm20_d11_p4_jvl_s1_eval.csv,1.7785565540647483,-1.1840164925316599,9.388364548146226e-06,189442.6388050656,1.34,0,17,50.0
2025-07-22_O2plsm20_d11_p6_jvl_s1_eval.csv,3.748614229391437,-4.073016893170357,1.978759431787727e-05,189442.6461939701,0.495,0,20,50.0
2025-07-22_O2plsm20_d11_p7_jvl_s1_eval.csv,4.307264999586584,-0.8903812316715544,2.273649171608398e-05,189442.81524926686,1.09,0,14,50.0
2025-07-22_O2plsm20_d11_p8_jvl_s1_eval.csv,2.435271639108087,-4.025656422293794,1.2854927719231512e-05,189442.65516676678,1.2149999999999999,0,17,50.0
2025-07-22_O2plsm20_d12_p2_jvl_s1_eval.csv,3.4595884813763176,-8.32954655391399,1.424613982803763e-05,242843.9228546353,1.43,0,13,50.0
2025-07-22_O2plsm20_d12_p3_jvl_s1_eval.csv,2.819688085707637,3.8490744040044116,1.1611117756510592e-05,242843.81097819633,1.1749999999999998,0,18,50.0
2025-07-22_O2plsm20_d12_p4_jvl_s1_eval.csv,6.211849612939786,5.124010868772339,2.5579576271358015e-05,242844.11700342837,4.27,0,13,50.0
2025-07-22_O2plsm20_d12_p6_jvl_s1_eval.csv,4.1668429863901775,3.7397975701067807,1.7158517483227453e-05,242843.99805888184,7.42,0,21,50.0
2025-07-22_O2plsm20_d12_p7_jvl_s1_eval.csv,3.4830423042778067,-1.1899360133938879,1.4342710111179593e-05,242844.0843660996,3.1100000000000003,0,15,50.0
2025-07-22_O2plsm20_d12_p8_jvl_s1_eval.csv,5.605749785643529,10.685141506920258,2.308373645857379e-05,242844.1251572786,3.07,0,14,50.0
2025-07-22_O2plsm20_d14_p4_jvl_s2_eval.csv,9.852754945981694,-17.092102031471146,3.10995176811474e-05,316813.7540587794,6.25,0,10,50.0
2025-07-22_O2plsm20_d14_p8_jvl_s2_eval.csv,6.530225757133656,-8.348044529066915,2.061218625527681e-05,316813.8341201865,4.985,0,11,50.0
2025-07-25_11_d11_p3_jvl_s1_eval.csv,3.396340371134555,-3.5905876640241368,2.289080358766133e-05,148371.39107537756,5.015000000000001,0,5,50.0
2025-07-25_11_d12_p1_jvl_s1_eval.csv,2.5214395394551903,-1.0251036732829124,2.016947628069455e-05,125012.64308328202,7.98,0,7,50.0
2025-07-25_11_d13_p1_jvl_s1_eval.csv,2.4148671583712638,2.3281140411549206,2.105644416397151e-05,114685.42074654781,10.01,0,9,50.0
2025-07-25_11_d14_p2_jvl_s1_eval.csv,2.3630909458791636,2.0508282258717263,1.9818902312915536e-05,119234.19917858872,11.61,0,11,50.0
2025-07-25_11_d21_p1_jvl_s1_eval.csv,2.9631238101284896,-3.892001384054873,2.4058242318122493e-05,123164.60076123018,7.915,0,6,50.0
2025-07-25_11_d22_p1_jvl_s1_eval.csv,2.3305463990710686,-1.8378922317165725,2.1430110789202654e-05,108751.01962819954,13.59,0,8,50.0
2025-07-25_11_d23_p3_jvl_s1_eval.csv,1.2008172011341365,-1.115497026110674,1.0334267919190288e-05,116197.60688652855,16.49,0,7,50.0
2025-07-25_11_d24_p1_jvl_s1_eval.csv,2.300540808870987,1.354099250693935,1.6904507580619137e-05,136090.37695416433,14.69,0,10,50.0
2025-07-25_11_d31_p2_jvl_s1_eval.csv,2.662552136336635,-1.0278733494920504,2.4608328747600884e-05,108197.19468337372,12.62,0,6,50.0
2025-07-25_11_d32_p4_jvl_s1_eval.csv,2.9546823755808687,-0.3663306179740631,2.742309701693082e-05,107744.2994041362,19.85,0,6,50.0
2025-07-25_11_d33_p1_jvl_s1_eval.csv,1.7425516009450932,2.458267034854203,1.325556356395019e-05,131458.1302061071,21.634999999999998,0,6,50.0
2025-07-25_11_d34_p2_jvl_s1_eval.csv,3.7839909130865146,2.7904040142526148,2.2985433524756232e-05,164625.60556062625,17.14,0,8,50.0
2025-07-25_11_d41_p3_jvl_s1_eval.csv,1.57736298626783,1.9355554133030144,1.5076403933151815e-05,104624.61693529808,15.71,0,6,50.0
2025-07-25_11_d42_p2_jvl_s1_eval.csv,2.3151137590033137,4.236985257266956,2.0353619917596968e-05,113744.57066488474,22.025,0,7,50.0
2025-07-25_11_d43_p1_jvl_s1_eval.csv,2.8443015713433026,-1.5177329003783195,1.9115271218321753e-05,148797.34317434503,21.025,0,6,50.0
2025-07-25_11_d44_p2_jvl_s1_eval.csv,5.602761045433471,-2.2169458635030015,3.057964101235403e-05,183218.66640520672,19.755000000000003,0,6,50.0
2025-07-25_12_d12_p1_jvl_s1_eval.csv,2.5721905134227074,-1.0457367319078392,2.016947628069455e-05,127528.86974485846,4.81,0,7,50.0
2025-07-25_13_d13_p1_jvl_s1_eval.csv,2.4016126500515633,2.3153356956377653,2.105644416397151e-05,114055.94559791948,5.77,0,9,50.0
2025-07-25_14_d14_p2_jvl_s1_eval.csv,2.3984678996833106,2.0815304108779458,1.9818902312915536e-05,121019.20993476428,6.38,0,11,50.0
2025-07-25_21_d21_p1_jvl_s1_eval.csv,3.0344592763873126,-3.9856990326183666,2.4058242318122493e-05,126129.71622210022,5.25,0,6,50.0
2025-07-25_22_d22_p1_jvl_s1_eval.csv,2.3230742692850983,-1.8319996353308121,2.1430110789202654e-05,108402.34528584687,6.81,0,8,50.0
2025-07-25_23_d23_p3_jvl_s1_eval.csv,1.248082181968746,-1.159403746892479,1.0334267919190288e-05,120771.22363463322,9.045,0,7,50.0
2025-07-25_24_d24_p1_jvl_s1_eval.csv,2.3104140182763593,1.359910625743752,1.6904507580619137e-05,136674.4347481158,8.48,0,10,50.0
2025-07-25_32_d32_p4_jvl_s1_eval.csv,2.8902192367901165,-0.35833827955388975,2.742309701693082e-05,105393.61163349698,8.68,0,6,50.0
2025-07-25_33_d33_p1_jvl_s1_eval.csv,1.70945392360774,2.411575201404606,1.325556356395019e-05,128961.24071682384,10.84,0,6,50.0
2025-07-25_34_d34_p2_jvl_s1_eval.csv,3.8966735878861183,2.8734988723851,2.2985433524756232e-05,169527.95707286726,12.27,0,7,50.0
2025-07-25_41_d41_p3_jvl_s1_eval.csv,1.575149532821125,1.9328393220556845,1.5076403933151815e-05,104477.80119219917,8.14,0,6,50.0
2025-07-25_42_d42_p2_jvl_s1_eval.csv,2.416941446628762,4.423344311794087,2.0353619917596968e-05,118747.49830319696,11.85,0,6,50.0
2025-07-25_43_d43_p1_jvl_s1_eval.csv,3.0550500370085634,-1.6301892880086066,1.9115271218321753e-05,159822.47921653005,14.33,0,5,50.0
2025-07-25_44_d44_p2_jvl_s1_eval.csv,5.599451445222401,-2.2156362940892285,3.057964101235403e-05,183110.4375280354,13.605,0,6,50.0
2025-07-31_kul_d11_p8_jvl_s1_eval.csv,2.6027070110818653,4.925370965884012,2.1797680814455676e-05,119402.93250627907,0.195,0,22,50.0
2025-07-31_kul_d12_p2_jvl_s1_eval.csv,4.919824605981137,-8.011532317338164,3.9516874032915785e-05,124499.3367107718,0.61,0,8,50.0
2025-07-31_kul_d12_p3_jvl_s1_eval.csv,2.2827195580005286,-11.136468848085373,1.8335189299995424e-05,124499.37225360953,0.72,0,13,50.0
2025-07-31_kul_d12_p4_jvl_s1_eval.csv,1.1174787553354653,-0.8279201710941484,8.975785326210862e-06,124499.27384874412,0.91,0,18,50.0
2025-07-31_kul_d12_p5_jvl_s1_eval.csv,1.4464407887562278,-0.7034223830682514,1.1618041525527826e-05,124499.5368262392,0.89,0,17,50.0
2025-07-31_kul_d12_p6_jvl_s1_eval.csv,2.58930851906239,-3.797235856010262,2.079773625501904e-05,124499.53626263155,0.79,0,15,50.0
2025-07-31_kul_d12_p7_jvl_s1_eval.csv,2.1061207943708395,-0.006224966421426129,1.691672413783341e-05,124499.32842852273,0.905,0,17,50.0
2025-07-31_kul_d13_p2_jvl_s1_eval.csv,6.723240712219948,-13.515255412840306,5.541656390967917e-05,121321.86187468856,1.04,0,5,50.0
2025-07-31_kul_d13_p3_jvl_s1_eval.csv,3.465196908232111,-11.307206075873218,2.8561993978012104e-05,121321.9536037899,1.12,0,10,50.0
2025-07-31_kul_d13_p4_jvl_s1_eval.csv,2.1563178084529087,-1.0191041716233236,1.77735211918054e-05,121321.92519325283,1.29,0,14,50.0
2025-07-31_kul_d13_p5_jvl_s1_eval.csv,1.803467580340247,-6.2541481934159115,1.4865134450189889e-05,121321.98241349975,1.51,0,12,50.0
2025-07-31_kul_d13_p6_jvl_s1_eval.csv,2.7354787556483564,0.7218651633898521,2.254728365014287e-05,121321.87619997513,1.585,0,15,50.0
2025-07-31_kul_d13_p7_jvl_s1_eval.csv,1.443911899246212,-2.1595299008911724,1.1901493837143116e-05,121321.9045444479,1.52,0,14,50.0
2025-07-31_kul_d14_p2_jvl_s1_eval.csv,3.410073763177922,-6.528406056848294,2.567320782450062e-05,132826.16595825623,1.81,0,12,50.0
2025-07-31_kul_d14_p3_jvl_s1_eval.csv,2.718078039370426,-3.1081286982248524,2.0463446754181575e-05,132826.01274465182,1.75,0,14,50.0
2025-07-31_kul_d14_p4_jvl_s1_eval.csv,2.407943314541203,0.43832605924838747,1.8128543284904416e-05,132826.0785601174,1.9249999999999998,0,15,50.0
2025-07-31_kul_d14_p5_jvl_s1_eval.csv,1.135022814044673,2.0189579075575965,8.545174076635304e-06,132826.17812878924,1.88,0,20,50.0
2025-07-31_kul_d14_p6_jvl_s1_eval.csv,1.4755789920005284,-0.5711529756515938,1.1109089746689418e-05,132826.2734073474,1.635,0,13,50.0
2025-07-31_kul_d14_p7_jvl_s1_eval.csv,2.3696793785912558,2.776068057995177,1.784044842485749e-05,132826.22287058263,1.6749999999999998,0,12,50.0
2025-07-31_kul_d21_p4_jvl_s1_eval.csv,2.035054696047125,-5.683956921362919,1.5574516222199505e-05,130665.67635317055,0.51,0,15,50.0
2025-07-31_kul_d21_p5_jvl_s1_eval.csv,2.472378612045874,-2.0906434333839283,1.892147515978134e-05,130665.21458649554,0.43,0,15,50.0
2025-07-31_kul_d21_p6_jvl_s1_eval.csv,2.1416282903709742,0.385464479705744,1.639010541624292e-05,130665.925323981,0.28,0,20,50.0
2025-07-31_kul_d21_p7_jvl_s1_eval.csv,1.4437757782243252,1.8031931522143656,1.1049346385897925e-05,130666.17045031635,0.415,0,18,50.0
2025-07-31_kul_d22_p3_jvl_s1_eval.csv,2.149886799976835,-6.768480900139025,1.6119829058922706e-05,133369.08177613842,0.905,0,7,50.0
2025-07-31_kul_d22_p4_jvl_s1_eval.csv,2.6018368231577624,3.040832903558535,1.9508431225726196e-05,133369.86419116383,0.64,0,11,50.0
2025-07-31_kul_d22_p5_jvl_s1_eval.csv,2.057335531833843,1.9205239873599538,1.542580663058116e-05,133369.72134444123,0.73,0,13,50.0
2025-07-31_kul_d22_p6_jvl_s1_eval.csv,2.185026623056497,-2.57402374887801,1.6383304094755262e-05,133369.10615948238,0.75,0,13,50.0
2025-07-31_kul_d22_p7_jvl_s1_eval.csv,1.656222602158254,0.0800216483743997,1.2418309063636644e-05,133369.41395733284,0.79,0,13,50.0
2025-07-31_kul_d22_p8_jvl_s1_eval.csv,1.4819771954234964,-0.06668486613281564,1.1111795534475962e-05,133369.7322656313,0.96,0,16,50.0
2025-07-31_kul_d23_p2_jvl_s1_eval.csv,18.81029121967973,-30.37550156942502,0.0001341004544175746,140270.15271034412,1.7650000000000001,0,10,50.0
2025-07-31_kul_d23_p3_jvl_s1_eval.csv,15.093592502785674,16.004776153259233,0.00010760406069266634,140269.7296517023,2.075,0,36,50.0
2025-07-31_kul_d23_p4_jvl_s1_eval.csv,8.885817046855893,7.693797958099463,6.33480457472841e-05,140269.78957337214,2.005,0,18,50.0
2025-07-31_kul_d23_p5_jvl_s1_eval.csv,8.201574399621684,14.74234628941259,5.847003268531858e-05,140269.70779650417,1.835,0,25,50.0
2025-07-31_kul_d23_p6_jvl_s1_eval.csv,3.3454830357848166,5.9193962363209796,2.385030136077949e-05,140270.05299338815,1.93,0,26,50.0
2025-07-31_kul_d23_p7_jvl_s1_eval.csv,6.263817944346935,7.623679027404364,4.4655409029092496e-05,140270.08330090827,1.835,0,31,50.0
2025-07-31_kul_d24_p2_jvl_s1_eval.csv,8.06870214462453,-3.6159090909090903,4.1281731902730154e-05,195454.54545454544,0.815,0,13,50.0
2025-07-31_kul_d24_p3_jvl_s1_eval.csv,11.853024546807685,-31.771085907445766,6.064347771103574e-05,195454.23505042,0.82,0,8,50.0
2025-07-31_kul_d24_p4_jvl_s1_eval.csv,5.09576010883644,-4.456358027945391,2.6071363600701825e-05,195454.29947128906,1.12,0,9,50.0
2025-07-31_kul_d24_p5_jvl_s1_eval.csv,6.22254065456383,-24.910646196964418,3.183630003627934e-05,195454.2659628436,1.31,0,10,50.0
2025-07-31_kul_d24_p6_jvl_s1_eval.csv,11.144350232490533,-5.199079535282799,5.7017730575672685e-05,195454.1178677744,1.3650000000000002,0,22,50.0
2025-07-31_kul_d31_p7_jvl_s1_eval.csv,11.104791356898136,-0.9330862657563023,7.854753161126212e-05,141376.70693277312,0.24,0,23,50.0
2025-07-31_kul_d31_p8_jvl_s1_eval.csv,5.330026524801311,5.110775133499092,3.770082890335437e-05,141376.9054909846,0.385,0,32,50.0
2025-07-31_kul_d32_p2_jvl_s1_eval.csv,6.146393332159708,1.2719841462428212,4.203953496412633e-05,146205.07428078406,1.385,0,35,50.0
2025-07-31_kul_d32_p3_jvl_s1_eval.csv,4.867748101088963,4.210712173893427,3.329392737422246e-05,146205.28381574398,1.43,0,38,50.0
2025-07-31_kul_d32_p4_jvl_s1_eval.csv,7.18166727597999,-6.126025767192026,4.912024047876148e-05,146205.86556544213,1.55,0,19,50.0
2025-07-31_kul_d32_p5_jvl_s1_eval.csv,4.26158668678203,-7.302988767802349,2.9147827248927716e-05,146205.98133738438,1.46,0,12,50.0
2025-07-31_kul_d32_p6_jvl_s1_eval.csv,7.095054129099726,10.958115918142724,4.8527895757663626e-05,146205.68269703432,1.5350000000000001,0,26,50.0
2025-07-31_kul_d32_p7_jvl_s1_eval.csv,6.640983185712469,9.941936214380071,4.5422425460271025e-05,146204.9443291187,1.87,0,26,50.0
2025-07-31_kul_d33_p2_jvl_s1_eval.csv,10.58291222271858,-23.896813798038686,6.61630918429771e-05,159951.89958526564,1.45,0,4,50.0
2025-07-31_kul_d33_p3_jvl_s1_eval.csv,6.207174142436346,0.04798535330862748,3.8806679837368205e-05,159951.17769542494,1.68,0,19,50.0
2025-07-31_kul_d33_p4_jvl_s1_eval.csv,3.066014979667178,6.110137528172578,1.916843470106229e-05,159951.2441929994,1.5350000000000001,0,9,50.0
2025-07-31_kul_d33_p5_jvl_s1_eval.csv,2.7932104234530195,-19.802055103734222,1.7462806189155276e-05,159951.9798363023,1.39,0,13,50.0
2025-07-31_kul_d33_p6_jvl_s1_eval.csv,1.3864612079301313,5.13444308355584,8.66801015227832e-06,159951.49793008846,1.51,0,16,50.0
2025-07-31_kul_d33_p7_jvl_s1_eval.csv,8.70125460713581,5.694258702251976,5.439947150478578e-05,159951.08714190946,1.6349999999999998,0,23,50.0
2025-07-31_kul_d34_p1_jvl_s1_eval.csv,28.008605362221477,-68.31990480035701,0.00013430374564303856,208546.7179498077,2.11,0,3,50.0
2025-07-31_kul_d34_p2_jvl_s1_eval.csv,4.884517987036579,-14.879797641536435,2.342171357238122e-05,208546.56820653728,2.15,0,7,50.0
2025-07-31_kul_d34_p3_jvl_s1_eval.csv,8.833680554424754,-3.5244355494424773,4.235832923470371e-05,208546.48221553123,2.4,0,12,50.0
2025-07-31_kul_d34_p5_jvl_s1_eval.csv,5.280402180791779,-12.544082401403307,2.5320001974723463e-05,208546.67334003834,2.88,0,5,50.0
2025-07-31_kul_d34_p6_jvl_s1_eval.csv,8.377299952597497,-7.40340398515335,4.016992033848212e-05,208546.59113108026,2.98,0,22,50.0
2025-07-31_kul_d34_p7_jvl_s1_eval.csv,6.658155270943986,17.95583168010062,3.192651719182661e-05,208546.24483275978,1.435,0,19,50.0
2025-07-31_praveen_d23_p2_jvl_s1_eval.csv,26.27841086736846,-68.02611715493038,9.773360920045336e-05,268877.9334186971,0.32,0,2,50.0
2025-07-31_praveen_d42_p2_jvl_s1_eval.csv,5.167459281340269,-2.0422479533662163,2.2013436553361874e-05,234741.14406508234,10.99,0,3,50.0
2025-07-31_praveen_d42_p3_jvl_s1_eval.csv,7.668910054747295,-17.323891264128708,3.2669655645568106e-05,234741.07403968438,11.3,0,4,50.0
2025-07-31_praveen_d42_p4_jvl_s1_eval.csv,8.489476818418476,-11.502313416861835,3.616527815114935e-05,234741.09014003744,11.585,0,4,50.0
2025-07-31_praveen_d42_p5_jvl_s1_eval.csv,11.601147934028841,12.37085653365293,4.9421031960087605e-05,234741.1106955015,12.364999999999998,0,4,50.0
2025-07-31_praveen_d42_p6_jvl_s1_eval.csv,4.7391704349459145,5.833317679917675,2.018892022867989e-05,234741.1541214356,12.58,0,9,50.0
2025-07-31_praveen_d42_p7_jvl_s1_eval.csv,6.2447418075596,-6.091532553594332,2.6602673215716918e-05,234741.13886683361,11.605,0,4,50.0
2025-07-31_praveen_d43_p2_jvl_s1_eval.csv,19.81550907401747,-47.64339114813264,8.129020951667738e-05,243762.55384053537,9.26,0,1,50.0
2025-07-31_praveen_d43_p3_jvl_s1_eval.csv,5.390345161459314,-16.44178761375824,2.211309315516237e-05,243762.60361391015,11.0,0,2,50.0
2025-07-31_praveen_d43_p4_jvl_s1_eval.csv,5.792358846622468,-5.240897155722965,2.3762289451986733e-05,243762.65840571927,11.5,0,3,50.0
2025-07-31_praveen_d43_p5_jvl_s1_eval.csv,8.853819120994752,-0.024376261146139448,3.6321481247328006e-05,243762.61146139476,11.66,0,4,50.0
2025-07-31_praveen_d43_p6_jvl_s1_eval.csv,4.419538877867822,8.470752768674874,1.8130499165770368e-05,243762.66960215464,11.795,0,3,50.0
2025-07-31_praveen_d43_p7_jvl_s1_eval.csv,4.917653355775013,-6.849729636455756,2.017394359068152e-05,243762.6205144397,12.82,0,22,50.0
2025-07-31_praveen_d44_p2_jvl_s1_eval.csv,10.992179719151862,-24.13139856969982,4.468588206084284e-05,245987.7530040756,8.8,0,2,50.0
2025-07-31_praveen_d44_p3_jvl_s1_eval.csv,10.465823133967662,23.946907715914747,4.2546114687477636e-05,245987.75260313042,9.985,0,9,50.0
2025-07-31_praveen_d44_p4_jvl_s1_eval.csv,6.178868891455576,1.6604167161726813,2.5118613063268885e-05,245987.66165521205,9.934999999999999,0,3,50.0
2025-07-31_praveen_d44_p5_jvl_s1_eval.csv,5.626630191490538,6.3218855879273175,2.2873617991039374e-05,245987.7660672108,9.88,0,6,50.0
2025-07-31_praveen_d44_p6_jvl_s1_eval.csv,8.373918009617954,14.550173605249832,3.404201652207003e-05,245987.71944632006,10.205,0,7,50.0
2025-07-31_praveen_d44_p7_jvl_s1_eval.csv,16.85936602845961,-33.97091648159255,6.85374046293944e-05,245987.8094250004,9.915,0,4,50.0
2025-08-04_11_d11_p4_jvl_s1_eval.csv,2.455186623198499,-2.1592449568812797,1.603251695773312e-05,153137.9402043461,3.87,0,7,50.0
2025-08-04_11_d12_p3_jvl_s1_eval.csv,5.327301026316175,-6.7366335908700705,3.6930160231088584e-05,144253.3959501086,5.74,0,9,50.0
2025-08-04_11_d13_p3_jvl_s1_eval.csv,4.455154496019852,1.5829821200510852,3.025486531121895e-05,147254.15070242653,6.43,0,11,50.0
2025-08-04_11_d14_p1_jvl_s1_eval.csv,4.458341592513833,7.325299452193527,2.9335601385526748e-05,151977.167057957,6.0,0,16,50.0
2025-08-04_11_d21_p7_jvl_s1_eval.csv,4.59094962585518,-1.22482949486526,3.373412120292054e-05,136092.16609614,6.67,0,7,50.0
2025-08-04_11_d22_p2_jvl_s1_eval.csv,3.9850005294878237,-0.09994748800912062,3.1896753856378466e-05,124934.36001140079,9.9,0,12,50.0
2025-08-04_11_d23_p2_jvl_s1_eval.csv,5.109787332238229,6.909086293125971,3.653500383454628e-05,139860.04641955407,11.21,0,15,50.0
2025-08-04_11_d24_p3_jvl_s1_eval.csv,5.252972745436936,2.8059505514373533,3.1357392752697306e-05,167519.43590670766,9.015,0,9,50.0
2025-08-04_11_d31_p3_jvl_s1_eval.csv,2.4224006278537282,5.0026738473355294,2.0240445276722547e-05,119681.19251998875,9.09,0,11,50.0
2025-08-04_11_d32_p1_jvl_s1_eval.csv,5.653802666935525,8.59784318558497,4.5340405200549325e-05,124696.7829671497,13.53,0,16,50.0
2025-08-04_11_d33_p1_jvl_s1_eval.csv,4.064624277949207,1.5199546716048025,3.396201827219795e-05,119681.47020510255,13.705,0,12,50.0
2025-08-04_11_d34_p3_jvl_s1_eval.csv,9.953623231782963,-2.1637211542320505,5.152261878935872e-05,193189.3887707188,10.555,0,12,50.0
2025-08-04_11_d41_p1_jvl_s1_eval.csv,3.7452833706032864,6.7933431384642535,3.244498649155984e-05,115434.88765444781,11.42,0,11,50.0
2025-08-04_11_d42_p3_jvl_s1_eval.csv,3.866674446832395,-3.328632424367481,2.915717815671269e-05,132614.83762420242,15.82,0,8,50.0
2025-08-04_11_d43_p7_jvl_s1_eval.csv,18.60882105264096,-23.62910190289881,0.00010805024494431259,172223.77480246947,12.7,0,7,50.0
2025-08-04_11_d44_p3_jvl_s1_eval.csv,7.6755557739704985,-11.433536101860033,3.6284819139689815e-05,211536.28310564355,12.004999999999999,0,9,50.0
2025-08-04_13_d13_p3_jvl_s1_eval.csv,4.174798877943692,1.4833676328168235,3.025486531121895e-05,137987.686773658,3.88,0,12,50.0
2025-08-04_22_d22_p2_jvl_s1_eval.csv,4.1524803694632615,-0.10414803683561374,3.1896753856378466e-05,130185.04604451719,5.345000000000001,0,12,50.0
2025-08-04_23_d23_p2_jvl_s1_eval.csv,5.510144142751884,7.450419928369043,3.653500383454628e-05,150818.2171734624,6.975,0,13,50.0
2025-08-04_24_d24_p3_jvl_s1_eval.csv,5.347084609420803,2.8562217501355995,3.1357392752697306e-05,170520.7015006328,5.640000000000001,0,9,50.0
2025-08-04_31_d31_p3_jvl_s1_eval.csv,2.4717170589422244,5.104520757881015,2.0240445276722547e-05,122117.72148040705,5.0,0,11,50.0
2025-08-04_32_d32_p1_jvl_s1_eval.csv,5.887030875589203,8.952517673286204,4.5340405200549325e-05,129840.72042474554,7.13,0,15,50.0
2025-08-04_33_d33_p1_jvl_s1_eval.csv,5.423141952368073,2.0279684865329752,3.396201827219795e-05,159682.55799472245,8.0,0,10,50.0
2025-08-04_34_d34_p3_jvl_s1_eval.csv,10.373248593046272,-2.2549394221808012,5.152261878935872e-05,201333.87698042867,7.715,0,11,50.0
2025-08-04_41_d41_p1_jvl_s1_eval.csv,3.6575600210945134,6.634227056849171,3.244498649155984e-05,112731.13095750503,5.4,0,11,50.0
