reflector,eta_sub,Aprime_first_pass_absorbed_%,Aprime_first_pass_transmitted_%,Aprime_first_pass_%,final_absorbed_%,final_transmitted_%,eta_ext,EQE
Al,0.3706654266232191,15.894240345654605,7.85159066086107e-06,15.894248197245266,19.534393739324,7.266925376280861e-06,0.8046533920592713,0.2982571928514702
Ag,0.4172319374727109,4.513065117345947,0.013950308830878005,4.527015426176824,6.762719524709945,0.014381535972348508,0.932225408694167,0.38895421343075703
ITO50 + chirped DBR (air),0.41737007594438047,4.079027038270349,0.8639050215751829,4.942932059845533,7.229994661407654,1.1716621780729242,0.915979464609003,0.3823024187073525
ITO50 + chirped DBR + Ag,0.41673362662949753,5.0769982828702,0.003628350462385113,5.080626633332585,8.881648979926862,0.004278764873960329,0.9111373117965044,0.3797015563024085
ITO50 + 2 pairs + Ag (re-opt),0.4213431506509894,4.410997103589452,0.00289055192548983,4.41388765551494,7.886420920173837,0.0032821043419898107,0.921098705515688,0.3880986306425278
