theta_deg,ITO50 + chirped DBR (air): 1-R (%),ITO50 + chirped DBR + Ag: 1-R (%),Ag: 1-R (%),ITO50 + DBR + Ag (re-opt): 1-R (%),LiF only + Ag (no ITO50): 1-R (%),ITO50 + chirped DBR (air): T (%),ITO50 + chirped DBR + Ag: T (%),Ag: T (%),ITO50 + DBR + Ag (re-opt): T (%),LiF only + Ag (no ITO50): T (%),cos.sin (norm)
49.25,4.546269914324803,4.820971614057877,4.420905182743519,4.653708622859041,4.567188684286753,0.0,0.0,0.0,0.0,0.0,0.9890535234894618
49.75,4.573599821875339,4.886271011548732,4.414542116284405,4.705697191762446,4.583410252746906,0.0,0.0,0.0,0.0,0.0,0.9863231577008137
50.25000000000001,4.588917762751825,4.961151762020286,4.411660006075724,4.759095068189668,4.596215840403907,0.0,0.0,0.0,0.0,0.0,0.9832923483236025
50.75,4.58736974635342,5.047154910814832,4.412417397244921,4.813447809210014,4.605670108232968,0.0,0.0,0.0,0.0,0.0,0.9799620185717254
51.25000000000001,4.569694685516773,5.144472188922083,4.41692216258507,4.868202356504367,4.611971196161986,0.0,0.0,0.0,0.0,0.0,0.9763331828958858
51.75,4.542606827866842,5.251609797639636,4.425232186525581,4.922726476257626,4.615462337858625,0.0,0.0,0.0,0.0,0.0,0.9724069466745845
52.25000000000001,4.515822148605658,5.365335865735721,4.437357448738879,4.97633824472492,4.616636569744254,0.0,0.0,0.0,0.0,0.0,0.9681845058774083
52.75,4.498183678146936,5.4810249192704905,4.453262951409093,5.028345789784895,4.616132427193484,0.0,0.0,0.0,0.0,0.0,0.9636671467007281
53.24999999999999,4.495150425918274,5.593470327615668,4.472872066315892,5.078096280365572,4.614719498839835,0.0,0.0,0.0,0.0,0.0,0.9588562451759096
53.75,4.508187354061157,5.698099995115094,4.496069994170669,5.12503137550388,4.613273951560321,0.0,0.0,0.0,0.0,0.0,0.9537532667501613
54.25,4.535459874104686,5.7922916533125814,4.522707134618986,5.168744272950835,4.612745460016796,0.0,0.0,0.0,0.0,0.0,0.9483597658401457
54.75000000000001,4.573034283536156,5.876277968820517,4.552602254381465,5.20903163664245,4.614118139902962,0.0,0.0,0.0,0.0,0.0,0.9426773853584879
55.25,4.61607879259541,5.9531888187941036,4.585545404822571,5.2459326774382555,4.618368875406915,0.0,0.0,0.0,0.0,0.0,0.936707856213329
55.75000000000001,4.659907053182464,6.028147603236598,4.621300575758562,5.279748097487675,4.626426707543041,0.0,0.0,0.0,0.0,0.0,0.9304529967810745
56.25,4.700881179646028,6.106771460794396,4.65960808431898,5.311033762515252,4.6391366764752044,0.0,0.0,0.0,0.0,0.0,0.9239147123525003
56.75000000000001,4.737127405734011,6.1936011533885456,4.70018669668586,5.340567618921891,4.657230759190504,0.0,0.0,0.0,0.0,0.0,0.9170949945523804
57.25,4.768885589061826,6.290861189941109,4.7427354781796796,5.3692927872556755,4.68130746929886,0.0,0.0,0.0,0.0,0.0,0.9099959207328213
57.74999999999999,4.798328923446613,6.3977667388583,4.786935372087303,5.398243874522102,4.711820495016677,0.0,0.0,0.0,0.0,0.0,0.9026196533404786
