case,k,U_k (power at pass k),p_k,A'_k,eta_ext^(k),fraction >60 deg,cumulative eta_ext,p (cos.sin),A' (cos.sin),eq3
Ag n_sub 1.5,38,0.00036858259401918345,0.07947690472051411,0.053771895502519484,2.9293803706502577e-05,0.9075811118288721,0.9110696043652938,0.4273761614677933,0.02755034248112953,0.9644005268479652
Ag n_sub 1.5,39,0.0003210215363630859,0.07771161282712334,0.05382931837387617,2.4947101343016427e-05,0.9093585445169262,0.9110945514666369,0.4273761614677933,0.02755034248112953,0.9644005268479652
Ag n_sub 1.5,40,0.0002801162229823731,0.07601189613535723,0.0538834582100961,2.129216524716471e-05,0.9110701689901288,0.911115843631884,0.4273761614677933,0.02755034248112953,0.9644005268479652
Ag n_sub 1.5,41,0.00024485908946446215,0.07438053547586843,0.05393441966396362,1.8212750190500267e-05,0.9127131490813316,0.9111340563820746,0.4273761614677933,0.02755034248112953,0.9644005268479652
Ag n_sub 1.5,42,0.00021440555254318696,0.07281961816599931,0.05398231088510952,1.5612930468864977e-05,0.9142853500533756,0.9111496693125434,0.4273761614677933,0.02755034248112953,0.9644005268479652
Ag n_sub 1.5,43,0.00018804628540142922,0.07133055311303949,0.0540272435858582,1.3413445548536428e-05,0.9157853234750579,0.9111630827580919,0.4273761614677933,0.02755034248112953,0.9644005268479652
Ag n_sub 1.5,44,0.00016518438362208144,0.06991410027068412,0.05406933280674209,1.1548717559705355e-05,0.91721227755043,0.9111746314756516,0.4273761614677933,0.02755034248112953,0.9644005268479652
Ag n_sub 1.5,45,0.00014531653577823882,0.0685704117846043,0.05410869645057326,9.96441469742602e-06,0.9185660356060733,0.9111845958903491,0.4273761614677933,0.02755034248112953,0.9644005268479652
Ag n_sub 1.5,46,0.000128017476645227,0.06729908208679888,0.05414545464968912,8.61545866929199e-06,0.9198469855137548,0.9111932113490183,0.4273761614677933,0.02755034248112953,0.9644005268479652
Ag n_sub 1.5,47,0.00011292713404520062,0.06609920426290862,0.05417972902488366,7.464393700078578e-06,0.9210560227578688,0.9112006757427183,0.4273761614677933,0.02755034248112953,0.9644005268479652
Ag n_sub 1.5,48,9.973998837138615e-05,0.06496943019506007,0.05421164188712313,6.4800502121508754e-06,0.9221944896749679,0.9112071557929305,0.4273761614677933,0.02755034248112953,0.9644005268479652
Ag n_sub 1.5,49,8.819625167458465e-05,0.06390803224490875,0.05424131542504684,5.636448895899443e-06,0.9232641131266843,0.9112127922418265,0.4273761614677933,0.02755034248112953,0.9644005268479652
Ag n_sub 1.5,50,7.807454468025074e-05,0.06291296455723865,0.05426887091299548,4.91190106229116e-06,0.924266942547592,0.9112177041428888,0.4273761614677933,0.02755034248112953,0.9644005268479652
Ag n_sub 1.5,51,6.918580834094275e-05,0.06198192240614613,0.054294427966282366,4.288269404194811e-06,0.9252052899638795,0.9112219924122931,0.4273761614677933,0.02755034248112953,0.9644005268479652
Ag n_sub 1.5,52,6.136823401659901e-05,0.061112398350065135,0.054318103863049805,3.7503599632624166e-06,0.9260816732305759,0.9112257427722563,0.4273761614677933,0.02755034248112953,0.9644005268479652
Ag n_sub 1.5,53,5.448303513315078e-05,0.06030173429026874,0.054340012945442995,3.285421507926635e-06,0.9268987634031133,0.9112290281937643,0.4273761614677933,0.02755034248112953,0.9644005268479652
Ag n_sub 1.5,54,4.841091483122753e-05,0.05954716882679477,0.05436026610721245,2.8827329185146883e-06,0.9276593368564494,0.9112319109266828,0.4273761614677933,0.02755034248112953,0.9644005268479652
