case,k,U_k (power at pass k),p_k,A'_k,eta_ext^(k),fraction >60 deg,cumulative eta_ext,p (cos.sin),A' (cos.sin),eq3
Ag n_sub 1.5,235,1.3396505876556992e-13,0.050690789275525144,0.054588484267830584,6.7907945641688475e-15,0.9365880384081746,0.9112542358833411,0.4273761614677933,0.02755034248112953,0.9644005268479652
Ag n_sub 1.5,236,1.202191364967963e-13,0.0506907892160046,0.05458848426930629,6.094002907889187e-15,0.9365880384681926,0.9112542358833472,0.4273761614677933,0.02755034248112953,0.9644005268479652
Ag n_sub 1.5,237,1.0788365947130347e-13,0.05069078916166373,0.05458848427065388,5.4687078362485705e-15,0.9365880385229873,0.9112542358833526,0.4273761614677933,0.02755034248112953,0.9644005268479652
Ag n_sub 1.5,238,9.681390434774263e-14,0.050690789112051764,0.054588484271883675,4.907573208405773e-15,0.9365880385730138,0.9112542358833575,0.4273761614677933,0.02755034248112953,0.9644005268479652
Ag n_sub 1.5,239,8.687999759615216e-14,0.05069078906675723,0.054588484273006777,4.4040156322669245e-15,0.9365880386186867,0.911254235883362,0.4273761614677933,0.02755034248112953,0.9644005268479652
Ag n_sub 1.5,240,7.796539178449285e-14,0.05069078902540434,0.05458848427403218,3.9521272262307195e-15,0.936588038660385,0.911254235883366,0.4273761614677933,0.02755034248112953,0.9644005268479652
Ag n_sub 1.5,241,6.996549821079385e-14,0.05069078898765015,0.05458848427496843,3.5466063062191653e-15,0.9365880386984545,0.9112542358833695,0.4273761614677933,0.02755034248112953,0.9644005268479652
Ag n_sub 1.5,242,6.278645983855427e-14,0.05069078895318144,0.05458848427582308,3.182695184793557e-15,0.9365880387332114,0.9112542358833727,0.4273761614677933,0.02755034248112953,0.9644005268479652
Ag n_sub 1.5,243,5.634405013912454e-14,0.050690788921712304,0.05458848427660301,2.8561243525967368e-15,0.9365880387649433,0.9112542358833756,0.4273761614677933,0.02755034248112953,0.9644005268479652
Ag n_sub 1.5,244,5.0562684921968956e-14,0.05069078889298171,0.05458848427731555,2.563062387241878e-15,0.9365880387939138,0.9112542358833782,0.4273761614677933,0.02755034248112953,0.9644005268479652
Ag n_sub 1.5,245,4.537453555931734e-14,0.050690788866751345,0.05458848427796581,2.3000710019642567e-15,0.9365880388203633,0.9112542358833805,0.4273761614677933,0.02755034248112953,0.9644005268479652
Ag n_sub 1.5,246,4.0718733201302217e-14,0.05069078884280365,0.05458848427855956,2.0640647066536688e-15,0.936588038844511,0.9112542358833826,0.4273761614677933,0.02755034248112953,0.9644005268479652
Ag n_sub 1.5,247,3.654065464520454e-14,0.05069078882093994,0.05458848427910179,1.8522746079989616e-15,0.9365880388665576,0.9112542358833845,0.4273761614677933,0.02755034248112953,0.9644005268479652
Ag n_sub 1.5,248,3.2791281480420855e-14,0.0506907888009789,0.054588484279596616,1.6622159240374644e-15,0.9365880388866853,0.9112542358833862,0.4273761614677933,0.02755034248112953,0.9644005268479652
Ag n_sub 1.5,249,2.9426624990456395e-14,0.05069078878275492,0.0545884842800487,1.4916588319805626e-15,0.9365880389050616,0.9112542358833876,0.4273761614677933,0.02755034248112953,0.9644005268479652
Ag n_sub 1.5,250,2.640721006472936e-14,0.05069078876611686,0.054588484280461036,1.338602307293671e-15,0.9365880389218386,0.9112542358833889,0.4273761614677933,0.02755034248112953,0.9644005268479652
Ag n_sub 1.5,251,2.3697612065291477e-14,0.05069078875092669,0.054588484280837735,1.2012506471031018e-15,0.9365880389371558,0.9112542358833902,0.4273761614677933,0.02755034248112953,0.9644005268479652
Ag n_sub 1.5,252,2.1266041214852418e-14,0.05069078873705844,0.05458848428118179,1.0779924024956616e-15,0.9365880389511396,0.9112542358833913,0.4273761614677933,0.02755034248112953,0.9644005268479652
Ag n_sub 1.5,253,1.908396963002921e-14,0.050690788724397036,0.05458848428149565,9.673814725386201e-16,0.936588038963907,0.9112542358833923,0.4273761614677933,0.02755034248112953,0.9644005268479652
Ag n_sub 1.5,254,1.7125796624067892e-14,0.05069078871283746,0.0545884842817822,8.681201382096507e-16,0.9365880389755631,0.9112542358833932,0.4273761614677933,0.02755034248112953,0.9644005268479652
Ag n_sub 1.5,255,1.536854835227301e-14,0.05069078870228387,0.05458848428204377,7.790438371859041e-16,0.9365880389862051,0.9112542358833939,0.4273761614677933,0.02755034248112953,0.9644005268479652
Ag n_sub 1.5,256,1.3791608276299156e-14,0.050690788692648654,0.05458848428228247,6.991075008656649e-16,0.9365880389959206,0.9112542358833946,0.4273761614677933,0.02755034248112953,0.9644005268479652
Ag n_sub 1.5,257,1.2376475285034438e-14,0.050690788683851934,0.05458848428250074,6.273732933245969e-16,0.9365880390047908,0.9112542358833953,0.4273761614677933,0.02755034248112953,0.9644005268479652
Ag n_sub 1.5,258,1.110654663428088e-14,0.05069078867582074,0.05458848428269991,5.629996083564801e-16,0.9365880390128891,0.9112542358833958,0.4273761614677933,0.02755034248112953,0.9644005268479652
Ag n_sub 1.5,259,9.96692315861794e-15,0.05069078866848845,0.054588484282881544,5.052311955085654e-16,0.9365880390202826,0.9112542358833964,0.4273761614677933,0.02755034248112953,0.9644005268479652
Ag n_sub 1.5,260,8.944234470139055e-15,0.05069078866179422,0.05458848428304752,4.533902992673538e-16,0.9365880390270328,0.9112542358833968,0.4273761614677933,0.02755034248112953,0.9644005268479652
Ag n_sub 1.5,261,8.026482093242722e-15,0.050690788655682564,0.05458848428319907,4.068687074371874e-16,0.9365880390331955,0.9112542358833973,0.4273761614677933,0.02755034248112953,0.9644005268479652
Ag n_sub 1.5,262,7.20289869509072e-15,0.05069078865010274,0.05458848428333751,3.6512061542094455e-16,0.9365880390388218,0.9112542358833976,0.4273761614677933,0.02755034248112953,0.9644005268479652
Ag n_sub 1.5,263,6.4638217601848805e-15,0.05069078864500853,0.054588484283463745,3.276562226845388e-16,0.9365880390439586,0.9112542358833979,0.4273761614677933,0.02755034248112953,0.9644005268479652
Ag n_sub 1.5,264,5.800580226976482e-15,0.050690788640357615,0.0545884842835791,2.9403598627710247e-16,0.9365880390486485,0.9112542358833983,0.4273761614677933,0.02755034248112953,0.9644005268479652
Ag n_sub 1.5,265,5.2053927564965396e-15,0.05069078863611143,0.05458848428368446,2.6386546398751154e-16,0.9365880390529303,0.9112542358833985,0.4273761614677933,0.02755034248112953,0.9644005268479652
Ag n_sub 1.5,266,4.6712764394655005e-15,0.05069078863223478,0.05458848428378038,2.3679068663568393e-16,0.9365880390568391,0.9112542358833987,0.4273761614677933,0.02755034248112953,0.9644005268479652
Ag n_sub 1.5,267,4.191964870808068e-15,0.05069078862869546,0.05458848428386831,2.1249400520504846e-16,0.9365880390604079,0.9112542358833989,0.4273761614677933,0.02755034248112953,0.9644005268479652
Ag n_sub 1.5,268,3.761834630399953e-15,0.05069078862546417,0.05458848428394836,1.9069036409355514e-16,0.9365880390636665,0.9112542358833992,0.4273761614677933,0.02755034248112953,0.9644005268479652
Ag n_sub 1.5,269,3.3758393074976707e-15,0.050690788622514055,0.05458848428402163,1.7112395675993866e-16,0.936588039066641,0.9112542358833994,0.4273761614677933,0.02755034248112953,0.9644005268479652
Ag n_sub 1.5,270,3.029450294807139e-15,0.05069078861982069,0.05458848428408836,1.5356522452832216e-16,0.936588039069357,0.9112542358833995,0.4273761614677933,0.02755034248112953,0.9644005268479652
Ag n_sub 1.5,271,2.7186036575702013e-15,0.05069078861736171,0.05458848428414931,1.3780816334027748e-16,0.9365880390718364,0.9112542358833996,0.4273761614677933,0.02755034248112953,0.9644005268479652
Ag n_sub 1.5,272,2.4396524543219927e-15,0.05069078861511671,0.05458848428420515,1.236679068563868e-16,0.9365880390741002,0.9112542358833997,0.4273761614677933,0.02755034248112953,0.9644005268479652
Ag n_sub 1.5,273,2.1893239499326833e-15,0.05069078861306706,0.05458848428425567,1.1097855755156267e-16,0.936588039076167,0.9112542358833998,0.4273761614677933,0.02755034248112953,0.9644005268479652
Ag n_sub 1.5,274,1.9646812189447668e-15,0.05069078861119581,0.054588484284302186,9.959124035791569e-17,0.9365880390780539,0.9112542358833999,0.4273761614677933,0.02755034248112953,0.9644005268479652
Ag n_sub 1.5,275,1.7630886887252987e-15,0.05069078860948738,0.054588484284344485,8.93723560199524e-17,0.9365880390797766,0.9112542358834,0.4273761614677933,0.02755034248112953,0.9644005268479652
Ag n_sub 1.5,276,1.5821812181754917e-15,0.050690788607927625,0.05458848428438323,8.020201366996727e-17,0.9365880390813492,0.9112542358834002,0.4273761614677933,0.02755034248112953,0.9644005268479652
Ag n_sub 1.5,277,1.4198363492202744e-15,0.0506907886065036,0.05458848428441854,7.197262423415475e-17,0.9365880390827854,0.9112542358834003,0.4273761614677933,0.02755034248112953,0.9644005268479652
Ag n_sub 1.5,278,1.2741494055243548e-15,0.050690788605203506,0.054588484284450844,6.458763816688078e-17,0.9365880390840962,0.9112542358834004,0.4273761614677933,0.02755034248112953,0.9644005268479652
Ag n_sub 1.5,279,1.1434111462858231e-15,0.05069078860401656,0.054588484284480154,5.796041270385091e-17,0.9365880390852931,0.9112542358834005,0.4273761614677933,0.02755034248112953,0.9644005268479652
Ag n_sub 1.5,280,1.0260877129352174e-15,0.050690788602932885,0.05458848428450713,5.201319534446599e-17,0.9365880390863858,0.9112542358834005,0.4273761614677933,0.02755034248112953,0.9644005268479652
Ag n_sub 1.5,281,9.208026334690014e-16,0.05069078860194355,0.05458848428453145,4.6676211637290065e-17,0.9365880390873835,0.9112542358834005,0.4273761614677933,0.02755034248112953,0.9644005268479652
Ag n_sub 1.5,282,8.26320673287158e-16,0.05069078860104029,0.054588484284553984,4.1886846566268606e-17,0.9365880390882942,0.9112542358834005,0.4273761614677933,0.02755034248112953,0.9644005268479652
Ag n_sub 1.5,283,7.415333430683128e-16,0.05069078860021564,0.05458848428457419,3.7588909933487023e-17,0.9365880390891258,0.9112542358834005,0.4273761614677933,0.02755034248112953,0.9644005268479652
Ag n_sub 1.5,284,6.654458936566448e-16,0.05069078859946274,0.054588484284593064,3.373197711972954e-17,0.9365880390898849,0.9112542358834005,0.4273761614677933,0.02755034248112953,0.9644005268479652
Ag n_sub 1.5,285,5.971656453808827e-16,0.05069078859877539,0.05458848428461027,3.02707974884536e-17,0.9365880390905782,0.9112542358834005,0.4273761614677933,0.02755034248112953,0.9644005268479652
Ag n_sub 1.5,286,5.358915148816275e-16,0.0506907885981478,0.054588484284625705,2.7164763492405757e-17,0.936588039091211,0.9112542358834005,0.4273761614677933,0.02755034248112953,0.9644005268479652
Ag n_sub 1.5,287,4.809046165727472e-16,0.050690788597574865,0.054588484284639804,2.4377434254286927e-17,0.9365880390917883,0.9112542358834005,0.4273761614677933,0.02755034248112953,0.9644005268479652
Ag n_sub 1.5,288,4.315598284705099e-16,0.05069078859705179,0.054588484284653016,2.187610803197855e-17,0.936588039092316,0.9112542358834005,0.4273761614677933,0.02755034248112953,0.9644005268479652
Ag n_sub 1.5,289,3.8727822343835313e-16,0.050690788596574214,0.054588484284664784,1.963143855237039e-17,0.9365880390927976,0.9112542358834005,0.4273761614677933,0.02755034248112953,0.9644005268479652
Ag n_sub 1.5,290,3.475402770484914e-16,0.05069078859613822,0.05458848428467544,1.7617090712508387e-17,0.9365880390932373,0.9112542358834005,0.4273761614677933,0.02755034248112953,0.9644005268479652
Ag n_sub 1.5,291,3.118797723730588e-16,0.05069078859574015,0.054588484284685435,1.5809431608650285e-17,0.9365880390936386,0.9112542358834005,0.4273761614677933,0.02755034248112953,0.9644005268479652
Ag n_sub 1.5,292,2.798783301940541e-16,0.050690788595376735,0.054588484284694316,1.4187253268293842e-17,0.936588039094005,0.9112542358834005,0.4273761614677933,0.02755034248112953,0.9644005268479652
Ag n_sub 1.5,293,2.5116050045895097e-16,0.05069078859504494,0.054588484284702754,1.273152383219037e-17,0.9365880390943397,0.9112542358834005,0.4273761614677933,0.02755034248112953,0.9644005268479652
Ag n_sub 1.5,294,2.253893573935305e-16,0.050690788594742006,0.05458848428471008,1.1425164267140207e-17,0.9365880390946449,0.9112542358834005,0.4273761614677933,0.02755034248112953,0.9644005268479652
Ag n_sub 1.5,295,2.0226254659254065e-16,0.050690788594465463,0.054588484284717076,1.0252847989900699e-17,0.936588039094924,0.9112542358834005,0.4273761614677933,0.02755034248112953,0.9644005268479652
Ag n_sub 1.5,296,1.815087377115241e-16,0.05069078859421297,0.05458848428472329,9.200821051337319e-18,0.9365880390951786,0.9112542358834005,0.4273761614677933,0.02755034248112953,0.9644005268479652
Ag n_sub 1.5,297,1.6288444114178082e-16,0.05069078859398245,0.054588484284729066,8.256740771166988e-18,0.936588039095411,0.9112542358834005,0.4273761614677933,0.02755034248112953,0.9644005268479652
Ag n_sub 1.5,298,1.4617115132078869e-16,0.05069078859377197,0.054588484284734506,7.409530930110351e-18,0.9365880390956232,0.9112542358834005,0.4273761614677933,0.02755034248112953,0.9644005268479652
Ag n_sub 1.5,299,1.3117278316258413e-16,0.05069078859357983,0.054588484284738836,6.6492518205260406e-18,0.936588039095817,0.9112542358834005,0.4273761614677933,0.02755034248112953,0.9644005268479652
Ag n_sub 1.8,0,1.0,0.2432980636200934,0.03650259763426067,0.2432980636200934,0.48291892197853237,0.2432980636200934,0.2884110764088703,0.03096722613039793,0.9290186914636044
Ag n_sub 1.8,1,0.7290794384297008,0.23521631471782262,0.037852450126741544,0.17149137864397387,0.4888072715071771,0.4147894422640673,0.2884110764088703,0.03096722613039793,0.9290186914636044
Ag n_sub 1.8,2,0.5364812058493404,0.22747329531395366,0.03922129889767445,0.12203514776855298,0.5011954748054961,0.5368245900326203,0.2884110764088703,0.03096722613039793,0.9290186914636044
Ag n_sub 1.8,3,0.39819028016154445,0.2200859908072002,0.04057478705312956,0.08763610233915015,0.5169029858484593,0.6244606923717704,0.2884110764088703,0.03096722613039793,0.9290186914636044
Ag n_sub 1.8,4,0.2979529408664572,0.21311493918879687,0.04188908283747517,0.06349822287387821,0.5339600222632538,0.6879589152456486,0.2884110764088703,0.03096722613039793,0.9290186914636044
Ag n_sub 1.8,5,0.2246331408759376,0.20661478414300005,0.04314754304159851,0.046412527913445974,0.5511453637757175,0.7343714431590945,0.2884110764088703,0.03096722613039793,0.9290186914636044
Ag n_sub 1.8,6,0.17053041828286994,0.20061995722277878,0.044339207155380755,0.03421180522109194,0.5677168586790801,0.7685832483801864,0.2884110764088703,0.03096722613039793,0.9290186914636044
Ag n_sub 1.8,7,0.1302740011300245,0.1951431038879212,0.0454577883947489,0.025422072936411532,0.5832466494296709,0.794005321316598,0.2884110764088703,0.03096722613039793,0.9290186914636044
Ag n_sub 1.8,8,0.10008529023350772,0.19017802801032024,0.046500786509911074,0.019034023129449063,0.5975155893873646,0.813039344446047,0.2884110764088703,0.03096722613039793,0.9290186914636044
Ag n_sub 1.8,9,0.07728206220748195,0.18570399440792848,0.047468654197939886,0.01435158764801141,0.6104427326437616,0.8273909320940583,0.2884110764088703,0.03096722613039793,0.9290186914636044
Ag n_sub 1.8,10,0.05994302994358149,0.18169008629439962,0.04836403361774877,0.010891054283197102,0.6220368310380384,0.8382819863772555,0.2884110764088703,0.03096722613039793,0.9290186914636044
Ag n_sub 1.8,11,0.04667943665879306,0.17809906411786214,0.04919108989005694,0.008313563982480069,0.6323624668803796,0.8465955503597355,0.2884110764088703,0.03096722613039793,0.9290186914636044
Ag n_sub 1.8,12,0.036478453396086984,0.17489051698697794,0.04995495738168543,0.0063797355733270335,0.6415163950547373,0.8529752859330626,0.2884110764088703,0.03096722613039793,0.9290186914636044
Ag n_sub 1.8,13,0.028595000897560584,0.172023274240282,0.05066130084143183,0.004919005681302174,0.6496112263702453,0.8578942916143648,0.2884110764088703,0.03096722613039793,0.9290186914636044
Ag n_sub 1.8,14,0.022476421767344133,0.1694571370961181,0.051315983076966165,0.0038087900848590077,0.6567644552377997,0.8617030816992238,0.2884110764088703,0.03096722613039793,0.9290186914636044
Ag n_sub 1.8,15,0.017709584196544042,0.16715403385132785,0.05192482489570316,0.0029602284362820635,0.6630913682845835,0.8646633101355059,0.2884110764088703,0.03096722613039793,0.9290186914636044
Ag n_sub 1.8,16,0.013983413062019286,0.16507871546210465,0.0524934407534261,0.0023083638660541593,0.6687007336479743,0.86697167400156,0.2884110764088703,0.03096722613039793,0.9290186914636044
Ag n_sub 1.8,17,0.011062113214209496,0.16319910372120153,0.05302713379259549,0.0018053269618214494,0.6736924398468609,0.8687770009633815,0.2884110764088703,0.03096722613039793,0.9290186914636044
Ag n_sub 1.8,18,0.008765863616006786,0.16148639015273827,0.05353083563370231,0.0014155676719201649,0.6781564621605218,0.8701925686353017,0.2884110764088703,0.03096722613039793,0.9290186914636044
Ag n_sub 1.8,19,0.006956775795359637,0.15991496594632293,0.054009078603890925,0.0011124925644111399,0.6821726988793774,0.8713050611997128,0.2884110764088703,0.03096722613039793,0.9290186914636044
Ag n_sub 1.8,20,0.005528594010574356,0.1584622453372688,0.05446599052376777,0.0008760734204737885,0.6858113481204219,0.8721811346201866,0.2884110764088703,0.03096722613039793,0.9290186914636044
Ag n_sub 1.8,21,0.004399078236878637,0.15710842876679423,0.05490530442817443,0.0006911322698182022,0.6891335942468909,0.8728722668900049,0.2884110764088703,0.03096722613039793,0.9290186914636044
Ag n_sub 1.8,22,0.0035043275362338804,0.15583623876009287,0.055330377531231156,0.000546101222630111,0.6921924466321628,0.873418368112635,0.2884110764088703,0.03096722613039793,0.9290186914636044
Ag n_sub 1.8,23,0.0027945188543047066,0.15463065088029573,0.05574421532160412,0.0004321182693383951,0.6950336274365818,0.8738504863819734,0.2884110764088703,0.03096722613039793,0.9290186914636044
Ag n_sub 1.8,24,0.002230686872469705,0.15347863411380414,0.05614949790845747,0.00034236277432224394,0.6976964435726742,0.8741928491562956,0.2884110764088703,0.03096722613039793,0.9290186914636044
Ag n_sub 1.8,25,0.0017822756277029177,0.152368909213168,0.056548606676045,0.0002715633933103079,0.7002146048391636,0.8744644125496059,0.2884110764088703,0.03096722613039793,0.9290186914636044
Ag n_sub 1.8,26,0.00142526654604123,0.15129172942684288,0.05694364999820145,0.00021563104064480066,0.7026169683564714,0.8746800435902508,0.2884110764088703,0.03096722613039793,0.9290186914636044
Ag n_sub 1.8,27,0.0011407399869764266,0.1502386852718968,0.05733648726438079,0.000171383275880419,0.7049282013434127,0.8748514268661312,0.2884110764088703,0.03096722613039793,0.9290186914636044
Ag n_sub 1.8,28,0.0009137649234544394,0.1492025332089477,0.05772875082156981,0.00013633604133688254,0.707169361777725,0.874987762907468,0.2884110764088703,0.03096722613039793,0.9290186914636044
Ag n_sub 1.8,29,0.0007325384591294205,0.14817704698022433,0.05812186567872224,0.00010854538567324128,0.709358400951741,0.8750963082931413,0.2884110764088703,0.03096722613039793,0.9290186914636044
Ag n_sub 1.8,30,0.0005877165843832144,0.14715688975805238,0.0585170669819739,8.648654461705977e-05,0.7115105943641715,0.8751827948377584,0.2884110764088703,0.03096722613039793,0.9290186914636044
Ag n_sub 1.8,31,0.0004718920216953147,0.14613750496359035,0.05891541537266276,6.896112266277774e-05,0.7136389084869393,0.8752517559604212,0.2884110764088703,0.03096722613039793,0.9290186914636044
Ag n_sub 1.8,32,0.0003791856914783637,0.14511502353963587,0.05931781040310957,5.502554054477585e-05,0.7157543112048438,0.875306781500966,0.2884110764088703,0.03096722613039793,0.9290186914636044
Ag n_sub 1.8,33,0.00030492628285205706,0.144086185516154,0.05972500221984178,4.3935664959772736e-05,0.7178660334813627,0.8753507171659257,0.2884110764088703,0.03096722613039793,0.9290186914636044
Ag n_sub 1.8,34,0.00024539837754273966,0.1430482738375291,0.060137601739448154,3.5103814310019174e-05,0.7199817892798765,0.8753858209802358,0.2884110764088703,0.03096722613039793,0.9290186914636044
Ag n_sub 1.8,35,0.0001976440757788093,0.14199905858959616,0.06055608954489755,2.8065272696401725e-05,0.7221079601113388,0.8754138862529321,0.2884110764088703,0.03096722613039793,0.9290186914636044
Ag n_sub 1.8,36,0.00015930648979978375,0.14093674994855326,0.06098082372441982,2.2452138918093874e-05,0.7242497498779717,0.8754363383918502,0.2884110764088703,0.03096722613039793,0.9290186914636044
Ag n_sub 1.8,37,0.00012850607852884783,0.1398599583583474,0.06141204686380619,1.7972854791839182e-05,0.7264113149923875,0.8754543112466421,0.2884110764088703,0.03096722613039793,0.9290186914636044
Ag n_sub 1.8,38,0.00010374279732053709,0.13876766061972645,0.06184989238833727,1.4396145290317359e-05,0.7285958741028404,0.8754687073919324,0.2884110764088703,0.03096722613039793,0.9290186914636044
Ag n_sub 1.8,39,8.381857782385044e-05,0.1376591707386533,0.06229439043366647,1.1538395915724528e-05,0.7308058011625127,0.8754802457878481,0.2884110764088703,0.03096722613039793,0.9290186914636044
Ag n_sub 1.8,40,6.777584503504811e-05,0.1365341145326154,0.06274547340672165,9.253714988560053e-06,0.7330427050485612,0.8754894995028367,0.2884110764088703,0.03096722613039793,0.9290186914636044
Ag n_sub 1.8,41,5.484870389547864e-05,0.13539240713055758,0.06320298137853786,7.426098048400044e-06,0.7353074984638849,0.8754969256008851,0.2884110764088703,0.03096722613039793,0.9290186914636044
Ag n_sub 1.8,42,4.442414827599482e-05,0.13423423262665118,0.06366666743119442,5.963241453920734e-06,0.7376004584368948,0.8755028888423391,0.2884110764088703,0.03096722613039793,0.9290186914636044
Ag n_sub 1.8,43,3.601120777988077e-05,0.1330600252612177,0.06413620306093004,4.791652216877895e-06,0.7399212803661529,0.875507680494556,0.2884110764088703,0.03096722613039793,0.9290186914636044
Ag n_sub 1.8,44,2.9216388185805467e-05,0.13187045160528577,0.06461118371923302,3.852778304337503e-06,0.7422691272314166,0.8755115332728604,0.2884110764088703,0.03096722613039793,0.9290186914636044
Ag n_sub 1.8,45,2.372410684482254e-05,0.1306663933198133,0.06509113455345472,3.0999434761468568e-06,0.7446426753044986,0.8755146332163365,0.2884110764088703,0.03096722613039793,0.9290186914636044
Ag n_sub 1.8,46,1.9281095920513093e-05,0.12944893014766626,0.06557551638844394,2.495917238984952e-06,0.7470401574372322,0.8755171291335755,0.2884110764088703,0.03096722613039793,0.9290186914636044
Ag n_sub 1.8,47,1.568396020525921e-05,0.1282193228768468,0.06606373197116211,2.0109867575457467e-06,0.7494594047753803,0.875519140120333,0.2884110764088703,0.03096722613039793,0.9290186914636044
Ag n_sub 1.8,48,1.2769244892116693e-05,0.1269789960877501,0.0665551324814434,1.6214258971996085e-06,0.7518978875431112,0.8755207615462303,0.2884110764088703,0.03096722613039793,0.9290186914636044
Ag n_sub 1.8,49,1.0405501868122374e-05,0.12572952056565825,0.06704902429436022,1.3082787611240873e-06,0.7543527553601695,0.8755220698249914,0.2884110764088703,0.03096722613039793,0.9290186914636044
Ag n_sub 1.8,50,8.48694840797549e-06,0.12447259532226078,0.0675446759633942,1.0563924947068387e-06,0.7568208773913194,0.8755231262174861,0.2884110764088703,0.03096722613039793,0.9290186914636044
Ag n_sub 1.8,51,6.928395513577393e-06,0.12321002922653151,0.06804132537906982,8.536478137208405e-07,0.7592988824839579,0.8755239798652998,0.2884110764088703,0.03096722613039793,0.9290186914636044
Ag n_sub 1.8,52,5.66118920543592e-06,0.12194372229546963,0.06853818704527737,6.903464843297882e-07,0.7617831993244047,0.8755246702117842,0.2884110764088703,0.03096722613039793,0.9290186914636044
Ag n_sub 1.8,53,4.629960467404681e-06,0.12067564673862007,0.06903445940538766,5.587234737783036e-07,0.7642700965360133,0.875525228935258,0.2884110764088703,0.03096722613039793,0.9290186914636044
Ag n_sub 1.8,54,3.790021138563949e-06,0.11940782788652095,0.06952933214274526,4.525581917999202e-07,0.7667557225529071,0.8755256814934498,0.2884110764088703,0.03096722613039793,0.9290186914636044
Ag n_sub 1.8,55,3.105276088513981e-06,0.11814232516193107,0.07002199337525927,3.6686453736678823e-07,0.7692361450317675,0.8755260483579872,0.2884110764088703,0.03096722613039793,0.9290186914636044
Ag n_sub 1.8,56,2.546548281561206e-06,0.11688121327363052,0.07051163666176397,2.9764365280875264e-07,0.7717073895106136,0.87552634600164,0.2884110764088703,0.03096722613039793,0.9290186914636044
Ag n_sub 1.8,57,2.090234233865965e-06,0.11562656382567087,0.0709974677384716,2.4168660205270525e-07,0.7741654769875821,0.8755265876882421,0.2884110764088703,0.03096722613039793,0.9290186914636044
Ag n_sub 1.8,58,1.717224004258731e-06,0.11438042754029773,0.07147871090709534,1.964168157895757e-07,0.7766064600737528,0.8755267841050579,0.2884110764088703,0.03096722613039793,0.9290186914636044
Ag n_sub 1.8,59,1.4120331113640314e-06,0.1131448172906723,0.07195461500189726,1.5976422839366286e-07,0.7790264573711277,0.8755269438692863,0.2884110764088703,0.03096722613039793,0.9290186914636044
Ag n_sub 1.8,60,1.162104331687277e-06,0.11192169213052248,0.07242445887065363,1.3006468323465e-07,0.7814216857386836,0.8755270739339696,0.2884110764088703,0.03096722613039793,0.9290186914636044
Ag n_sub 1.8,61,9.572457561824504e-07,0.110712942492654,0.0728875563140352,1.0597949435556472e-07,0.7837884901343534,0.875527179913464,0.2884110764088703,0.03096722613039793,0.9290186914636044
Ag n_sub 1.8,62,7.891782034685034e-07,0.10952037670775637,0.07334326043875028,8.64310941334209e-08,0.7861233707569304,0.8755272663445581,0.2884110764088703,0.03096722613039793,0.9290186914636044
Ag n_sub 1.8,63,6.511704531950778e-07,0.10834570897015836,0.07379096739151358,7.055152441184002e-08,0.7884230072570915,0.8755273368960825,0.2884110764088703,0.03096722613039793,0.9290186914636044
Ag n_sub 1.8,64,5.377450486686139e-07,0.10719054884924337,0.07423011945315494,5.764118690775181e-08,0.7906842798386773,0.8755273945372695,0.2884110764088703,0.03096722613039793,0.9290186914636044
Ag n_sub 1.8,65,4.444408428264784e-07,0.10605639241527887,0.07466020748438873,4.713579243218227e-08,0.792904287127736,0.8755274416730618,0.2884110764088703,0.03096722613039793,0.9290186914636044
Ag n_sub 1.8,66,3.676212002613375e-07,0.1049446150175988,0.07508077272668467,3.8579865333733653e-08,0.7950803607452409,0.8755274802529271,0.2884110764088703,0.03096722613039793,0.9290186914636044
Ag n_sub 1.8,67,3.0431895895217117e-07,0.10385646572248836,0.07549140797283505,3.1605491529119504e-08,0.7972100765776885,0.8755275118584187,0.2884110764088703,0.03096722613039793,0.9290186914636044
Ag n_sub 1.8,68,2.5211100910314395e-07,0.10279306338876366,0.07589175813197324,2.591526293974465e-08,0.799291262795925,0.8755275377736816,0.2884110764088703,0.03096722613039793,0.9290186914636044
Ag n_sub 1.8,69,2.090167510274141e-07,0.1017553943317686,0.07628152022271051,2.1268581922739623e-08,0.8013220047248122,0.8755275590422635,0.2884110764088703,0.03096722613039793,0.9290186914636044
Ag n_sub 1.8,70,1.7341581948826754e-07,0.10074431150205182,0.07666044283553897,1.7470657337909614e-08,0.803300646713316,0.8755275765129209,0.2884110764088703,0.03096722613039793,0.9290186914636044
Ag n_sub 1.8,71,1.4398136427016142e-07,0.09976053508386079,0.07702832511163771,1.4363657941695578e-08,0.8052257911951469,0.8755275908765788,0.2884110764088703,0.03096722613039793,0.9290186914636044
Ag n_sub 1.8,72,1.196259006370524e-07,0.0988046544011829,0.07738501528962605,1.1819595769874207e-08,0.8070962951635349,0.8755276026961746,0.2884110764088703,0.03096722613039793,0.9290186914636044
Ag n_sub 1.8,73,9.945732438048893e-08,0.09787713100554457,0.07773040887470861,9.734597567850057e-09,0.8089112643096168,0.8755276124307722,0.2884110764088703,0.03096722613039793,0.9290186914636044
Ag n_sub 1.8,74,8.274315282674238e-08,0.09697830281020045,0.07806444648610122,8.024290530302516e-09,0.8106700450922105,0.8755276204550627,0.2884110764088703,0.03096722613039793,0.9290186914636044
Ag n_sub 1.8,75,6.888142820296304e-08,0.09610838912958411,0.07838711143871269,6.620083105531881e-09,0.8123722150176447,0.8755276270751459,0.2884110764088703,0.03096722613039793,0.9290186914636044
