ETL,d_ETL,Theta,eta_sub,spp,wg,abs,Aprime_Psub,eta_ext,EQE
B3_ne_1.5,175.0,0.667,(0.9520269263520212+0j),(0.02954140837237699+0j),(6.950904623684485e-05+0j),(0.01836215622936474+0j),(0.06171142268913532+0j),0.8594545291584521,(0.8182238537340448+0j)
B3_ne_1.5,175.0,0.8,(0.9638403797011047+0j),(0.018581212363808268+0j),(8.167605987505164e-05+0j),(0.017496731875212234+0j),(0.06418204171821473+0j),0.8521543332643128,(0.821340756137417+0j)
B3_ne_1.5,200.0,0.667,(0.9653935760111805+0j),(0.01858478073645961+0j),(6.534604451004858e-05+0j),(0.01595629720784993+0j),(0.05588208800814776+0j),0.8733470983945251,(0.8431236784180789+0j)
B3_ne_1.5,200.0,0.8,(0.9731433001110235+0j),(0.011454309388480384+0j),(7.526204227655668e-05+0j),(0.015327128458219545+0j),(0.05870731571568988+0j),0.8669974844446982,(0.8437127932004693+0j)
B3_ne_1.5,225.0,0.667,(0.9732176124062863+0j),(0.011910040327746377+0j),(6.585800406999032e-05+0j),(0.014806489261897458+0j),(0.046554528904840686+0j),0.887304186511261,(0.8635400618745916+0j)
B3_ne_1.5,225.0,0.8,(0.9782532669570374+0j),(0.0072642230019554855+0j),(7.500923220711073e-05+0j),(0.014407500808800017+0j),(0.04871456005147845+0j),0.8820960828141935,(0.8629133747829902+0j)
B3_ne_1.5,250.0,0.667,(0.9770507536776254+0j),(0.008021969892263059+0j),(7.259241610861962e-05+0j),(0.014854684014002967+0j),(0.03663705883374835+0j),0.8963565774801597,(0.8757858695908869+0j)
B3_ne_1.5,250.0,0.8,(0.980265896966722+0j),(0.004917467397785467+0j),(8.293519065544977e-05+0j),(0.01473370044483696+0j),(0.03791137696829705+0j),0.8914423742944056,(0.8738505586318498+0j)
B3_ne_1.5,275.0,0.667,(0.9789600803659668+0j),(0.005479049549811236+0j),(8.318433111578774e-05+0j),(0.015477685753106086+0j),(0.0315417911312702+0j),0.9011351372529322,(0.882175326385727+0j)
B3_ne_1.5,275.0,0.8,(0.9807896927067146+0j),(0.0034142114766821242+0j),(9.625729840413233e-05+0j),(0.015699838518199265+0j),(0.03242045394632542+0j),0.8959434658307296,(0.8787321165347101+0j)
B3_ne_1.5,300.0,0.667,(0.9805896337639072+0j),(0.003558071881810834+0j),(9.151015510710961e-05+0j),(0.015760784199174843+0j),(0.029646231374250487+0j),0.904673840944578,(0.8871137903676309+0j)
B3_ne_1.5,300.0,0.8,(0.9813826757600002+0j),(0.002252816870860383+0j),(0.00010693350614846984+0j),(0.016257573862991006+0j),(0.030409994364576587+0j),0.8994517517214451,(0.8827063668214111+0j)
B3_ne_1.5,325.0,0.667,(0.982498636060483+0j),(0.0021512119508918705+0j),(9.322305561136881e-05+0j),(0.015256928933013716+0j),(0.02870799572652083+0j),0.908393411568555,(0.8924952878724344+0j)
B3_ne_1.5,325.0,0.8,(0.9827230225093035+0j),(0.00137133095124901+0j),(0.00010860493886345278+0j),(0.015797041600584+0j),(0.029344863396020604+0j),0.9037670438292223,(0.8881526809561516+0j)
B3_ne_1.5,350.0,0.667,(0.9841529420892973+0j),(0.0012799732813040699+0j),(9.151827912516958e-05+0j),(0.014475566350273656+0j),(0.027755940992388317+0j),0.9118189776017437,(0.8973693294596111+0j)
B3_ne_1.5,350.0,0.8,(0.9841474851917489+0j),(0.0008193757334203834+0j),(0.0001054990613935328+0j),(0.014927640013437077+0j),(0.02818911793730805+0j),0.9079313807390992,(0.8935383850810568+0j)
B3_ne_1.5,375.0,0.667,(0.9849873463247574+0j),(0.0008136922314585898+0j),(9.243657435920036e-05+0j),(0.014106524869424805+0j),(0.02710068656910647+0j),0.9136889407870987,(0.8999720451521628+0j)
B3_ne_1.5,375.0,0.8,(0.98485205091619+0j),(0.0005279538621943531+0j),(0.00010581538198596681+0j),(0.014514179839629899+0j),(0.027385010946007426+0j),0.9101376045262519,(0.8963508864336275+0j)
B3_ne_1.5,400.0,0.667,(0.9849421417403253+0j),(0.0005789719527104041+0j),(9.898311082977554e-05+0j),(0.014379903196134662+0j),(0.02713940075078103+0j),0.9131631374530044,(0.8994128563612772+0j)
B3_ne_1.5,400.0,0.8,(0.9846490548921518+0j),(0.0003860577480509705+0j),(0.00011351043200960787+0j),(0.014851376927787537+0j),(0.02740891882361063+0j),0.909375163557904,(0.8954153953396862+0j)
