wavelength_nm,n,k
6.320000000000000000e+02,3.262331000000000092e+00,1.630735000000000046e+00
6.330000000000000000e+02,3.265372000000000163e+00,1.623756999999999895e+00
6.340000000000000000e+02,3.268362000000000211e+00,1.616800999999999933e+00
6.350000000000000000e+02,3.271301999999999932e+00,1.609866000000000019e+00
6.360000000000000000e+02,3.274191000000000074e+00,1.602953000000000072e+00
6.370000000000000000e+02,3.277029999999999887e+00,1.596060999999999952e+00
6.380000000000000000e+02,3.279818000000000122e+00,1.589191999999999938e+00
6.390000000000000000e+02,3.282557000000000169e+00,1.582343999999999973e+00
6.400000000000000000e+02,3.285244000000000053e+00,1.575517999999999974e+00
6.410000000000000000e+02,3.287882000000000193e+00,1.568713999999999942e+00
6.420000000000000000e+02,3.290470000000000006e+00,1.561933000000000016e+00
6.430000000000000000e+02,3.293009000000000075e+00,1.555174000000000056e+00
6.440000000000000000e+02,3.295500000000000096e+00,1.548437000000000063e+00
6.450000000000000000e+02,3.297941999999999929e+00,1.541722999999999955e+00
6.460000000000000000e+02,3.300337999999999994e+00,1.535031999999999952e+00
6.470000000000000000e+02,3.302687000000000150e+00,1.528364000000000056e+00
6.480000000000000000e+02,3.304990000000000094e+00,1.521719000000000044e+00
6.490000000000000000e+02,3.307246999999999826e+00,1.515098000000000056e+00
6.500000000000000000e+02,3.309458999999999929e+00,1.508499999999999952e+00
6.510000000000000000e+02,3.311627999999999794e+00,1.501924999999999955e+00
6.520000000000000000e+02,3.313752000000000031e+00,1.495374999999999899e+00
6.530000000000000000e+02,3.315833000000000030e+00,1.488849000000000089e+00
6.540000000000000000e+02,3.317871999999999932e+00,1.482347000000000081e+00
6.550000000000000000e+02,3.319869000000000181e+00,1.475869000000000097e+00
6.560000000000000000e+02,3.321823000000000192e+00,1.469414999999999916e+00
6.570000000000000000e+02,3.323736999999999941e+00,1.462987000000000037e+00
6.580000000000000000e+02,3.325610000000000177e+00,1.456582999999999961e+00
6.590000000000000000e+02,3.327443000000000151e+00,1.450204000000000049e+00
6.600000000000000000e+02,3.329235999999999862e+00,1.443850000000000078e+00
6.610000000000000000e+02,3.330989999999999895e+00,1.437521000000000049e+00
6.620000000000000000e+02,3.332704999999999806e+00,1.431218000000000101e+00
6.630000000000000000e+02,3.334382000000000179e+00,1.424940000000000095e+00
6.640000000000000000e+02,3.336019999999999985e+00,1.418687999999999949e+00
6.650000000000000000e+02,3.337622000000000089e+00,1.412460999999999967e+00
6.660000000000000000e+02,3.339186999999999905e+00,1.406260999999999983e+00
6.670000000000000000e+02,3.340714999999999879e+00,1.400085999999999942e+00
6.680000000000000000e+02,3.342207000000000150e+00,1.393936999999999982e+00
6.690000000000000000e+02,3.343662999999999830e+00,1.387815000000000021e+00
6.700000000000000000e+02,3.345083999999999946e+00,1.381718999999999919e+00
6.710000000000000000e+02,3.346470000000000056e+00,1.375650000000000039e+00
6.720000000000000000e+02,3.347821000000000158e+00,1.369607000000000019e+00
6.730000000000000000e+02,3.349137999999999948e+00,1.363590999999999998e+00
6.740000000000000000e+02,3.350422000000000011e+00,1.357601999999999975e+00
6.750000000000000000e+02,3.351672000000000207e+00,1.351639999999999953e+00
6.760000000000000000e+02,3.352888999999999786e+00,1.345704000000000011e+00
6.770000000000000000e+02,3.354073000000000082e+00,1.339795999999999987e+00
6.780000000000000000e+02,3.355224999999999902e+00,1.333914000000000044e+00
6.790000000000000000e+02,3.356345000000000134e+00,1.328059000000000101e+00
6.800000000000000000e+02,3.357432999999999890e+00,1.322229000000000099e+00
6.810000000000000000e+02,3.358490000000000197e+00,1.316426000000000096e+00
6.820000000000000000e+02,3.359516000000000169e+00,1.310648000000000035e+00
6.830000000000000000e+02,3.360510999999999804e+00,1.304894999999999916e+00
6.840000000000000000e+02,3.361476000000000131e+00,1.299168000000000101e+00
6.850000000000000000e+02,3.362410000000000121e+00,1.293465000000000087e+00
6.860000000000000000e+02,3.363315000000000055e+00,1.287787000000000015e+00
6.870000000000000000e+02,3.364189999999999792e+00,1.282132999999999967e+00
6.880000000000000000e+02,3.365035999999999916e+00,1.276502999999999943e+00
6.890000000000000000e+02,3.365852999999999984e+00,1.270898000000000083e+00
6.900000000000000000e+02,3.366640999999999995e+00,1.265316000000000107e+00
