wavelength_nm,n,k
4.000000000000000000e+02,3.475793863571725595e-01,2.271338687926345745e+00
4.020000000000000000e+02,3.934919054655436343e-01,2.259430725997145561e+00
4.040000000000000000e+02,3.633597606530187263e-01,2.294479353814620648e+00
4.060000000000000000e+02,3.701417809219574862e-01,2.292484920163107454e+00
4.080000000000000000e+02,3.964025302963506969e-01,2.265572702986425657e+00
4.100000000000000000e+02,3.645809324739628932e-01,2.333425294748235679e+00
4.120000000000000000e+02,3.726308975840049165e-01,2.332193700409303183e+00
4.140000000000000000e+02,3.709981699065671434e-01,2.364220470092549320e+00
4.160000000000000000e+02,3.754590887771253604e-01,2.358528339599939461e+00
4.180000000000000000e+02,3.653228965610422208e-01,2.409940853127375160e+00
4.200000000000000000e+02,3.460040081213923147e-01,2.453249528752078579e+00
4.220000000000000000e+02,3.655028864753716022e-01,2.420152364792135469e+00
4.240000000000000000e+02,3.430126421478754128e-01,2.474648537057771325e+00
4.260000000000000000e+02,3.623841995229230006e-01,2.462042779949850324e+00
4.280000000000000000e+02,3.511267759842391367e-01,2.504915943438804860e+00
4.300000000000000000e+02,3.578565697277137359e-01,2.502278539289733317e+00
4.320000000000000000e+02,3.464973156851836045e-01,2.530698317845889722e+00
4.340000000000000000e+02,3.478991490388378405e-01,2.545834093548765331e+00
4.360000000000000000e+02,3.468473441038029681e-01,2.542204126349250082e+00
4.380000000000000000e+02,3.551254602843688102e-01,2.564907029937211647e+00
4.400000000000000000e+02,3.384493942377909681e-01,2.590567601059415193e+00
4.420000000000000000e+02,3.353854663118061019e-01,2.617320913658887527e+00
4.440000000000000000e+02,3.363633246196250925e-01,2.633563627653803696e+00
4.460000000000000000e+02,3.427865173196196213e-01,2.638638177149207564e+00
4.480000000000000000e+02,3.370682168379784405e-01,2.645717665621244663e+00
4.500000000000000000e+02,3.332308264242681006e-01,2.674784883342397723e+00
4.520000000000000000e+02,3.203741532454024155e-01,2.700247599546518718e+00
4.540000000000000000e+02,3.324730625722294164e-01,2.708215313337846819e+00
4.560000000000000000e+02,3.218891540839636245e-01,2.728464741585423514e+00
4.580000000000000000e+02,3.289610865959922692e-01,2.737816820617648972e+00
4.600000000000000000e+02,3.070042277843018641e-01,2.778204807411316590e+00
4.620000000000000000e+02,3.135792973344377343e-01,2.783662839787413468e+00
4.640000000000000000e+02,3.160939576254171990e-01,2.808733350564756481e+00
4.660000000000000000e+02,3.088865814471117299e-01,2.810277657735673618e+00
4.680000000000000000e+02,3.000346830683811583e-01,2.849210775063342638e+00
4.700000000000000000e+02,3.059033052401842756e-01,2.851076536100974224e+00
4.720000000000000000e+02,2.993688198774856479e-01,2.877492570832396179e+00
4.740000000000000000e+02,2.954888154617889562e-01,2.889553864731860156e+00
4.760000000000000000e+02,2.991987235427382985e-01,2.900307225313716764e+00
4.780000000000000000e+02,2.870900633157252302e-01,2.929551081502300924e+00
4.800000000000000000e+02,2.960531049315972552e-01,2.933380671674859386e+00
4.820000000000000000e+02,2.947715760532511053e-01,2.947552604163287793e+00
4.840000000000000000e+02,2.930190817080035037e-01,2.964240332258651467e+00
4.860000000000000000e+02,2.841875896617097608e-01,2.990335818701445270e+00
4.880000000000000000e+02,2.846586015401335046e-01,3.006348289037988675e+00
4.900000000000000000e+02,2.787658075725713558e-01,3.020986510915168122e+00
4.920000000000000000e+02,2.806415235758001336e-01,3.034083674615187132e+00
4.940000000000000000e+02,2.722207111927600898e-01,3.065223250500020313e+00
4.960000000000000000e+02,2.827339237559537422e-01,3.067555036334736585e+00
4.980000000000000000e+02,2.732605513056921565e-01,3.091475185296123307e+00
5.000000000000000000e+02,2.685589827879056868e-01,3.109983201181742540e+00
5.020000000000000000e+02,2.713853587826512981e-01,3.133654642169680038e+00
5.040000000000000000e+02,2.675263229950977095e-01,3.153534688016585985e+00
5.060000000000000000e+02,2.618449138622055417e-01,3.170817141432334729e+00
5.080000000000000000e+02,2.615567454305900985e-01,3.188009238527170108e+00
5.100000000000000000e+02,2.539681668256926206e-01,3.216457462539674683e+00
5.120000000000000000e+02,2.567852246630831781e-01,3.222750363312590682e+00
5.140000000000000000e+02,2.633796242605285221e-01,3.234425382996575227e+00
5.160000000000000000e+02,2.488343658450207774e-01,3.264493237281145710e+00
5.180000000000000000e+02,2.566111042514823137e-01,3.274323401499575237e+00
5.200000000000000000e+02,2.490086593641477053e-01,3.301779695981760465e+00
5.220000000000000000e+02,2.447691758393972516e-01,3.318568903155853178e+00
5.240000000000000000e+02,2.477693239448813811e-01,3.332625170713511498e+00
