wavelength_nm,n,k
4.000000000000000000e+02,4.570810230601439206e-01,2.237093520583963713e+00
4.020000000000000000e+02,4.773458044487136620e-01,2.168587934015762109e+00
4.040000000000000000e+02,4.248214890481255557e-01,2.293424472042429940e+00
4.060000000000000000e+02,4.701374214138536178e-01,2.247040896405319454e+00
4.080000000000000000e+02,4.617970707095363503e-01,2.214660236854986142e+00
4.100000000000000000e+02,4.593261862342613577e-01,2.276311379478533237e+00
4.120000000000000000e+02,4.416766346090225670e-01,2.332840694325233777e+00
4.140000000000000000e+02,4.590665422030510423e-01,2.303843818797802534e+00
4.160000000000000000e+02,4.450160612179177577e-01,2.313640911452751414e+00
4.180000000000000000e+02,4.434443493306235995e-01,2.330684836019878858e+00
4.200000000000000000e+02,4.254574956341545811e-01,2.404732352202112455e+00
4.220000000000000000e+02,4.259484846262651114e-01,2.411624532956053724e+00
4.240000000000000000e+02,4.020685537794412845e-01,2.478283878593983580e+00
4.260000000000000000e+02,4.321836567417762787e-01,2.408182317894571600e+00
4.280000000000000000e+02,3.990492677680412270e-01,2.487787529871584358e+00
4.300000000000000000e+02,4.257853924775880650e-01,2.464832946429471150e+00
4.320000000000000000e+02,4.175940247380249271e-01,2.492242114387446250e+00
4.340000000000000000e+02,4.156680014495244824e-01,2.506453576718786991e+00
4.360000000000000000e+02,4.096700418587024273e-01,2.531591911475829626e+00
4.380000000000000000e+02,4.218914573291655534e-01,2.513828324656792290e+00
4.400000000000000000e+02,4.003941953087014616e-01,2.572976686717808104e+00
4.420000000000000000e+02,4.211506162825324195e-01,2.533474267315251716e+00
4.440000000000000000e+02,4.050076438034400095e-01,2.587096280265730019e+00
4.460000000000000000e+02,4.145946061377235314e-01,2.576717842472592501e+00
4.480000000000000000e+02,3.910099145717690905e-01,2.639644257566957197e+00
4.500000000000000000e+02,3.921764185737341979e-01,2.649616252901136892e+00
4.520000000000000000e+02,3.925250399408849455e-01,2.647645990876687616e+00
4.540000000000000000e+02,4.012130032641822996e-01,2.640392271310818550e+00
4.560000000000000000e+02,3.942269056777200076e-01,2.672056874697633422e+00
4.580000000000000000e+02,4.024519658626974361e-01,2.660774140302607282e+00
4.600000000000000000e+02,3.995137450889048036e-01,2.690210112822110311e+00
4.620000000000000000e+02,3.917236067188427651e-01,2.703021807977240787e+00
4.640000000000000000e+02,3.921199923491955897e-01,2.721753595548829008e+00
4.660000000000000000e+02,3.844590310263223398e-01,2.743164242847582646e+00
4.680000000000000000e+02,3.650688270449524708e-01,2.785776241753020077e+00
4.700000000000000000e+02,3.788958574961510672e-01,2.774119282845517009e+00
4.720000000000000000e+02,3.831431405517031763e-01,2.787941857102068433e+00
4.740000000000000000e+02,3.642573333932011548e-01,2.815514329763447066e+00
4.760000000000000000e+02,3.669683587063358732e-01,2.824563122910851209e+00
4.780000000000000000e+02,3.570889972668997991e-01,2.859635835006971494e+00
4.800000000000000000e+02,3.553299439685890793e-01,2.872631903192677250e+00
4.820000000000000000e+02,3.560372171704095368e-01,2.880264095137324620e+00
4.840000000000000000e+02,3.444098963261965074e-01,2.905793233285842270e+00
4.860000000000000000e+02,3.474883522440924133e-01,2.914588125081906789e+00
4.880000000000000000e+02,3.536396398288085274e-01,2.926809568508179638e+00
4.900000000000000000e+02,3.468149760897055178e-01,2.948304598737199633e+00
4.920000000000000000e+02,3.324247357057306118e-01,2.983435935504654690e+00
4.940000000000000000e+02,3.445252313048535742e-01,2.979965590503752537e+00
4.960000000000000000e+02,3.423916505306987546e-01,3.002394239363258777e+00
4.980000000000000000e+02,3.351897444318291397e-01,3.026593158096714475e+00
5.000000000000000000e+02,3.381905460242039529e-01,3.031371720349227417e+00
5.020000000000000000e+02,3.279896705598933093e-01,3.059754597119582975e+00
5.040000000000000000e+02,3.247330377499784704e-01,3.078418059695871900e+00
5.060000000000000000e+02,3.200500603143451861e-01,3.092659501111728826e+00
5.080000000000000000e+02,3.223499903031836755e-01,3.103592335930816404e+00
5.100000000000000000e+02,3.166888077068967244e-01,3.131985100603105643e+00
5.120000000000000000e+02,3.118314419901791479e-01,3.141207131866384561e+00
5.140000000000000000e+02,3.196643135941711900e-01,3.153165472044141993e+00
5.160000000000000000e+02,3.199747640280302119e-01,3.165637259797808412e+00
5.180000000000000000e+02,3.084617004273982332e-01,3.195131208411873480e+00
5.200000000000000000e+02,3.095649209053067397e-01,3.208995844731587610e+00
5.220000000000000000e+02,3.032728641155126303e-01,3.230907827498121776e+00
5.240000000000000000e+02,3.062714782404457048e-01,3.251229930107736088e+00
5.260000000000000000e+02,3.113882221036959885e-01,3.259174339172298041e+00
5.280000000000000000e+02,3.048329739960647378e-01,3.275483492144197317e+00
5.300000000000000000e+02,3.035410982223913923e-01,3.291908295981297972e+00
5.320000000000000000e+02,3.019912625416135143e-01,3.313701596232638380e+00
5.340000000000000000e+02,3.014822711104835906e-01,3.327375675785470666e+00
5.360000000000000000e+02,2.942985134941631387e-01,3.348914803963056741e+00
5.380000000000000000e+02,2.993270879502941684e-01,3.364535994297005228e+00
5.400000000000000000e+02,2.947224665895421536e-01,3.382590740701988175e+00
5.420000000000000000e+02,2.919368602206628971e-01,3.409918807691020515e+00
5.440000000000000000e+02,2.930188858119401885e-01,3.420209532243029482e+00
5.460000000000000000e+02,2.935784082665859884e-01,3.439568456732062351e+00
5.480000000000000000e+02,2.899497636977179105e-01,3.460327191140399439e+00
5.500000000000000000e+02,2.819535142263860927e-01,3.479108258669324272e+00
5.520000000000000000e+02,2.906440525095352889e-01,3.484739309039141197e+00
5.540000000000000000e+02,2.824053499348910257e-01,3.503253796180651136e+00
5.560000000000000000e+02,2.863333764227721234e-01,3.525655705495230663e+00
5.580000000000000000e+02,2.852626673044595940e-01,3.542288137072711951e+00
5.600000000000000000e+02,2.854905064824211358e-01,3.557839065385694166e+00
5.620000000000000000e+02,2.798457787930244689e-01,3.579410075286909354e+00
5.640000000000000000e+02,2.825572556547261138e-01,3.592189650993086403e+00
5.660000000000000000e+02,2.828448845542526624e-01,3.606317496341515660e+00
