wavelength_nm,n,k
5.820000000000000000e+02,1.782690000000000108e+00,5.729999999999999850e-03
5.830000000000000000e+02,1.781879999999999908e+00,5.769999999999999955e-03
5.840000000000000000e+02,1.781079999999999997e+00,5.819999999999999653e-03
5.850000000000000000e+02,1.780280000000000085e+00,5.859999999999999758e-03
5.860000000000000000e+02,1.779470000000000107e+00,5.910000000000000323e-03
5.870000000000000000e+02,1.778669999999999973e+00,5.950000000000000427e-03
5.880000000000000000e+02,1.777859999999999996e+00,6.000000000000000125e-03
5.890000000000000000e+02,1.777060000000000084e+00,6.040000000000000230e-03
5.900000000000000000e+02,1.776250000000000107e+00,6.089999999999999927e-03
5.910000000000000000e+02,1.775449999999999973e+00,6.139999999999999625e-03
5.920000000000000000e+02,1.774650000000000061e+00,6.190000000000000190e-03
5.930000000000000000e+02,1.773849999999999927e+00,6.230000000000000294e-03
5.940000000000000000e+02,1.773050000000000015e+00,6.279999999999999992e-03
5.950000000000000000e+02,1.772250000000000103e+00,6.329999999999999689e-03
5.960000000000000000e+02,1.771460000000000035e+00,6.380000000000000254e-03
5.970000000000000000e+02,1.770659999999999901e+00,6.429999999999999952e-03
5.980000000000000000e+02,1.769870000000000054e+00,6.470000000000000057e-03
5.990000000000000000e+02,1.769069999999999920e+00,6.519999999999999754e-03
6.000000000000000000e+02,1.768280000000000074e+00,6.570000000000000319e-03
6.010000000000000000e+02,1.767479999999999940e+00,6.620000000000000016e-03
6.020000000000000000e+02,1.766680000000000028e+00,6.669999999999999714e-03
6.030000000000000000e+02,1.765879999999999894e+00,6.729999999999999871e-03
6.040000000000000000e+02,1.765079999999999982e+00,6.779999999999999569e-03
6.050000000000000000e+02,1.764280000000000070e+00,6.830000000000000134e-03
6.060000000000000000e+02,1.763479999999999936e+00,6.879999999999999831e-03
6.070000000000000000e+02,1.762680000000000025e+00,6.930000000000000396e-03
6.080000000000000000e+02,1.761889999999999956e+00,6.989999999999999686e-03
6.090000000000000000e+02,1.761090000000000044e+00,7.040000000000000251e-03
6.100000000000000000e+02,1.760289999999999910e+00,7.089999999999999948e-03
6.110000000000000000e+02,1.759489999999999998e+00,7.139999999999999646e-03
6.120000000000000000e+02,1.758690000000000087e+00,7.199999999999999803e-03
6.130000000000000000e+02,1.757889999999999953e+00,7.250000000000000368e-03
6.140000000000000000e+02,1.757090000000000041e+00,7.309999999999999658e-03
6.150000000000000000e+02,1.756289999999999907e+00,7.360000000000000223e-03
6.160000000000000000e+02,1.755489999999999995e+00,7.420000000000000380e-03
6.170000000000000000e+02,1.754690000000000083e+00,7.479999999999999670e-03
6.180000000000000000e+02,1.753889999999999949e+00,7.530000000000000235e-03
6.190000000000000000e+02,1.753090000000000037e+00,7.590000000000000392e-03
6.200000000000000000e+02,1.752289999999999903e+00,7.649999999999999682e-03
6.210000000000000000e+02,1.751479999999999926e+00,7.709999999999999840e-03
6.220000000000000000e+02,1.750680000000000014e+00,7.769999999999999997e-03
6.230000000000000000e+02,1.749870000000000037e+00,7.820000000000000562e-03
6.240000000000000000e+02,1.749069999999999903e+00,7.879999999999999852e-03
6.250000000000000000e+02,1.748259999999999925e+00,7.939999999999999142e-03
6.260000000000000000e+02,1.747460000000000013e+00,8.000000000000000167e-03
6.270000000000000000e+02,1.746660000000000101e+00,8.059999999999999457e-03
6.280000000000000000e+02,1.745849999999999902e+00,8.120000000000000481e-03
6.290000000000000000e+02,1.745049999999999990e+00,8.179999999999999771e-03
6.300000000000000000e+02,1.744250000000000078e+00,8.240000000000000796e-03
6.310000000000000000e+02,1.743449999999999944e+00,8.300000000000000086e-03
6.320000000000000000e+02,1.742650000000000032e+00,8.370000000000000703e-03
6.330000000000000000e+02,1.741849999999999898e+00,8.429999999999999993e-03
6.340000000000000000e+02,1.741049999999999986e+00,8.500000000000000611e-03
6.350000000000000000e+02,1.740250000000000075e+00,8.559999999999999901e-03
6.360000000000000000e+02,1.739460000000000006e+00,8.619999999999999191e-03
6.370000000000000000e+02,1.738660000000000094e+00,8.689999999999999808e-03
6.380000000000000000e+02,1.737870000000000026e+00,8.750000000000000833e-03
6.390000000000000000e+02,1.737069999999999892e+00,8.819999999999999715e-03
6.400000000000000000e+02,1.736280000000000046e+00,8.880000000000000740e-03
6.410000000000000000e+02,1.735479999999999912e+00,8.949999999999999623e-03
6.420000000000000000e+02,1.734669999999999934e+00,9.020000000000000240e-03
6.430000000000000000e+02,1.733870000000000022e+00,9.079999999999999530e-03
6.440000000000000000e+02,1.733060000000000045e+00,9.150000000000000147e-03
6.450000000000000000e+02,1.732259999999999911e+00,9.220000000000000764e-03
6.460000000000000000e+02,1.731449999999999934e+00,9.289999999999999647e-03
6.470000000000000000e+02,1.730639999999999956e+00,9.360000000000000264e-03
6.480000000000000000e+02,1.729840000000000044e+00,9.429999999999999147e-03
6.490000000000000000e+02,1.729030000000000067e+00,9.499999999999999764e-03
6.500000000000000000e+02,1.728220000000000089e+00,9.570000000000000381e-03
6.510000000000000000e+02,1.727419999999999956e+00,9.639999999999999264e-03
6.520000000000000000e+02,1.726609999999999978e+00,9.709999999999999881e-03
6.530000000000000000e+02,1.725810000000000066e+00,9.790000000000000091e-03
6.540000000000000000e+02,1.725000000000000089e+00,9.860000000000000708e-03
6.550000000000000000e+02,1.724199999999999955e+00,9.929999999999999591e-03
6.560000000000000000e+02,1.723389999999999977e+00,1.000000000000000021e-02
6.570000000000000000e+02,1.722580000000000000e+00,1.008000000000000042e-02
6.580000000000000000e+02,1.721780000000000088e+00,1.014999999999999930e-02
6.590000000000000000e+02,1.720970000000000111e+00,1.022999999999999951e-02
6.600000000000000000e+02,1.720159999999999911e+00,1.030000000000000013e-02
6.610000000000000000e+02,1.719349999999999934e+00,1.038000000000000034e-02
6.620000000000000000e+02,1.718539999999999957e+00,1.046000000000000055e-02
6.630000000000000000e+02,1.717740000000000045e+00,1.052999999999999943e-02
6.640000000000000000e+02,1.716930000000000067e+00,1.060999999999999964e-02
6.650000000000000000e+02,1.716120000000000090e+00,1.068999999999999985e-02
6.660000000000000000e+02,1.715309999999999890e+00,1.077000000000000006e-02
6.670000000000000000e+02,1.714490000000000069e+00,1.085000000000000027e-02
6.680000000000000000e+02,1.713680000000000092e+00,1.093000000000000048e-02
6.690000000000000000e+02,1.712860000000000049e+00,1.101000000000000069e-02
6.700000000000000000e+02,1.712050000000000072e+00,1.108999999999999916e-02
6.710000000000000000e+02,1.711240000000000094e+00,1.116999999999999937e-02
6.720000000000000000e+02,1.710429999999999895e+00,1.124999999999999958e-02
6.730000000000000000e+02,1.709619999999999918e+00,1.133999999999999939e-02
6.740000000000000000e+02,1.708809999999999940e+00,1.141999999999999960e-02
6.750000000000000000e+02,1.707999999999999963e+00,1.149999999999999981e-02
6.760000000000000000e+02,1.707179999999999920e+00,1.158999999999999961e-02
6.770000000000000000e+02,1.706369999999999942e+00,1.167999999999999941e-02
6.780000000000000000e+02,1.705549999999999899e+00,1.175999999999999962e-02
