sampleT,,
Wavelength (nm),%T,
850,39.59986115,
848,39.54209518,
846,39.85051346,
844,40.02531433,
842,40.01778412,
840,40.57777405,
838,40.10971832,
836,40.6723671,
834,39.81980896,
832,40.58817673,
830,40.53115082,
828,40.49282074,
826,41.05395889,
824,41.18454742,
822,41.20548248,
820,41.22908783,
818,41.245224,
816,41.91896057,
814,42.09883881,
812,42.29089355,
810,42.38773727,
808,42.42196655,
806,42.04610825,
804,42.33303833,
802,42.34259415,
800,41.74441528,
798,43.36706924,
796,43.00875854,
794,43.23102951,
792,43.01784515,
790,43.90247345,
788,43.64596176,
786,43.8371582,
784,43.91537476,
782,44.35691833,
780,44.46982574,
778,44.27367401,
776,44.52950668,
774,44.84494019,
772,45.0218811,
770,44.99674606,
768,45.29091263,
766,45.33463669,
764,45.73287964,
762,45.68557358,
760,45.7916832,
758,45.89489365,
756,45.87761307,
754,46.07548904,
752,46.3359642,
750,46.64756012,
748,46.58476257,
746,46.84645462,
744,46.81690598,
742,47.31027603,
740,47.41427612,
738,47.47494507,
736,47.56922913,
734,47.84922791,
732,47.8015213,
730,48.17760849,
728,48.29359055,
726,48.4673233,
724,48.84141541,
722,48.80947876,
720,48.76924133,
718,49.06552887,
716,49.24923325,
714,49.38934326,
712,49.53793716,
710,49.75474167,
708,49.99278641,
706,49.94642258,
704,50.18557358,
702,50.23083496,
700,50.35058212,
698,50.71073914,
696,50.78541565,
694,50.98374939,
692,51.02669144,
690,51.27832794,
688,51.46951675,
686,51.47891617,
684,51.81959152,
682,51.98466873,
680,52.22485733,
678,52.28714752,
676,52.49875259,
674,52.55300903,
672,52.78347778,
670,52.81647873,
668,52.93331909,
666,53.15867615,
664,53.31860352,
662,53.66564941,
660,53.65428925,
658,53.86896896,
656,53.90624237,
654,54.12013626,
652,54.25606537,
650,54.35910797,
648,54.67633438,
646,54.6200943,
644,54.96834564,
642,55.00311279,
640,55.24653625,
638,55.37375259,
636,55.57551575,
634,55.68990707,
632,55.882061,
630,56.02239227,
628,56.19256592,
626,56.42869568,
624,56.58877945,
622,56.76551056,
620,56.91467667,
618,56.99344254,
616,57.22603607,
614,57.44236755,
612,57.54888535,
610,57.75718689,
608,57.90788651,
606,58.08973312,
604,58.29603195,
602,58.40114212,
600,58.53335953,
598,58.79937363,
596,58.84228897,
594,59.10049057,
592,59.20209122,
590,59.29383087,
588,59.5944519,
586,59.66151428,
584,59.84644318,
582,60.09567261,
580,60.2230072,
578,60.45713425,
576,60.53680038,
574,60.60840988,
572,60.83023453,
570,61.02258682,
568,61.20900345,
566,61.3956337,
564,61.48924255,
562,61.8416481,
560,61.92473602,
558,62.13067245,
556,62.16830444,
554,62.33763123,
552,62.59940338,
550,62.71486282,
548,62.96935272,
546,63.02656555,
544,63.12212372,
542,63.28508377,
540,63.46391296,
538,63.67152405,
536,63.78077698,
534,63.84823227,
532,64.08975983,
530,64.22483063,
528,64.4151001,
526,64.51819611,
524,64.62973022,
522,64.82946014,
520,64.8757019,
518,65.12526703,
516,65.13165283,
514,65.20689392,
512,65.54227448,
510,65.65067291,
508,65.69415283,
506,65.8719635,
504,65.90757751,
502,65.95758057,
500,66.1207428,
498,66.28567505,
496,66.29863739,
494,66.51856995,
492,66.55558014,
490,66.66378021,
488,66.82125854,
486,67.00622559,
484,67.05595398,
482,67.11427307,
480,67.17813873,
478,67.22657776,
476,67.40953827,
474,67.53289795,
472,67.43032074,
470,67.5330658,
468,67.70973206,
466,67.7525177,
464,67.78678131,
462,67.92110443,
460,67.99640656,
458,68.08034515,
456,68.16822052,
454,68.18081665,
452,68.41114807,
450,68.35715485,
448,68.34624481,
446,68.48023987,
444,68.54440308,
442,68.81581879,
440,68.89644623,
438,69.05219269,
436,68.90985107,
434,69.23156738,
432,68.89771271,
430,68.98213959,
428,69.12799835,
426,69.09126282,
424,69.4467926,
422,69.46411896,
420,69.70320892,
418,69.07102966,
416,69.26158142,
414,69.6962738,
412,69.71669769,
410,69.66686249,
408,69.72616577,
406,69.81891632,
404,69.87507629,
402,70.11125183,
400,70.23725128,
398,70.411026,
396,70.06945801,
394,70.46500397,
392,69.72299194,
390,69.9992218,
388,69.27979279,
386,69.29812622,
384,68.79288483,
382,69.05315399,
380,70.04055023,
378,70.1867218,
376,69.63584137,
374,70.07123566,
372,69.68495941,
370,68.47541046,
368,67.07233429,
366,66.56002045,
364,66.93105316,
362,66.28566742,
360,66.98443604,
358,63.82412338,
356,63.23993683,
354,62.11024475,
352,61.71575928,
350,60.85700989,

