sampleR,,
Wavelength (nm),%R,
850,19.60468483,
848,19.47560692,
846,19.78778267,
844,19.67883301,
842,19.37982559,
840,19.91840553,
838,19.38835144,
836,19.35066223,
834,19.30146599,
832,20.21054268,
830,19.45819092,
828,19.84525871,
826,19.61651039,
824,19.49092674,
822,19.73553276,
820,19.48579597,
818,19.28676224,
816,19.92721939,
814,19.70984077,
812,19.2204361,
810,19.8109951,
808,19.38714409,
806,19.06986618,
804,19.09865761,
802,19.04936218,
800,19.08701706,
798,18.99814796,
796,18.80726242,
794,19.09467316,
792,18.88188934,
790,18.83077812,
788,18.91548729,
786,18.72676468,
784,18.74579811,
782,18.98682022,
780,19.19810867,
778,18.76049423,
776,18.60101318,
774,18.89405632,
772,18.83682251,
770,18.47065926,
768,18.73048973,
766,18.65347099,
764,18.62378311,
762,18.47180176,
760,18.77790642,
758,18.83782387,
756,18.54138565,
754,18.37005997,
752,18.70600891,
750,18.37025452,
748,18.46837425,
746,18.1689949,
744,18.25488472,
742,18.24022293,
740,18.13717842,
738,18.24628448,
736,18.04067993,
734,18.06820107,
732,18.02843475,
730,18.06554794,
728,18.09667969,
726,17.8435173,
724,17.78697014,
722,17.77927017,
720,17.89843369,
718,17.70700455,
716,17.96310043,
714,17.84049797,
712,17.74076271,
710,17.66895866,
708,17.71017075,
706,17.58440399,
704,17.51686096,
702,17.3623867,
700,17.38536072,
698,17.38895798,
696,17.36169815,
694,17.50815582,
692,17.18556786,
690,17.29878426,
688,17.26825142,
686,17.12011528,
684,17.15945435,
682,17.10839081,
680,16.96606064,
678,17.11032295,
676,16.96918678,
674,16.88154411,
672,16.95163345,
670,16.87308311,
668,16.80287552,
666,16.63211823,
664,16.63528252,
662,16.64528465,
660,16.56735039,
658,16.63985252,
656,16.54298592,
654,16.38631821,
652,16.43708611,
650,16.33132744,
648,16.32620239,
646,16.29272842,
644,16.21664619,
642,16.14893913,
640,16.19488525,
638,16.14351845,
636,16.01236725,
634,16.04611969,
632,15.9259367,
630,15.81315231,
628,15.89413834,
626,15.8702898,
624,15.70334148,
622,15.76192379,
620,15.67930412,
618,15.63132286,
616,15.53418064,
614,15.51036358,
612,15.48139572,
610,15.32391644,
608,15.24804497,
606,15.36400318,
604,15.2838974,
602,15.2336483,
600,15.17278957,
598,15.16235352,
596,15.12699413,
594,14.9646368,
592,14.9934721,
590,14.86171055,
588,14.95178604,
586,14.78409958,
584,14.79046345,
582,14.7307291,
580,14.81661224,
578,14.60161781,
576,14.6180172,
574,14.53935242,
572,14.45960236,
570,14.51673985,
568,14.35347652,
566,14.26976585,
564,14.32129002,
562,14.28816319,
560,14.23841095,
558,14.21312237,
556,14.0542326,
554,14.03342819,
552,14.02603722,
550,13.97355175,
548,13.95768356,
546,13.85088825,
544,13.82704067,
542,13.76839161,
540,13.67123127,
538,13.59700108,
536,13.64194107,
534,13.57346916,
532,13.58443356,
530,13.56042671,
528,13.4568882,
526,13.39725113,
524,13.25378227,
522,13.38820267,
520,13.28142262,
518,13.21659279,
516,13.13363743,
514,13.22031498,
512,13.19114685,
510,13.16319275,
508,12.94718552,
506,13.03171062,
504,12.91996098,
502,12.87228775,
500,12.84599304,
498,12.86463451,
496,12.80045319,
494,12.8374052,
492,12.70892429,
490,12.80273819,
488,12.7387495,
486,12.75567722,
484,12.74437046,
482,12.691185,
480,12.55357838,
478,12.47496319,
476,12.49050617,
474,12.43231773,
472,12.43915939,
470,12.32457256,
468,12.48510361,
466,12.29552555,
464,12.39051056,
462,12.28143787,
460,12.51151752,
458,12.06400871,
456,12.24085045,
454,12.15535545,
452,12.32951355,
450,12.26471996,
448,12.35444832,
446,12.36239338,
444,12.15316105,
442,12.29458904,
440,12.30287457,
438,12.06863976,
436,12.41801262,
434,11.8928442,
432,11.68603516,
430,12.18792534,
428,12.3405571,
426,12.05990505,
424,12.29863644,
422,11.98479557,
420,11.80768967,
418,11.67343521,
416,12.08419323,
414,12.11097527,
412,11.9989357,
410,11.68202019,
408,11.8002634,
406,11.98897839,
404,11.79790783,
402,12.03568554,
400,11.60387611,
398,11.96952915,
396,12.00207138,
394,12.08013725,
392,12.03657627,
390,11.95912266,
388,12.10890293,
386,12.36557865,
384,11.49951935,
382,11.90977097,
380,12.52894974,
378,12.22466278,
376,12.60713005,
374,12.89714241,
372,12.25451374,
370,13.29748058,
368,12.80957127,
366,13.04978466,
364,13.47531414,
362,14.89873123,
360,12.9501791,
358,13.47674274,
356,12.79228497,
354,13.11085796,
352,12.08784103,
350,12.05372143,

