sample5T,,
Wavelength (nm),%T,
800,69.44235229,
798,69.53865051,
796,69.62743378,
794,69.76648712,
792,69.80152893,
790,69.97556305,
788,70.05401611,
786,70.18541718,
784,70.28049469,
782,70.37718201,
780,70.45148468,
778,70.56780243,
776,70.66902161,
774,70.77980042,
772,70.87805939,
770,70.97303772,
768,71.06098175,
766,71.17664337,
764,71.29738617,
762,71.39675903,
760,71.49743652,
758,71.61372375,
756,71.71022034,
754,71.82062531,
752,71.94389343,
750,72.0136795,
748,72.17073059,
746,72.25964355,
744,72.3960495,
742,72.47394562,
740,72.6292038,
738,72.72316742,
736,72.82541656,
734,72.90656281,
732,73.06206512,
730,73.11318207,
728,73.25533295,
726,73.32293701,
724,73.46233368,
722,73.57595825,
720,73.69950867,
718,73.70154572,
716,73.8165741,
714,73.72595978,
712,74.17024994,
710,73.82759857,
708,74.49207306,
706,73.86307526,
704,74.14600372,
702,74.58031464,
700,74.95075226,
698,74.77523041,
696,75.08099365,
694,75.17793274,
692,75.02494812,
690,75.24450684,
688,75.27008057,
686,75.38802338,
684,75.19491577,
682,75.69949341,
680,76.13018799,
678,76.40448761,
676,75.99794769,
674,76.41314697,
672,75.72027588,
670,75.91338348,
668,76.26417542,
666,76.48564911,
664,76.5986557,
662,76.84866333,
660,76.80717468,
658,76.98545837,
656,77.17459869,
654,77.31620026,
652,77.44791412,
650,77.53574371,
648,77.39333344,
646,77.53675079,
644,77.78787994,
642,77.50429535,
640,77.59168243,
638,77.67571259,
636,77.87464142,
634,77.80176544,
632,77.93130493,
630,78.75563049,
628,78.38607788,
626,78.60580444,
624,78.90113068,
622,78.66851044,
620,78.84942627,
618,78.99489594,
616,79.31924438,
614,79.44907379,
612,79.03668213,
610,79.67525482,
608,79.51966858,
606,79.52307129,
604,79.96937561,
602,80.1268692,
600,80.27388,
598,80.2593689,
596,80.57273102,
594,80.72157288,
592,80.76055145,
590,80.67690277,
588,80.31874084,
586,80.45812988,
584,80.49590302,
582,80.58052063,
580,80.57714081,
578,80.76657104,
576,80.65085602,
574,80.56791687,
572,80.92893219,
570,80.69463348,
568,80.84291077,
566,80.83847809,
564,81.24324799,
562,81.40319824,
560,81.58779144,
558,81.38805389,
556,81.22119904,
554,81.55900574,
552,81.67033386,
550,81.98645782,
548,82.04588318,
546,81.5154953,
544,82.14278412,
542,82.61662292,
540,82.22330475,
538,82.38540649,
536,82.61546326,
534,82.34736633,
532,82.64295197,
530,82.6153717,
528,82.70658112,
526,82.72737122,
524,82.93198395,
522,82.92781067,
520,82.65724182,
518,82.85120392,
516,83.33460236,
514,83.22927856,
512,83.11387634,
510,83.22799683,
508,83.37523651,
506,83.5791626,
504,83.27828217,
502,83.35879517,
500,83.41602325,
498,83.69540405,
496,83.45509338,
494,83.5654068,
492,84.26372528,
490,84.04125214,
488,84.10366821,
486,84.06221008,
484,83.87905884,
482,84.11886597,
480,84.3140564,
478,84.15507507,
476,84.59181976,
474,84.52790833,
472,84.15303802,
470,84.63555145,
468,84.45307159,
466,84.53366852,
464,84.13990021,
462,84.31661224,
460,84.57719421,
458,85.03259277,
456,84.27770233,
454,84.88402557,
452,85.38088226,
450,85.41730499,
448,84.97484589,
446,85.35822296,
444,84.87705994,
442,85.52463531,
440,85.8561554,
438,85.8918457,
436,85.72620392,
434,85.29412079,
432,85.63424683,
430,85.93492126,
428,85.86871338,
426,86.6125946,
424,86.19847107,
422,86.16504669,
420,84.92742157,
418,87.42386627,
416,86.88274384,
414,87.44055939,
412,86.75026703,
410,86.34009552,
408,87.59347534,
406,88.24691772,
404,88.27170563,
402,87.75058746,
400,88.88696289,
398,88.25627136,
396,87.8857193,
394,90.33215332,
392,88.75954437,
390,90.84008026,
388,91.82244873,
386,91.54541016,
384,90.24302673,
382,97.96889496,
380,94.83382416,
378,94.58365631,
376,97.00523376,
374,92.21150208,
372,91.71572876,
370,99.44616699,
368,99.77742767,
366,90.82099915,
364,93.15496826,
362,99.69516754,
360,106.6161728,
358,101.5548325,
356,95.80988312,
354,109.198204,
352,100.5093536,
350,104.866394,
348,116.658844,
346,113.793457,
344,108.5497131,
342,115.5143127,
340,148.3428192,
338,143.526886,
336,113.1945648,
334,153.6434479,
332,142.8870697,
330,143.0564117,
328,119.4770355,
326,130.2665558,
324,340.7268982,
322,146.9321289,
320,179.2099762,
318,580.5172729,
316,183.8988953,
314,223.0310974,
312,181.4375458,
310,156.754776,
308,90.71006012,
306,143.3069153,
304,181.4131317,
302,191.7096558,
300,290.1470337,
