sampleT,,
Wavelength (nm),%T,
850,60.19049454,
848,59.91009521,
846,60.75867462,
844,60.36876297,
842,60.34673309,
840,60.20845795,
838,60.20326614,
836,59.96016312,
834,60.36051941,
832,60.18651581,
830,59.99006653,
828,60.33237457,
826,60.17541885,
824,60.34122086,
822,60.51268768,
820,60.1536026,
818,60.15236282,
816,60.72875977,
814,60.33291626,
812,60.60422134,
810,60.2501564,
808,60.23308563,
806,60.39379883,
804,60.41085815,
802,59.88850021,
800,60.38531494,
798,60.06067276,
796,60.00813293,
794,60.09595871,
792,59.96397781,
790,60.20836258,
788,59.73614883,
786,60.1386261,
784,59.71501923,
782,59.88579941,
780,60.21040726,
778,59.94258499,
776,59.90649033,
774,59.80026245,
772,59.77339172,
770,59.85493088,
768,59.82588577,
766,59.50815201,
764,60.04847336,
762,59.90914536,
760,59.71766281,
758,59.64311218,
756,59.55311584,
754,59.70930481,
752,59.77355194,
750,59.56361389,
748,59.69139481,
746,59.74872589,
744,59.42018509,
742,59.51011658,
740,59.50527191,
738,59.52044296,
736,59.45599747,
734,59.36531448,
732,59.26298523,
730,59.32348251,
728,59.09417725,
726,59.12836075,
724,59.40639877,
722,59.15781784,
720,59.24771881,
718,59.17741776,
716,59.21479416,
714,59.1413269,
712,58.99760818,
710,59.12443542,
708,58.95355225,
706,59.07853699,
704,58.7525177,
702,58.88219452,
700,58.65507126,
698,58.76578522,
696,58.78079987,
694,58.74819946,
692,58.86262131,
690,58.86741257,
688,58.80842209,
686,58.72281265,
684,58.66757584,
682,58.54595184,
680,58.54043198,
678,58.48468018,
676,58.5636673,
674,58.39578629,
672,58.44343948,
670,58.25950623,
668,58.21530914,
666,58.23384094,
664,58.14221954,
662,58.17381668,
660,58.22112656,
658,58.13783264,
656,57.84717178,
654,57.80913925,
652,57.87823868,
650,57.84144974,
648,57.8872757,
646,57.74525452,
644,57.65193176,
642,57.46895599,
640,57.53610611,
638,57.47980499,
636,57.39910126,
634,57.36634064,
632,57.35670853,
630,57.30366516,
628,57.10056305,
626,57.10681534,
624,57.03759003,
622,56.94587708,
620,57.05462646,
618,56.81945801,
616,56.72674942,
614,56.73552322,
612,56.76119995,
610,56.64946365,
608,56.5553894,
606,56.48791885,
604,56.48744583,
602,56.34219742,
600,56.29504776,
598,56.17165375,
596,56.08328629,
594,56.0397644,
592,55.93792725,
590,55.88344193,
588,55.82704544,
586,55.72003174,
584,55.66604233,
582,55.68849564,
580,55.57770157,
578,55.45504761,
576,55.51808929,
574,55.33435822,
572,55.31824875,
570,55.21005249,
568,55.23493958,
566,55.06171417,
564,55.01006699,
562,55.01728058,
560,54.90272522,
558,54.94477081,
556,54.96154404,
554,54.93863297,
552,54.81871796,
550,54.74084091,
548,54.73926544,
546,54.68907166,
544,54.74541855,
542,54.668396,
540,54.60116196,
538,54.42998505,
536,54.55645752,
534,54.56587601,
532,54.63686752,
530,54.52535629,
528,54.64064026,
526,54.54736328,
524,54.67168045,
522,54.69086075,
520,54.66622162,
518,54.71535873,
516,54.77149963,
514,54.8839035,
512,54.98882675,
510,55.13602066,
508,55.14133453,
506,55.33859634,
504,55.36930084,
502,55.62099838,
500,55.78944778,
498,55.81565094,
496,56.12002182,
494,56.26359558,
492,56.46656036,
490,56.753582,
488,56.89247131,
486,57.24974823,
484,57.33004379,
482,57.69633484,
480,57.80122757,
478,58.14427567,
476,58.41653442,
474,58.80195999,
472,59.23368454,
470,59.45063782,
468,59.85102844,
466,60.02443314,
464,60.66053009,
462,61.04127121,
460,61.30488968,
458,61.64476776,
456,62.10120773,
454,62.62942505,
452,62.96018982,
450,63.29993439,
448,63.72321701,
446,64.08782196,
444,64.78212738,
442,65.34683228,
440,65.83111572,
438,65.98817444,
436,66.61923218,
434,67.07032776,
432,67.35456085,
430,67.74349976,
428,68.11487579,
426,68.93486023,
424,69.08176422,
422,69.58964539,
420,70.00837708,
418,70.47098541,
416,70.53591919,
414,71.09609985,
412,71.83149719,
410,71.97863007,
408,72.38443756,
406,73.12097931,
404,73.14868927,
402,74.0051651,
400,74.48562622,
398,74.49227142,
396,74.61518097,
394,75.67793274,
392,75.30659485,
390,75.57556915,
388,75.69937134,
386,75.93717957,
384,76.84959412,
382,76.54605865,
380,77.79144287,
378,77.35978699,
376,76.63150787,
374,78.71092224,
372,77.92136383,
370,77.15937805,
368,77.06315613,
366,78.11266327,
364,77.82804108,
362,77.1541748,
360,78.47490692,
358,75.53178406,
356,75.90232849,
354,76.00608063,
352,78.98171234,
350,76.87102509,

