sampleT,,
Wavelength (nm),%T,
850,30.32843781,
848,29.64582825,
846,30.45880127,
844,30.58203697,
842,31.09503937,
840,30.28368568,
838,30.65697861,
836,30.54498482,
834,30.84243584,
832,31.40529633,
830,30.9542923,
828,31.38378525,
826,31.7028141,
824,31.94203949,
822,31.78809929,
820,31.94250679,
818,31.73866653,
816,32.33001709,
814,32.03907776,
812,32.05955505,
810,32.63467026,
808,32.28466034,
806,32.80005646,
804,33.1649437,
802,32.86603546,
800,32.69788742,
798,33.13851166,
796,33.28315735,
794,33.39067459,
792,33.50420761,
790,33.95985794,
788,33.73778915,
786,34.2449646,
784,34.34263611,
782,34.35597229,
780,34.56375122,
778,34.83745956,
776,34.79758072,
774,35.14029694,
772,35.35982132,
770,34.97402191,
768,35.22881699,
766,35.36277008,
764,35.7661171,
762,35.89279938,
760,35.94335175,
758,36.15888596,
756,36.07366943,
754,36.31111526,
752,36.48552322,
750,36.72409821,
748,36.9352951,
746,36.89073181,
744,37.01172256,
742,37.42016602,
740,37.29984665,
738,37.69745636,
736,37.82451248,
734,37.7659111,
732,37.84626389,
730,38.17893219,
728,38.18835449,
726,38.43052673,
724,38.71409225,
722,38.73952103,
720,38.76085281,
718,38.94725037,
716,39.16528702,
714,39.32565308,
712,39.56937027,
710,39.73657227,
708,39.88077164,
706,39.95365143,
704,40.25092697,
702,40.14554977,
700,40.36341858,
698,40.53228378,
696,40.71033096,
694,40.84942627,
692,41.05929947,
690,41.36772919,
688,41.37834167,
686,41.58909988,
684,41.81642914,
682,41.98830414,
680,42.10505676,
678,42.1729393,
676,42.45721817,
674,42.53180313,
672,42.86050034,
670,42.82281876,
668,43.24727249,
666,43.1700058,
664,43.42042923,
662,43.57085419,
660,43.80744934,
658,43.81352997,
656,44.18984604,
654,44.26687241,
652,44.37054443,
650,44.58940887,
648,44.7782402,
646,44.81873703,
644,45.0572319,
642,45.30039978,
640,45.44307709,
638,45.68905258,
636,45.88650894,
634,45.87492752,
632,46.20176315,
630,46.233181,
628,46.53228378,
626,46.69009018,
624,46.85248566,
622,47.05034256,
620,47.31072617,
618,47.40921783,
616,47.59547424,
614,47.82939529,
612,47.91968536,
610,48.16263962,
608,48.32627487,
606,48.63663101,
604,48.81363678,
602,49.02451324,
600,49.10578918,
598,49.26937103,
596,49.54647827,
594,49.74222565,
592,49.90671539,
590,50.15221786,
588,50.43232346,
586,50.50188828,
584,50.7671051,
582,50.98284531,
580,51.1715889,
578,51.30050659,
576,51.52327347,
574,51.70897293,
572,51.92180252,
570,52.13112259,
568,52.38964462,
566,52.67539215,
564,52.81259918,
562,53.01539993,
560,53.3184166,
558,53.52473831,
556,53.54392624,
554,53.90280533,
552,54.13079071,
550,54.24912643,
548,54.53533554,
546,54.75348282,
544,54.8769455,
542,55.22283936,
540,55.312603,
538,55.45197296,
536,55.75823975,
534,55.94551086,
532,56.1040535,
530,56.42469406,
528,56.62949753,
526,56.80932999,
524,56.98932266,
522,57.27800751,
520,57.39162064,
518,57.65991211,
516,57.78872299,
514,58.02558136,
512,58.22795486,
510,58.55640793,
508,58.7466011,
506,58.86780167,
504,59.11970139,
502,59.251297,
500,59.60058594,
498,59.67041397,
496,59.7899971,
494,60.12857056,
492,60.35870743,
490,60.5923996,
488,60.70317459,
486,60.81898117,
484,61.14884567,
482,61.30198288,
480,61.43729782,
478,61.66488647,
476,61.96889877,
474,62.04988861,
472,62.05722809,
470,62.30876923,
468,62.36296463,
466,62.78673553,
464,62.91906738,
462,63.10147095,
460,62.89559174,
458,63.17984009,
456,63.49591064,
454,63.54925156,
452,64.13218689,
450,64.04836273,
448,64.05316925,
446,64.20641327,
444,64.56562042,
442,64.33326721,
440,64.6536026,
438,64.59022522,
436,64.92038727,
434,64.82283783,
432,65.08485413,
430,65.33563995,
428,65.48699188,
426,65.55558014,
424,65.88548279,
422,65.42986298,
420,65.87547302,
418,65.8401947,
416,65.68856812,
414,66.16725922,
412,66.06141663,
410,66.76426697,
408,66.19391632,
406,67.01985931,
404,66.8830719,
402,66.65028381,
400,66.92932892,
398,67.27641296,
396,66.94473267,
394,67.57782745,
392,67.11149597,
390,66.99965668,
388,67.46644592,
386,67.10691833,
384,67.32138062,
382,67.44484711,
380,67.51874542,
378,67.10486603,
376,65.75611115,
374,68.45345306,
372,66.74528503,
370,67.29830933,
368,65.52794647,
366,67.07165527,
364,65.50267029,
362,64.01615143,
360,65.43003845,
358,64.05853271,
356,62.50346756,
354,60.60187149,
352,60.2187767,
350,61.31101227,

