sample3R,,
Wavelength (nm),%R,
850,14.89404869,
848,14.85185432,
846,14.9551506,
844,15.29395294,
842,15.11305141,
840,15.34708595,
838,14.9094286,
836,14.96562672,
834,15.04540157,
832,14.84279346,
830,14.74653053,
828,15.01685524,
826,15.04544926,
824,14.92997265,
822,14.74217606,
820,14.97487831,
818,14.75875854,
816,15.26429462,
814,15.27984619,
812,15.15779305,
810,15.08289528,
808,15.09845829,
806,14.80344582,
804,14.87308598,
802,15.06592751,
800,14.99489212,
798,14.95006084,
796,14.92426205,
794,14.77253914,
792,14.63198948,
790,14.69344616,
788,14.60931492,
786,14.9479332,
784,14.69189262,
782,14.71235752,
780,14.86050606,
778,14.66581249,
776,14.62978172,
774,14.70668125,
772,14.779459,
770,14.72824955,
768,14.79155254,
766,14.45520973,
764,14.87771606,
762,14.71809483,
760,14.72766685,
758,14.7437048,
756,14.64353371,
754,14.52113056,
752,14.61067677,
750,14.61238289,
748,14.57234192,
746,14.6166935,
744,14.46686649,
742,14.67254925,
740,14.72371101,
738,14.67822075,
736,14.61654758,
734,14.5683794,
732,14.61905861,
730,14.56742096,
728,14.6353054,
726,14.62962341,
724,14.65421867,
722,14.68611336,
720,14.65746593,
718,14.75717163,
716,14.68971634,
714,14.61911774,
712,14.6044445,
710,14.75568962,
708,14.71091843,
706,14.62454605,
704,14.68970776,
702,14.69937992,
700,14.77656364,
698,14.77770233,
696,14.80552101,
694,14.78213978,
692,14.71099281,
690,14.82442665,
688,14.83961773,
686,14.75885773,
684,14.81782627,
682,14.89671898,
680,14.85635662,
678,14.91373158,
676,14.89304638,
674,14.93540096,
672,15.01999378,
670,15.00233269,
668,14.97931194,
666,14.91790581,
664,14.9136734,
662,15.00805283,
660,15.10039425,
658,15.10734844,
656,15.01804543,
654,15.04697514,
652,15.0506525,
650,15.11750221,
648,15.15914917,
646,15.16499519,
644,15.25862026,
642,15.23793316,
640,15.25702763,
638,15.30030346,
636,15.27697563,
634,15.308815,
632,15.39389896,
630,15.38666153,
628,15.39509773,
626,15.50398922,
624,15.55584812,
622,15.57341766,
620,15.63377094,
618,15.60608578,
616,15.67026711,
614,15.66463661,
612,15.68460178,
610,15.69879627,
608,15.79660511,
606,15.85624981,
604,15.85238743,
602,15.96718025,
600,15.99383926,
598,16.00208473,
596,16.03883743,
594,16.12084579,
592,16.11808968,
590,16.16039658,
588,16.2900486,
586,16.26994896,
584,16.30668831,
582,16.36996841,
580,16.39281464,
578,16.36570549,
576,16.49025154,
574,16.51247787,
572,16.56895447,
570,16.5371685,
568,16.61489677,
566,16.63564682,
564,16.69718742,
562,16.78350639,
560,16.81956673,
558,16.89656639,
556,16.8266468,
554,16.89681625,
552,16.96880722,
550,17.01865959,
548,17.07368851,
546,17.13564301,
544,17.08354568,
542,17.06545639,
540,17.17747498,
538,17.12760735,
536,17.22225189,
534,17.25532532,
532,17.26088905,
530,17.35094643,
528,17.32570076,
526,17.3038578,
524,17.37148666,
522,17.38861084,
520,17.34423447,
518,17.32244873,
516,17.40691566,
514,17.34409714,
512,17.37643242,
510,17.43327332,
508,17.36266708,
506,17.47197914,
504,17.36938286,
502,17.40011024,
500,17.36928177,
498,17.30586433,
496,17.21884918,
494,17.28355217,
492,17.23306465,
490,17.21659088,
488,17.13919449,
486,17.19274902,
484,17.02838135,
482,17.10592842,
480,16.95191574,
478,16.96973801,
476,16.88372993,
474,16.8569603,
472,16.70193481,
470,16.62253952,
468,16.79316902,
466,16.60745811,
464,16.58048248,
462,16.40363503,
460,16.33864403,
458,16.14893723,
456,16.10440636,
454,15.9849987,
452,16.17496109,
450,15.9550457,
448,15.87792015,
446,15.66982269,
444,15.49689198,
442,15.40456009,
440,15.35507011,
438,15.25466251,
436,15.24254036,
434,15.00069046,
432,14.76168919,
430,14.87667847,
428,14.74893093,
426,14.55705738,
424,14.53411579,
422,14.53060246,
420,14.29239655,
418,13.8236208,
416,13.82943249,
414,13.72137356,
412,13.60214806,
410,13.54253864,
408,13.49322224,
406,13.23387051,
404,13.55645084,
402,13.17944336,
400,13.12146473,
398,13.3159008,
396,13.26451015,
394,12.90173531,
392,12.94476414,
390,12.69115067,
388,12.89407349,
386,11.83431721,
384,12.25161934,
382,12.99891949,
380,12.52411938,
378,12.47143745,
376,12.57776165,
374,12.69584751,
372,12.54136086,
370,12.24827957,
368,12.60315037,
366,12.57431316,
364,12.15641785,
362,12.56742764,
360,12.05972481,
358,13.59554386,
356,13.47263622,
354,13.37029934,
352,12.58645248,
350,11.63719559,
348,15.66465092,
346,13.63469696,
344,10.63860607,
342,18.53653717,
340,17.23093414,
338,13.40032387,
336,14.3290329,
334,12.88319111,
332,15.29673004,
330,14.91631317,
328,14.2558651,
326,15.15106392,
324,14.53400421,
322,12.652318,
320,12.5568409,
318,13.66296101,
316,16.10542297,
314,12.9568634,
312,13.1993351,
310,16.12983131,
308,16.68785667,
306,15.00394154,
304,16.05079269,
302,15.11050797,
300,15.76526737,

