sampleR,,
Wavelength (nm),%R,
850,24.19925117,
848,24.03052521,
846,24.14988136,
844,23.88374138,
842,24.26758766,
840,23.9721508,
838,24.55503273,
836,23.88304138,
834,23.57444382,
832,23.91263771,
830,23.97842789,
828,24.12026215,
826,23.57257843,
824,23.33951759,
822,23.73199272,
820,23.31797218,
818,22.97099686,
816,23.31853867,
814,23.00177956,
812,22.80426598,
810,22.6037674,
808,23.16167641,
806,22.82860184,
804,22.56279945,
802,22.78984261,
800,22.8259964,
798,22.46290779,
796,22.47911263,
794,22.51559067,
792,21.86381912,
790,22.13292313,
788,22.03612518,
786,22.27837944,
784,22.24585915,
782,21.83427238,
780,21.89363289,
778,21.746521,
776,21.42017555,
774,21.5893383,
772,21.55570602,
770,21.5518322,
768,21.3616066,
766,21.14751816,
764,21.27880478,
762,21.0874176,
760,21.08000946,
758,20.99542809,
756,20.95282745,
754,21.03679276,
752,20.86739159,
750,20.85249519,
748,20.84092712,
746,20.78090668,
744,20.53490639,
742,20.67925644,
740,20.58833313,
738,20.32779694,
736,20.38741493,
734,20.23666954,
732,20.14339638,
730,20.17994118,
728,20.36091232,
726,19.95665359,
724,20.21209908,
722,19.70715141,
720,19.78871727,
718,20.0092926,
716,19.85704994,
714,19.59609032,
712,19.62619781,
710,19.82817268,
708,19.69154358,
706,19.46221733,
704,19.42739868,
702,19.46642876,
700,19.39920235,
698,19.30717468,
696,19.01231003,
694,19.17415428,
692,19.31077003,
690,19.07931328,
688,19.15819168,
686,19.0970993,
684,19.09813499,
682,18.94839096,
680,18.92522812,
678,18.7333107,
676,18.78763199,
674,18.67155647,
672,18.76067924,
670,18.82614326,
668,18.61489487,
666,18.55773163,
664,18.55538177,
662,18.55904388,
660,18.49377441,
658,18.51978683,
656,18.41633797,
654,18.28061104,
652,18.41789627,
650,18.39120102,
648,18.39175034,
646,18.30332184,
644,18.26299286,
642,18.25081635,
640,18.21061325,
638,18.12359619,
636,18.21234131,
634,18.10689163,
632,18.12593842,
630,18.05436325,
628,18.11223984,
626,18.06201363,
624,18.06819153,
622,17.99444962,
620,17.9943943,
618,17.89720154,
616,17.9076767,
614,17.86878014,
612,17.83332443,
610,17.8133316,
608,17.79137802,
606,17.87752724,
604,17.90398598,
602,17.87825584,
600,17.88187027,
598,17.85679054,
596,17.79972076,
594,17.81798553,
592,17.72887039,
590,17.87580109,
588,17.85775375,
586,17.77365494,
584,17.89712906,
582,17.78508377,
580,17.83019447,
578,17.81549072,
576,17.82592201,
574,17.85544968,
572,17.82603264,
570,17.76026344,
568,17.73472786,
566,17.75650787,
564,17.71212578,
562,17.74951172,
560,17.77240562,
558,17.92796707,
556,17.74826622,
554,17.83407402,
552,17.80186081,
550,17.93949699,
548,17.86207199,
546,17.893713,
544,17.86621475,
542,17.80356216,
540,17.8553524,
538,17.9710083,
536,17.87602997,
534,17.88862228,
532,18.06283951,
530,18.06083488,
528,17.93666267,
526,17.97776413,
524,18.10777473,
522,18.07871246,
520,17.99927711,
518,17.96618652,
516,18.13358879,
514,18.07599258,
512,18.16698265,
510,18.2369194,
508,18.17148972,
506,18.22993279,
504,18.04979897,
502,18.12771034,
500,18.09051323,
498,18.16172218,
496,18.15968704,
494,18.05190849,
492,18.19440269,
490,18.22124481,
488,18.20476723,
486,18.06976128,
484,18.05481911,
482,18.08001518,
480,18.17733574,
478,17.93709755,
476,18.05885506,
474,18.00161552,
472,18.04341698,
470,17.86754417,
468,17.82261086,
466,17.80273056,
464,17.6415081,
462,17.82573509,
460,17.47038841,
458,17.39772415,
456,17.41288757,
454,17.26634598,
452,17.57018089,
450,17.04449272,
448,17.12388802,
446,17.0847168,
444,16.94273949,
442,16.65111351,
440,16.73137665,
438,16.72800255,
436,16.56320381,
434,16.25525284,
432,16.41849899,
430,16.228405,
428,16.12293625,
426,16.16534615,
424,15.95920372,
422,15.74944115,
420,15.68724918,
418,15.48313522,
416,15.11469078,
414,15.30843067,
412,15.1056509,
410,14.84311199,
408,14.85305595,
406,14.58232975,
404,14.50389481,
402,14.51926231,
400,14.13415241,
398,14.15366936,
396,13.73095036,
394,13.9212656,
392,13.38576508,
390,13.6133213,
388,13.94889927,
386,13.41547108,
384,12.77026558,
382,14.66997147,
380,14.67449856,
378,13.33411026,
376,12.07281876,
374,14.28813934,
372,13.30913162,
370,12.27911377,
368,14.11495209,
366,14.32320881,
364,12.05686665,
362,11.77906799,
360,14.22349167,
358,14.0080471,
356,13.05569267,
354,12.4449873,
352,13.79059982,
350,12.89853764,

