sample2T,,
Wavelength (nm),%T,
850,59.74726105,
848,59.82482529,
846,59.5996933,
844,60.15839005,
842,60.42590332,
840,60.29504395,
838,59.94801331,
836,60.15752411,
834,60.30249786,
832,60.28646088,
830,60.4131813,
828,60.37375259,
826,60.67135239,
824,60.70049286,
822,60.75556183,
820,60.79589844,
818,60.96513367,
816,60.6609993,
814,61.49337769,
812,61.1254921,
810,61.15750504,
808,61.08025742,
806,61.47929382,
804,61.24336243,
802,61.48246002,
800,61.51710129,
798,61.6725502,
796,61.64096451,
794,61.73740768,
792,61.74715805,
790,62.04125214,
788,61.94552231,
786,62.18395996,
784,61.97418976,
782,62.22663116,
780,62.4221077,
778,62.54062653,
776,62.59044266,
774,62.56818008,
772,62.49240494,
770,62.61645508,
768,62.85245895,
766,62.71930313,
764,63.07056046,
762,63.15650177,
760,63.14480972,
758,63.33879852,
756,63.46043777,
754,63.48490906,
752,63.5344162,
750,63.65943146,
748,63.72816467,
746,63.77649307,
744,63.84854126,
742,63.98855591,
740,64.08463287,
738,64.21266937,
736,64.27364349,
734,64.34049225,
732,64.37915802,
730,64.54039764,
728,64.49196625,
726,64.72201538,
724,64.9302597,
722,64.91433716,
720,65.04021454,
718,65.12940979,
716,65.20639038,
714,65.28044128,
712,65.27671814,
710,65.43392181,
708,65.53701782,
706,65.55428314,
704,65.6080246,
702,65.70909882,
700,65.77318573,
698,65.9355011,
696,66.13820648,
694,66.2050705,
692,66.25978088,
690,66.43609619,
688,66.5014267,
686,66.53837585,
684,66.72633362,
682,66.7215271,
680,66.8664093,
678,66.93331146,
676,67.01699829,
674,67.10492706,
672,67.19623566,
670,67.3565979,
668,67.37268829,
666,67.46125031,
664,67.5497818,
662,67.66824341,
660,67.70531464,
658,67.78663635,
656,67.96328735,
654,67.99043274,
652,68.10344696,
650,68.2095108,
648,68.28987122,
646,68.36264801,
644,68.40123749,
642,68.58601379,
640,68.59916687,
638,68.75357056,
636,68.79699707,
634,68.90840149,
632,68.97086334,
630,69.00382996,
628,69.1395874,
626,69.35631561,
624,69.39636993,
622,69.48509216,
620,69.59067535,
618,69.67277527,
616,69.73005676,
614,69.87710571,
612,69.98725891,
610,70.04553986,
608,70.20223999,
606,70.24076843,
604,70.33835602,
602,70.42760468,
600,70.4654541,
598,70.58930969,
596,70.60414886,
594,70.70076752,
592,70.84470367,
590,70.83457947,
588,70.97032928,
586,70.99293518,
584,71.09242249,
582,71.22904205,
580,71.29867554,
578,71.38510132,
576,71.55238342,
574,71.52837372,
572,71.6864624,
570,71.70706177,
568,71.87818909,
566,71.97518158,
564,71.97948456,
562,72.04629517,
560,72.18197632,
558,72.25707245,
556,72.33369446,
554,72.42969513,
552,72.4756012,
550,72.59887695,
548,72.60939789,
546,72.71266174,
544,72.82813263,
542,72.87890625,
540,72.93508911,
538,72.93716431,
536,73.06348419,
534,73.13555908,
532,73.19087219,
530,73.20310974,
528,73.3319931,
526,73.38386536,
524,73.43162537,
522,73.52173615,
520,73.5878067,
518,73.57731628,
516,73.67484283,
514,73.69720459,
512,73.85019684,
510,73.93760681,
508,73.85648346,
506,73.92700958,
504,74.06177521,
502,73.92533112,
500,73.99160004,
498,74.06104279,
496,74.1195755,
494,74.11363983,
492,74.15486145,
490,74.27758789,
488,74.22020721,
486,74.33317566,
484,74.3573761,
482,74.43023682,
480,74.33135223,
478,74.39668274,
476,74.31937408,
474,74.39595795,
472,74.39233398,
470,74.41080475,
468,74.5460968,
466,74.54595184,
464,74.49320984,
462,74.45973206,
460,74.56963348,
458,74.51248169,
456,74.47388458,
454,74.55740356,
452,74.68308258,
450,74.62340546,
448,74.57712555,
446,74.67598724,
444,74.74189758,
442,74.61160278,
440,74.77096558,
438,74.58019257,
436,74.68170166,
434,74.81108093,
432,74.7387619,
430,74.60583496,
428,74.64417267,
426,74.72781372,
424,74.94508362,
422,74.68592834,
420,74.6049881,
418,74.52563477,
416,74.66320801,
414,74.65091705,
412,74.54877472,
410,74.93777466,
408,74.65940094,
406,74.79377747,
404,74.68345642,
402,74.80047607,
400,74.7245636,
398,75.14344025,
396,74.82622528,
394,74.92350006,
392,74.53001404,
390,74.32915497,
388,74.29056549,
386,74.55522156,
384,74.22344971,
382,74.30123901,
380,74.4102478,
378,73.87870789,
376,73.21244049,
374,73.90132904,
372,73.14633942,
370,72.4670105,
368,72.33544922,
366,72.44809723,
364,72.22650146,
362,71.43398285,
360,70.56319427,
358,69.16073608,
356,67.66202545,
354,66.42877197,
352,66.5759964,
350,64.82681274,
348,59.00322342,
346,56.55053329,
344,57.06803131,
342,56.71770477,
340,58.23896408,
338,56.06642914,
336,55.66593552,
334,57.21293259,
332,56.77914429,
330,54.1776886,
328,53.23627472,
326,53.57004547,
324,49.24255371,
322,52.19485092,
320,46.96178436,
318,49.51951599,
316,47.47135162,
314,44.90474319,
312,43.73078537,
310,42.01361847,
308,40.90930557,
306,39.51050186,
304,35.13041306,
302,32.85988998,
300,32.12982178,

