sample2R,,
Wavelength (nm),%R,
850,25.8595314,
848,25.71049118,
846,25.69734764,
844,25.72772217,
842,25.74678612,
840,25.5367794,
838,25.26226044,
836,25.56936646,
834,25.56228256,
832,25.08872414,
830,25.34689522,
828,25.09926796,
826,25.21141815,
824,24.92777634,
822,24.86610222,
820,24.90544701,
818,24.72069931,
816,24.82580376,
814,24.94787788,
812,24.93879509,
810,24.46469498,
808,24.65548706,
806,24.6866169,
804,24.89310455,
802,24.51424026,
800,24.27467918,
798,24.2335968,
796,23.89174652,
794,24.22650146,
792,23.74780846,
790,23.84237099,
788,23.87613297,
786,23.98993874,
784,23.49368095,
782,23.73540497,
780,23.72460175,
778,23.29555511,
776,23.29075241,
774,23.36105347,
772,23.28101349,
770,23.26411247,
768,23.20412827,
766,22.940382,
764,23.16009331,
762,23.03866768,
760,23.04943085,
758,22.83111382,
756,22.77456284,
754,22.73605537,
752,22.75508118,
750,22.55043602,
748,22.66335678,
746,22.56427002,
744,22.47560692,
742,22.35112572,
740,22.32398987,
738,22.2378521,
736,22.15035629,
734,22.03955269,
732,21.93686104,
730,22.07224846,
728,22.00012779,
726,21.83254433,
724,21.81101036,
722,21.59586906,
720,21.53140831,
718,21.63124084,
716,21.43729782,
714,21.42586136,
712,21.39329338,
710,21.41956711,
708,21.21138191,
706,21.10668945,
704,21.11491013,
702,20.9970932,
700,20.92863083,
698,20.88215065,
696,20.83064079,
694,20.78755188,
692,20.67794418,
690,20.67602539,
688,20.54070473,
686,20.44836235,
684,20.4375,
682,20.376091,
680,20.32662582,
678,20.17165947,
676,20.14471054,
674,20.03862572,
672,20.07474136,
670,20.01459503,
668,19.80928802,
666,19.70362473,
664,19.65605545,
662,19.62499428,
660,19.57402611,
658,19.57707787,
656,19.41920662,
654,19.31567001,
652,19.20837593,
650,19.12601662,
648,19.17282486,
646,19.06957245,
644,18.96463776,
642,18.91422653,
640,18.89432716,
638,18.79915619,
636,18.71374893,
634,18.61586761,
632,18.5192585,
630,18.4583683,
628,18.39394569,
626,18.26438522,
624,18.31174469,
622,18.27270317,
620,18.16051674,
618,18.05901718,
616,18.04269028,
614,17.92441177,
612,17.84158325,
610,17.80972099,
608,17.74463272,
606,17.75283241,
604,17.5722847,
602,17.51912498,
600,17.46430016,
598,17.38707352,
596,17.29559517,
594,17.26023483,
592,17.13428497,
590,17.07657433,
588,17.10162354,
586,17.00138855,
584,16.93386078,
582,16.81378555,
580,16.70971107,
578,16.65322876,
576,16.63778114,
574,16.58777237,
572,16.45931244,
570,16.38852882,
568,16.32724762,
566,16.25273895,
564,16.20448494,
562,16.21841431,
560,16.0332489,
558,16.09653664,
556,15.98248768,
554,15.91575432,
552,15.77672768,
550,15.86027431,
548,15.75994492,
546,15.68768311,
544,15.52068138,
542,15.50424862,
540,15.38314629,
538,15.40100861,
536,15.29281712,
534,15.23812103,
532,15.21547318,
530,15.17058563,
528,15.12406635,
526,15.09185123,
524,14.99761963,
522,14.88942909,
520,14.92653084,
518,14.7333889,
516,14.73317909,
514,14.60063457,
512,14.57158947,
510,14.62070751,
508,14.50517654,
506,14.44702625,
504,14.38365555,
502,14.35295677,
500,14.31606579,
498,14.18355083,
496,14.15388298,
494,14.11496258,
492,14.00509167,
490,14.01350975,
488,13.90769291,
486,13.95782566,
484,13.85791492,
482,13.8271246,
480,13.83261871,
478,13.74533653,
476,13.70918179,
474,13.57537365,
472,13.60307598,
470,13.52209759,
468,13.56027412,
466,13.48541546,
464,13.46567726,
462,13.57436466,
460,13.45664597,
458,13.1493063,
456,13.25554657,
454,13.05554771,
452,13.43137169,
450,13.16893578,
448,13.16937256,
446,13.19957924,
444,12.94351482,
442,13.0241003,
440,13.09801483,
438,12.82417202,
436,12.98020077,
434,12.93073463,
432,12.9308548,
430,12.79918289,
428,13.05979061,
426,12.81016445,
424,12.89853191,
422,12.82657528,
420,12.92656708,
418,12.65325832,
416,12.56954861,
414,12.61069298,
412,12.57076073,
410,12.533638,
408,12.42126274,
406,12.13095951,
404,12.36620045,
402,12.30400085,
400,12.260952,
398,12.67496967,
396,12.28666115,
394,12.07710075,
392,11.96414089,
390,12.60537052,
388,12.10502052,
386,11.74913597,
384,11.79695129,
382,12.98663807,
380,12.87131882,
378,13.0696888,
376,11.74921131,
374,13.02722073,
372,12.72294044,
370,12.28888988,
368,12.85360432,
366,12.66574287,
364,12.54090977,
362,13.31221199,
360,13.10778713,
358,13.3340435,
356,13.96709824,
354,13.05895424,
352,13.40563297,
350,14.1049366,
348,16.75076866,
346,16.68332672,
344,16.46426582,
342,14.64285374,
340,15.70678902,
338,16.37238503,
336,14.65698814,
334,14.83978653,
332,16.36454964,
330,16.69665337,
328,15.66715717,
326,14.35408878,
324,12.54975605,
322,17.9990406,
320,11.22924042,
318,15.78795338,
316,14.49347019,
314,15.81382179,
312,17.04953766,
310,14.37057972,
308,15.19670486,
306,15.96605492,
304,15.15301609,
302,15.95664024,
300,15.65265369,

