sampleR,,
Wavelength (nm),%R,
850,46.94789505,
848,47.34293365,
846,46.9912262,
844,46.83689499,
842,46.89918518,
840,46.60959244,
838,45.77663422,
836,46.74163055,
834,45.9499855,
832,46.06278229,
830,46.28936768,
828,45.11077881,
826,45.78591919,
824,45.71905136,
822,45.51953506,
820,45.30727386,
818,45.26747131,
816,45.10031509,
814,45.17493439,
812,44.43818283,
810,44.51005936,
808,44.47109604,
806,44.14919281,
804,44.68107224,
802,44.32615662,
800,44.242939,
798,43.87556458,
796,43.85619354,
794,43.60125351,
792,43.20883942,
790,43.61460495,
788,43.10415649,
786,43.06217575,
784,42.91986465,
782,42.75354385,
780,42.45565414,
778,42.40111923,
776,42.24900055,
774,42.20571899,
772,42.28844452,
770,41.82694626,
768,42.05454636,
766,41.59034348,
764,41.64584351,
762,41.54321671,
760,41.56255722,
758,41.22759628,
756,40.98329163,
754,40.81584167,
752,40.80333328,
750,40.80488586,
748,40.51484299,
746,40.39405441,
744,40.09799194,
742,40.15841675,
740,39.98973846,
738,40.11365891,
736,39.84893036,
734,39.67652893,
732,39.23654556,
730,39.44073105,
728,39.21806335,
726,39.26281738,
724,39.12295151,
722,38.81816483,
720,38.54291916,
718,38.4771843,
716,38.40855026,
714,38.21748352,
712,37.97322464,
710,38.04618835,
708,37.89080811,
706,37.6123848,
704,37.56857681,
702,37.26860809,
700,37.0933609,
698,36.88864899,
696,36.94644165,
694,36.81122971,
692,36.74662018,
690,36.5222168,
688,36.29177094,
686,36.24422073,
684,35.89427948,
682,35.78475571,
680,35.78096771,
678,35.55408096,
676,35.40872574,
674,35.3154068,
672,35.15306854,
670,34.95778656,
668,34.73377609,
666,34.58003616,
664,34.48329163,
662,34.34807968,
660,34.26005173,
658,34.15998459,
656,33.86694336,
654,33.7109642,
652,33.5714035,
650,33.45394516,
648,33.09777832,
646,33.08718109,
644,32.91848755,
642,32.90005493,
640,32.60567856,
638,32.6329422,
636,32.3228035,
634,32.13924026,
632,32.0597229,
630,31.92856598,
628,31.74379158,
626,31.53893089,
624,31.52301407,
622,31.16031647,
620,31.27616119,
618,30.94273758,
616,30.84254837,
614,30.70252228,
612,30.31806374,
610,30.36155319,
608,30.10521889,
606,30.01599693,
604,29.80938911,
602,29.68745804,
600,29.48046112,
598,29.35440826,
596,29.16742325,
594,28.96072578,
592,28.83737373,
590,28.62558746,
588,28.57355499,
586,28.47210503,
584,28.26485062,
582,28.17129135,
580,28.00497437,
578,27.77852058,
576,27.70141029,
574,27.46517563,
572,27.30149841,
570,27.13213348,
568,27.05246162,
566,26.77270699,
564,26.54719353,
562,26.52201271,
560,26.36181641,
558,26.22698593,
556,25.98880005,
554,25.92688179,
552,25.61291504,
550,25.60124779,
548,25.27365685,
546,25.20586586,
544,25.10408401,
542,24.8662796,
540,24.62887383,
538,24.55739594,
536,24.37816238,
534,24.16314697,
532,24.02161217,
530,24.08911896,
528,23.80234909,
526,23.64182663,
524,23.47845459,
522,23.38234901,
520,23.24506378,
518,22.96676826,
516,22.92879105,
514,22.61697578,
512,22.55354691,
510,22.558321,
508,22.27409554,
506,22.13796806,
504,22.00048065,
502,21.83140755,
500,21.6158123,
498,21.46617508,
496,21.25211716,
494,21.30041504,
492,20.99908257,
490,20.91677666,
488,20.81880569,
486,20.70200157,
484,20.46998405,
482,20.34785652,
480,20.2555027,
478,20.27835655,
476,20.01647377,
474,19.96054649,
472,19.89531708,
470,19.6672821,
468,19.7108078,
466,19.34498596,
464,19.40364647,
462,19.18662453,
460,19.18486214,
458,18.83067513,
456,18.78330421,
454,18.64137268,
452,18.60058022,
450,18.40733337,
448,18.16501808,
446,18.15812111,
444,18.15171623,
442,18.03642464,
440,17.8193531,
438,17.64158058,
436,17.44891548,
434,17.53793144,
432,17.4324646,
430,17.22106934,
428,17.305336,
426,16.98112106,
424,17.13407326,
422,16.72810745,
420,17.07496262,
418,16.77069473,
416,16.38386154,
414,16.49402618,
412,16.27228928,
410,16.33224106,
408,15.87304211,
406,16.11026573,
404,16.17960548,
402,16.00962448,
400,16.06829643,
398,16.01765251,
396,15.11673641,
394,15.68848515,
392,14.52864456,
390,15.41944313,
388,15.43703651,
386,14.64251614,
384,15.35376644,
382,15.70924664,
380,15.76951408,
378,14.80387306,
376,14.37294769,
374,15.86902332,
372,13.73286724,
370,15.06634617,
368,15.91466713,
366,15.81842041,
364,14.72768593,
362,14.04157162,
360,14.91218948,
358,16.31851959,
356,16.90330696,
354,14.57651234,
352,15.32710075,
350,12.99068356,

