sampleR,,
Wavelength (nm),%R,
850,31.3300457,
848,31.15150261,
846,30.64951897,
844,30.98803711,
842,30.81877136,
840,30.47302437,
838,30.92196846,
836,30.78941917,
834,30.55180359,
832,30.33293533,
830,30.88792229,
828,31.2200222,
826,30.76614761,
824,30.43171692,
822,29.87556839,
820,30.4631958,
818,30.04644775,
816,30.53715134,
814,30.77695656,
812,30.6779232,
810,30.51213837,
808,30.67326164,
806,30.16270638,
804,30.45887947,
802,30.27758026,
800,30.35800552,
798,29.94038391,
796,29.63996887,
794,29.57320213,
792,29.79143333,
790,29.52932167,
788,29.08480835,
786,29.33068848,
784,29.30067825,
782,29.40315819,
780,29.43609047,
778,29.33686066,
776,29.32691574,
774,29.44800568,
772,29.02426147,
770,29.02007103,
768,29.01672745,
766,28.96267509,
764,29.06028366,
762,29.18984985,
760,28.92512321,
758,28.75394821,
756,28.95933151,
754,28.76198196,
752,28.82301712,
750,28.57221413,
748,28.63417053,
746,28.54561424,
744,28.45617867,
742,28.50603676,
740,28.60773468,
738,28.42551231,
736,28.35110474,
734,28.34660339,
732,28.29968262,
730,28.27582741,
728,28.14051437,
726,28.18231583,
724,28.078022,
722,28.01487732,
720,28.072155,
718,28.01969337,
716,27.94648933,
714,27.75532913,
712,27.52539825,
710,27.66630363,
708,27.7409935,
706,27.60653496,
704,27.50395584,
702,27.48886681,
700,27.38102722,
698,27.42689323,
696,27.33594704,
694,27.44821548,
692,27.1781559,
690,27.25033379,
688,27.01953888,
686,27.24223137,
684,27.13391495,
682,27.03817749,
680,26.81683922,
678,26.9662056,
676,26.75951195,
674,26.77024078,
672,26.79289055,
670,26.70608521,
668,26.61934471,
666,26.52814102,
664,26.43839645,
662,26.43311882,
660,26.26772881,
658,26.34596252,
656,26.0730629,
654,26.05492783,
652,25.95249939,
650,25.97740555,
648,25.96190643,
646,25.81190109,
644,25.74388885,
642,25.77116394,
640,25.68541145,
638,25.5320549,
636,25.4637928,
634,25.48884201,
632,25.37908936,
630,25.27535248,
628,25.27444649,
626,25.10108948,
624,25.04931068,
622,24.96631813,
620,24.9079895,
618,24.77137947,
616,24.80576324,
614,24.52947617,
612,24.54487801,
610,24.46512985,
608,24.32551003,
606,24.35025597,
604,24.27327728,
602,24.12693405,
600,24.00200272,
598,24.01305962,
596,23.90126419,
594,23.89341736,
592,23.7340107,
590,23.59107971,
588,23.63957787,
586,23.44363022,
584,23.33822823,
582,23.29678917,
580,23.17061424,
578,23.04435921,
576,23.07621002,
574,22.93442345,
572,22.84127998,
570,22.67704391,
568,22.70734406,
566,22.52131271,
564,22.42087746,
562,22.31965446,
560,22.2238636,
558,22.15599632,
556,22.03964615,
554,22.05433655,
552,21.8575573,
550,21.84926987,
548,21.73830032,
546,21.68822289,
544,21.52779961,
542,21.4971447,
540,21.28786659,
538,21.27823448,
536,21.19993782,
534,21.05029869,
532,21.05807877,
530,21.0945015,
528,20.86227989,
526,20.88718224,
524,20.888134,
522,20.5805378,
520,20.52952766,
518,20.57531357,
516,20.52783966,
514,20.33546638,
512,20.18163681,
510,20.25701332,
508,20.1385994,
506,20.14862251,
504,20.01990509,
502,19.97257042,
500,19.90458679,
498,19.79699707,
496,19.86602592,
494,19.63179398,
492,19.72501183,
490,19.58632469,
488,19.60416794,
486,19.50008202,
484,19.51820755,
482,19.4184227,
480,19.31687355,
478,19.1835537,
476,19.32300568,
474,19.1805172,
472,19.05439377,
470,18.93922806,
468,18.92773819,
466,18.83812332,
464,18.73541832,
462,18.74598122,
460,18.80649757,
458,18.40681076,
456,18.67667961,
454,18.47590256,
452,18.58577538,
450,18.36227036,
448,18.12279892,
446,18.28383446,
444,17.91309166,
442,18.17749596,
440,17.84178543,
438,17.61611938,
436,17.58122253,
434,17.63434982,
432,17.5862999,
430,17.41104507,
428,17.12109184,
426,17.02308083,
424,17.42621803,
422,17.26993561,
420,16.66255951,
418,16.43327713,
416,16.48773193,
414,16.34353065,
412,15.99117374,
410,15.83038425,
408,16.04881096,
406,15.86741066,
404,15.63524151,
402,15.37053776,
400,15.36765575,
398,15.96006298,
396,15.13402748,
394,15.43888855,
392,14.40633678,
390,14.48829937,
388,14.8046999,
386,13.90326786,
384,13.62685299,
382,14.10455227,
380,14.26047993,
378,13.93477917,
376,15.1801672,
374,14.10478687,
372,15.98742199,
370,13.77309227,
368,14.27093315,
366,14.91732121,
364,13.04717827,
362,11.91488075,
360,14.56045914,
358,13.24399281,
356,13.13313675,
354,12.99394512,
352,15.06897068,
350,12.72267818,

