sampleT,,
Wavelength (nm),%T,
850,60.22811127,
848,60.52690125,
846,60.57942581,
844,60.11392593,
842,60.30173874,
840,60.36769867,
838,60.20650864,
836,60.4206543,
834,60.91422272,
832,60.54604721,
830,60.72639847,
828,61.02970886,
826,60.95406342,
824,60.87018204,
822,61.1199379,
820,61.20632935,
818,60.9955368,
816,61.18518066,
814,60.97631454,
812,61.05750656,
810,60.89030457,
808,61.17547607,
806,61.30171585,
804,61.64917755,
802,62.13279343,
800,61.69841766,
798,61.56863022,
796,61.0382309,
794,61.47036743,
792,61.20300293,
790,61.46603394,
788,61.04703522,
786,61.12154007,
784,61.16718674,
782,61.26012802,
780,61.88866043,
778,61.57966995,
776,61.4909935,
774,61.47825241,
772,61.40525818,
770,61.57827377,
768,61.53964233,
766,61.70589447,
764,61.86727905,
762,61.75415421,
760,61.84260941,
758,61.82931519,
756,61.5500679,
754,61.92902374,
752,61.88801956,
750,61.8297348,
748,61.94748306,
746,61.92625809,
744,61.98065186,
742,61.68069839,
740,62.01746368,
738,61.86326218,
736,61.77218628,
734,61.83352661,
732,61.94293976,
730,61.79314423,
728,61.76997375,
726,61.98513031,
724,61.97394562,
722,61.69138718,
720,61.87782288,
718,61.80155182,
716,61.82090759,
714,62.02786636,
712,61.89966965,
710,61.97032928,
708,62.04556656,
706,61.98223114,
704,62.05965424,
702,61.88441467,
700,61.85745621,
698,61.9407959,
696,61.8923378,
694,61.81792068,
692,61.82149124,
690,61.79565048,
688,61.75335693,
686,61.84500885,
684,61.85092163,
682,61.94701385,
680,61.81045151,
678,61.77134705,
676,61.68297958,
674,61.7918129,
672,61.69945526,
670,61.68262863,
668,61.53138351,
666,61.61394882,
664,61.56646729,
662,61.56890488,
660,61.60952377,
658,61.35069656,
656,61.48613739,
654,61.43252945,
652,61.36213684,
650,61.34915924,
648,61.27488708,
646,61.23360443,
644,61.15118408,
642,61.28180695,
640,61.20304489,
638,61.03475571,
636,60.98812103,
634,60.9753685,
632,60.97393799,
630,60.95328522,
628,60.80674362,
626,60.7433548,
624,60.82418442,
622,60.77306747,
620,60.64731598,
618,60.74720764,
616,60.55738831,
614,60.57070923,
612,60.53618622,
610,60.57177734,
608,60.49157333,
606,60.3731041,
604,60.33504486,
602,60.26721191,
600,60.12982559,
598,60.1933136,
596,60.13898849,
594,59.96133041,
592,59.89545441,
590,60.03559113,
588,60.00974274,
586,59.88214111,
584,59.69803238,
582,59.80619049,
580,59.70194244,
578,59.67717743,
576,59.59891129,
574,59.40384674,
572,59.43228531,
570,59.48535919,
568,59.51332474,
566,59.34845734,
564,59.25998688,
562,59.24673843,
560,59.1637001,
558,59.09499359,
556,59.1182251,
554,59.08706284,
552,58.93961716,
550,59.02732086,
548,58.88729095,
546,58.90830231,
544,58.92342377,
542,58.87988281,
540,58.70425797,
538,58.64465332,
536,58.78092575,
534,58.68682098,
532,58.71675491,
530,58.66536331,
528,58.59249878,
526,58.53980255,
524,58.56616592,
522,58.51605606,
520,58.61918259,
518,58.51726532,
516,58.54266357,
514,58.55072021,
512,58.51579285,
510,58.73728943,
508,58.70969772,
506,58.8335762,
504,58.82754898,
502,58.75510406,
500,58.97139359,
498,59.00666046,
496,59.04138565,
494,59.11933136,
492,59.37767792,
490,59.60202789,
488,59.65784836,
486,59.74396896,
484,59.92754745,
482,60.20749664,
480,60.30388641,
478,60.51896286,
476,60.57463455,
474,60.7792778,
472,61.16508865,
470,61.2359581,
468,61.59724426,
466,61.85830307,
464,62.07394409,
462,62.5667572,
460,62.76504898,
458,62.9092865,
456,63.30246735,
454,63.52886963,
452,64.12565613,
450,64.30714417,
448,64.77386475,
446,64.9580307,
444,65.37036133,
442,65.64874268,
440,66.5086441,
438,66.35829926,
436,67.26075745,
434,67.04181671,
432,67.62285614,
430,67.87269592,
428,68.26882172,
426,68.75049591,
424,69.31253815,
422,69.51818848,
420,69.69908142,
418,70.37004089,
416,70.33621216,
414,70.98108673,
412,71.48231506,
410,71.78965759,
408,72.26900482,
406,72.37726593,
404,72.78108215,
402,73.66923523,
400,73.76198578,
398,74.43814087,
396,73.92456818,
394,74.84273529,
392,74.9564743,
390,74.38067627,
388,75.89816284,
386,74.83390808,
384,76.02159119,
382,76.16149139,
380,75.40300751,
378,76.18996429,
376,76.30821228,
374,76.71582794,
372,77.28422546,
370,77.25101471,
368,77.0943985,
366,76.39428711,
364,77.30115509,
362,75.9055481,
360,78.23474884,
358,76.80240631,
356,75.35903931,
354,74.28236389,
352,74.40532684,
350,74.32701874,

