sampleT,,
Wavelength (nm),%T,
850,45.35870361,
848,45.7182312,
846,45.50999832,
844,46.43915176,
842,45.88317871,
840,45.78694153,
838,45.47962189,
836,45.78619003,
834,46.00498199,
832,46.1727562,
830,46.06370926,
828,46.66353607,
826,45.91684341,
824,46.62762451,
822,47.28901291,
820,46.81680679,
818,46.92881012,
816,47.56466293,
814,47.08544159,
812,47.85491562,
810,47.46946335,
808,47.45278168,
806,48.20356369,
804,48.14825821,
802,47.76385117,
800,48.69831848,
798,48.54302979,
796,49.08382034,
794,49.10126114,
792,48.81048203,
790,49.1089859,
788,49.41750336,
786,49.62247086,
784,49.2123909,
782,49.68996429,
780,49.95223999,
778,49.94894791,
776,50.13244629,
774,50.44410706,
772,50.46025467,
770,50.6146431,
768,50.74450302,
766,50.62472153,
764,51.13318634,
762,51.3327713,
760,51.36400604,
758,51.55903625,
756,51.41609955,
754,51.86904144,
752,51.92511749,
750,52.2666626,
748,52.3372345,
746,52.47245407,
744,52.56671906,
742,52.70662308,
740,52.98976135,
738,52.94665527,
736,53.17156982,
734,53.27692032,
732,53.41749954,
730,53.70308304,
728,53.4919548,
726,53.84780121,
724,54.14107895,
722,54.06015396,
720,54.45109177,
718,54.34020233,
716,54.68254089,
714,54.72164917,
712,54.7194252,
710,55.02464294,
708,55.29524231,
706,55.31035233,
704,55.41555405,
702,55.69458771,
700,55.71279526,
698,56.00661087,
696,56.17552948,
694,56.16759491,
692,56.5105896,
690,56.56397247,
688,56.89995956,
686,56.81385422,
684,57.01196289,
682,57.23559189,
680,57.31251907,
678,57.46609497,
676,57.55982208,
674,57.73954391,
672,57.88943863,
670,58.03195953,
668,58.30261612,
666,58.38418579,
664,58.50848007,
662,58.65990067,
660,58.8272171,
658,58.95453644,
656,58.9811554,
654,59.10928726,
652,59.38321304,
650,59.38499069,
648,59.61530304,
646,59.86457062,
644,59.88280869,
642,60.14000702,
640,60.28702927,
638,60.34556198,
636,60.56355286,
634,60.80882645,
632,60.71581268,
630,60.88975143,
628,61.16183853,
626,61.31705475,
624,61.49623489,
622,61.61286163,
620,61.61289978,
618,61.91710663,
616,61.8887291,
614,62.11108398,
612,62.36827469,
610,62.42947388,
608,62.73461151,
606,62.89538574,
604,62.93252182,
602,63.18077469,
600,63.19497299,
598,63.38915253,
596,63.44839859,
594,63.7269516,
592,63.72943115,
590,63.82598877,
588,64.03030396,
586,64.05979156,
584,64.30665588,
582,64.52560425,
580,64.63414764,
578,64.80670929,
576,64.96005249,
574,64.94159698,
572,65.18774414,
570,65.37181091,
568,65.433815,
566,65.637146,
564,65.75221252,
562,65.84772491,
560,65.9969635,
558,66.15746307,
556,66.27870178,
554,66.50787354,
552,66.46570587,
550,66.76979065,
548,66.81925964,
546,66.98312378,
544,67.11217499,
542,67.29183197,
540,67.28180695,
538,67.3848877,
536,67.55846405,
534,67.6326828,
532,67.84864044,
530,67.88040924,
528,68.09757996,
526,68.12650299,
524,68.25268555,
522,68.4258728,
520,68.43652344,
518,68.50154877,
516,68.74838257,
514,68.65473175,
512,68.89382172,
510,68.95475769,
508,69.02949524,
506,69.15288544,
504,69.12676239,
502,69.18638611,
500,69.48320007,
498,69.49949646,
496,69.45504761,
494,69.67879486,
492,69.75880432,
490,69.88556671,
488,69.81520081,
486,69.94117737,
484,69.93984222,
482,70.01174927,
480,70.06361389,
478,70.26711273,
476,70.21284485,
474,70.35992432,
472,70.31121826,
470,70.37518311,
468,70.46760559,
466,70.62752533,
464,70.35030365,
462,70.64866638,
460,70.8091507,
458,70.61797333,
456,70.84096527,
454,70.71061707,
452,71.05763245,
450,70.92904663,
448,71.08361816,
446,70.91004944,
444,71.04914856,
442,71.1778183,
440,71.32498932,
438,71.080513,
436,71.49067688,
434,71.31867981,
432,71.44733429,
430,71.38520813,
428,71.41950226,
426,71.51245117,
424,71.77718353,
422,71.69616699,
420,71.71463013,
418,71.58572388,
416,71.8081665,
414,71.74269867,
412,71.9627533,
410,72.04979706,
408,71.87399292,
406,72.14733124,
404,72.19048309,
402,71.66740417,
400,72.66473389,
398,72.74682617,
396,71.72231293,
394,72.18830872,
392,72.12856293,
390,71.8473053,
388,71.46942902,
386,70.99399567,
384,71.85951233,
382,72.07110596,
380,72.3685379,
378,72.048172,
376,71.64722443,
374,71.61554718,
372,70.20219421,
370,70.75111389,
368,69.02136993,
366,69.40846252,
364,69.46382141,
362,69.12011719,
360,68.27574158,
358,66.97595978,
356,65.47367859,
354,65.73288727,
352,64.96678925,
350,66.52611542,

