sampleR,,
Wavelength (nm),%R,
850,17.01610184,
848,17.01471519,
846,16.97456169,
844,17.27138329,
842,17.14373589,
840,17.25460434,
838,17.10056496,
836,17.17677498,
834,16.57490349,
832,16.34153938,
830,17.13076782,
828,16.41743088,
826,16.74727249,
824,16.82217979,
822,16.83102798,
820,16.72175026,
818,16.14010429,
816,16.86168098,
814,16.77879333,
812,16.7413559,
810,16.22798538,
808,16.87852478,
806,16.91953087,
804,17.25149536,
802,16.66787529,
800,16.34031868,
798,16.7559166,
796,16.00277901,
794,16.77112961,
792,16.35734749,
790,16.29921532,
788,16.17284775,
786,16.46619987,
784,16.38636208,
782,16.42105484,
780,16.29081917,
778,16.24430466,
776,16.3962574,
774,16.32491875,
772,16.14923859,
770,16.23361206,
768,16.34692383,
766,16.19631767,
764,16.51072502,
762,16.2474041,
760,16.15377808,
758,16.30142021,
756,16.24348068,
754,16.29001999,
752,16.41031075,
750,16.25425339,
748,16.12578011,
746,16.13678169,
744,16.20141029,
742,16.35380173,
740,16.23702431,
738,16.10467529,
736,16.25517654,
734,16.14364052,
732,15.99890614,
730,16.25000763,
728,16.0766449,
726,16.042099,
724,16.14400291,
722,15.85804558,
720,16.01108932,
718,16.1564827,
716,15.87431145,
714,15.88644123,
712,16.03602982,
710,16.08076668,
708,15.95683289,
706,15.96143055,
704,15.93380833,
702,16.0212841,
700,16.0635643,
698,16.11188126,
696,16.00447464,
694,15.91746521,
692,16.08942795,
690,16.07523918,
688,15.94655037,
686,15.97581673,
684,15.96986675,
682,16.09396935,
680,16.00609398,
678,16.05295944,
676,16.08423805,
674,16.03623009,
672,15.98500156,
670,16.18322372,
668,15.90411091,
666,16.07300377,
664,15.97294998,
662,16.17364883,
660,15.98706532,
658,16.11058807,
656,16.10942268,
654,16.04852295,
652,16.10726929,
650,16.06008339,
648,16.06822968,
646,16.14472771,
644,16.12552261,
642,16.21650887,
640,16.16578484,
638,16.32417488,
636,16.16492271,
634,16.23537064,
632,16.24755669,
630,16.18290901,
628,16.31690979,
626,16.20004845,
624,16.26792526,
622,16.33424568,
620,16.34156609,
618,16.15755463,
616,16.45381546,
614,16.42920303,
612,16.4405117,
610,16.50114441,
608,16.51527214,
606,16.57392311,
604,16.6187458,
602,16.63101006,
600,16.67128754,
598,16.67983627,
596,16.63448906,
594,16.75675392,
592,16.77687454,
590,16.83185196,
588,16.892313,
586,16.94772911,
584,16.85740662,
582,16.99895096,
580,16.96331596,
578,17.07838058,
576,17.07529449,
574,17.05571938,
572,17.12839699,
570,17.21977997,
568,17.17848587,
566,17.35513687,
564,17.34448051,
562,17.46711349,
560,17.38299179,
558,17.44890594,
556,17.55695534,
554,17.53502846,
552,17.50147438,
550,17.61641121,
548,17.68249512,
546,17.79254723,
544,17.7197628,
542,17.79984283,
540,17.90158081,
538,17.90204811,
536,17.97312164,
534,17.91437721,
532,17.99379921,
530,18.11700249,
528,18.02111626,
526,18.03210449,
524,18.13689232,
522,18.09247971,
520,18.16717148,
518,18.09828949,
516,18.19784737,
514,18.03546906,
512,18.29785538,
510,18.17331696,
508,18.28154564,
506,18.29188728,
504,18.21873856,
502,18.40632248,
500,18.21923447,
498,18.31006622,
496,18.35109711,
494,18.17747879,
492,18.27369881,
490,18.22139359,
488,18.25031853,
486,18.19786072,
484,17.99037552,
482,17.9673481,
480,18.08216286,
478,17.8567791,
476,17.86095238,
474,17.87079239,
472,17.6342907,
470,17.43848228,
468,17.67341423,
466,17.53153992,
464,17.41391945,
462,17.34898949,
460,17.27168655,
458,17.22016525,
456,17.20053864,
454,16.93494225,
452,17.03409386,
450,17.02306557,
448,16.74190521,
446,16.34266472,
444,16.49337006,
442,16.44454384,
440,16.39012718,
438,15.95003319,
436,15.76440811,
434,15.86539459,
432,15.7449913,
430,15.57155991,
428,15.18916035,
426,15.30384159,
424,15.26552296,
422,15.11684036,
420,15.02126884,
418,14.5017128,
416,14.0719223,
414,14.21392536,
412,14.35867405,
410,14.23488712,
408,14.07813168,
406,13.83043957,
404,13.88746357,
402,13.83256626,
400,13.62053871,
398,13.41704273,
396,13.28144646,
394,13.17914104,
392,13.64115143,
390,13.92154408,
388,13.0546627,
386,12.04076004,
384,12.32888031,
382,13.31072998,
380,13.41115952,
378,12.67281628,
376,12.48455524,
374,13.31175613,
372,13.04753113,
370,12.24242973,
368,13.59181595,
366,11.59668159,
364,12.74150658,
362,12.18874645,
360,11.24907303,
358,13.39833546,
356,13.6267128,
354,12.52405167,
352,12.27369785,
350,13.49900341,

