sampleR,,
Wavelength (nm),%R,
850,63.65172195,
848,63.74903488,
846,63.38785172,
844,63.46496964,
842,63.08447647,
840,63.12376404,
838,63.36387253,
836,62.76332092,
834,62.21718216,
832,62.56424332,
830,62.42988586,
828,62.04570007,
826,62.59589767,
824,61.82134628,
822,62.60597229,
820,61.80269241,
818,61.7776413,
816,60.98485565,
814,61.39319611,
812,61.54348755,
810,61.17227554,
808,61.33024216,
806,60.98599243,
804,61.02933884,
802,60.6006012,
800,60.52151871,
798,60.33768463,
796,60.2560463,
794,60.21111679,
792,59.63843536,
790,59.25743103,
788,59.37212753,
786,60.0264473,
784,59.54619217,
782,59.33600235,
780,59.16306305,
778,58.94091034,
776,59.14852142,
774,58.88666534,
772,58.82410431,
770,58.54244995,
768,58.55491257,
766,58.22945786,
764,57.8913269,
762,58.16943741,
760,57.67876053,
758,57.68820572,
756,57.58773041,
754,57.61205673,
752,57.54294968,
750,57.21149445,
748,57.00492096,
746,56.68638229,
744,56.67455292,
742,56.62691116,
740,56.6830101,
738,56.49005127,
736,56.13194656,
734,56.09731674,
732,56.07348251,
730,55.85235214,
728,55.65106964,
726,55.63152313,
724,55.13434601,
722,55.22903824,
720,55.04618454,
718,55.05146408,
716,54.58128357,
714,54.5603447,
712,54.43638611,
710,54.13904953,
708,54.03836823,
706,53.80316925,
704,53.67542648,
702,53.48508453,
700,53.2562027,
698,53.18464661,
696,53.08447647,
694,53.01889038,
692,52.79415894,
690,52.73332596,
688,52.48302078,
686,52.27025604,
684,52.16954422,
682,52.02627945,
680,51.72611618,
678,51.78735352,
676,51.4302063,
674,51.45342255,
672,51.22861099,
670,51.00908279,
668,50.79589462,
666,50.74259186,
664,50.45344925,
662,50.3924675,
660,50.20125961,
658,49.96719742,
656,49.78038788,
654,49.59680557,
652,49.50575638,
650,49.17118454,
648,49.08598328,
646,48.87841415,
644,48.75563431,
642,48.47412109,
640,48.30173874,
638,48.20848846,
636,47.98545456,
634,47.84014893,
632,47.54381943,
630,47.35523987,
628,47.26517868,
626,47.03591919,
624,46.92219543,
622,46.56449509,
620,46.52096176,
618,46.27347183,
616,46.06926346,
614,45.87324524,
612,45.70401001,
610,45.48950958,
608,45.33480072,
606,45.23006821,
604,44.84799957,
602,44.7151947,
600,44.55794907,
598,44.43622589,
596,44.09238815,
594,43.96102524,
592,43.62901306,
590,43.58425903,
588,43.36671066,
586,43.03872299,
584,42.96057129,
582,42.64114761,
580,42.44359589,
578,42.26325989,
576,42.09437561,
574,41.80310059,
572,41.56202698,
570,41.38008499,
568,41.22597122,
566,40.84471893,
564,40.71316528,
562,40.56332779,
560,40.36191177,
558,40.06088638,
556,39.83239746,
554,39.67651749,
552,39.37511444,
550,39.27419281,
548,39.06284714,
546,38.77450562,
544,38.47346497,
542,38.34696198,
540,38.06064606,
538,37.6955986,
536,37.55293655,
534,37.2763176,
532,37.09770966,
530,36.89778519,
528,36.54372406,
526,36.26977921,
524,36.16373062,
522,35.93432999,
520,35.70497894,
518,35.36460876,
516,35.12651062,
514,34.95876312,
512,34.72595215,
510,34.42795181,
508,34.22013474,
506,33.93548965,
504,33.63845825,
502,33.43422699,
500,33.20640182,
498,32.99829483,
496,32.60979843,
494,32.64039612,
492,32.21210098,
490,32.03421402,
488,31.56628227,
486,31.44096375,
484,31.1581974,
482,30.77659225,
480,30.59051132,
478,30.26018143,
476,30.12195206,
474,29.98569679,
472,29.54639816,
470,29.26802635,
468,29.08901787,
466,28.96635818,
464,28.71124649,
462,28.43555832,
460,28.18207741,
458,27.67578125,
456,27.55352592,
454,27.51040459,
452,27.33713722,
450,26.90995407,
448,26.74596405,
446,26.42676163,
444,26.3812294,
442,25.94460487,
440,25.75357246,
438,25.56978989,
436,25.48654366,
434,25.01926422,
432,24.63215828,
430,24.65843201,
428,24.41436577,
426,24.02939224,
424,24.11262894,
422,23.81417084,
420,23.25197983,
418,23.03746414,
416,22.61867332,
414,22.76277542,
412,22.06977081,
410,22.09443092,
408,21.79704285,
406,21.94174957,
404,21.42959785,
402,21.61592865,
400,21.52512169,
398,21.60407829,
396,20.4127903,
394,20.73086357,
392,21.06953049,
390,19.84426308,
388,19.97257233,
386,20.00396919,
384,19.17867088,
382,20.1201992,
380,20.71253586,
378,18.90146255,
376,19.19434166,
374,18.30673599,
372,18.05953407,
370,18.29855728,
368,18.83863068,
366,18.52153778,
364,16.82634926,
362,17.39783287,
360,14.99669552,
358,18.3721447,
356,20.77648544,
354,17.11333656,
352,16.84208679,
350,16.29044342,

