sample6T,,
Wavelength (nm),%T,
850,58.12123489,
848,58.50563049,
846,58.30080414,
844,58.52474594,
842,58.55950546,
840,58.84192657,
838,58.32508087,
836,58.62714005,
834,58.70088196,
832,58.93518829,
830,58.95862579,
828,58.831604,
826,58.92300034,
824,59.01837921,
822,59.23923111,
820,59.110569,
818,59.51016617,
816,59.3046608,
814,59.61126709,
812,59.99924469,
810,59.72246552,
808,59.59719849,
806,60.06586456,
804,60.16314697,
802,59.82503891,
800,60.21338654,
798,60.47715378,
796,60.46023941,
794,60.81958389,
792,60.82271194,
790,60.92193604,
788,61.00141907,
786,61.27281189,
784,61.1972084,
782,61.33314514,
780,61.49372864,
778,61.65835953,
776,61.71350479,
774,61.81077957,
772,61.74778366,
770,61.8169899,
768,62.2086525,
766,62.21923828,
764,62.4032135,
762,62.30239105,
760,62.45092773,
758,62.62940216,
756,62.64548492,
754,62.97531891,
752,62.96907806,
750,62.95039749,
748,63.17209625,
746,63.2387085,
744,63.32455826,
742,63.44116211,
740,63.47836304,
738,63.54959488,
736,63.80979919,
734,63.87657928,
732,64.04221344,
730,64.07185364,
728,64.1414032,
726,64.29134369,
724,64.45777893,
722,64.46756744,
720,64.70845032,
718,64.76212311,
716,64.79810333,
714,64.94419098,
712,65.00187683,
710,65.20016479,
708,65.29531097,
706,65.25473022,
704,65.47000122,
702,65.38580322,
700,65.59102631,
698,65.70599365,
696,65.81278229,
694,66.00801849,
692,66.10931396,
690,66.22241974,
688,66.28630829,
686,66.34449005,
684,66.5150528,
682,66.58995819,
680,66.70996857,
678,66.77344513,
676,66.84561157,
674,67.04942322,
672,67.10974884,
670,67.18869781,
668,67.34493256,
666,67.35739136,
664,67.46886444,
662,67.63211823,
660,67.72724152,
658,67.80319977,
656,67.76392365,
654,67.93241882,
652,68.00437927,
650,68.12712097,
648,68.24358368,
646,68.30023956,
644,68.46425629,
642,68.44359589,
640,68.61509705,
638,68.76135254,
636,68.8609848,
634,68.89770508,
632,69.02329254,
630,69.10797119,
628,69.16790009,
626,69.34268188,
624,69.45058441,
622,69.49736023,
620,69.69496918,
618,69.71240997,
616,69.80921936,
614,69.93302155,
612,70.03425598,
610,70.12936401,
608,70.23558044,
606,70.35897064,
604,70.44369507,
602,70.55308533,
600,70.59513092,
598,70.61797333,
596,70.73083496,
594,70.8343811,
592,70.93582916,
590,70.94444275,
588,71.07952881,
586,71.1526947,
584,71.2568512,
582,71.41049194,
580,71.42670441,
578,71.52348328,
576,71.67963409,
574,71.69589996,
572,71.81274414,
570,71.85682678,
568,71.99003601,
566,72.05042267,
564,72.08805084,
562,72.25195313,
560,72.30984497,
558,72.39643097,
556,72.39465332,
554,72.60762787,
552,72.6239624,
550,72.69821167,
548,72.8293457,
546,72.8967514,
544,72.94893646,
542,72.98133087,
540,73.03227234,
538,73.03791046,
536,73.17295074,
534,73.23569489,
532,73.32512665,
530,73.40428162,
528,73.43536377,
526,73.46675873,
524,73.53121948,
522,73.65157318,
520,73.77894592,
518,73.73563385,
516,73.74082184,
514,73.79457855,
512,73.91977692,
510,74.0329895,
508,73.9055481,
506,74.07183075,
504,74.04663086,
502,74.03166962,
500,74.12203217,
498,74.16039276,
496,74.16877747,
494,74.22598267,
492,74.20037842,
490,74.2849884,
488,74.35949707,
486,74.38430786,
484,74.35540771,
482,74.36973572,
480,74.36247253,
478,74.37336731,
476,74.42077637,
474,74.41281891,
472,74.368927,
470,74.37242889,
468,74.48906708,
466,74.50101471,
464,74.36442566,
462,74.41040802,
460,74.39407349,
458,74.32416534,
456,74.40138245,
454,74.38998413,
452,74.48560333,
450,74.45437622,
448,74.37306976,
446,74.39031219,
444,74.56179047,
442,74.43965912,
440,74.54682922,
438,74.29231262,
436,74.5308609,
434,74.68759155,
432,74.40512848,
430,74.55348206,
428,74.51618958,
426,74.43492126,
424,74.56576538,
422,74.53565979,
420,74.32552338,
418,74.17805481,
416,74.37799072,
414,74.42329407,
412,74.43730164,
410,74.51815796,
408,74.32655334,
406,74.34654236,
404,74.31887817,
402,74.60675049,
400,74.43039703,
398,74.27375031,
396,74.41477203,
394,74.32424164,
392,74.21585083,
390,74.20597076,
388,74.19102478,
386,73.68856812,
384,73.41301727,
382,73.72870636,
380,73.95459747,
378,73.43018341,
376,72.77094269,
374,73.13381958,
372,72.27898407,
370,72.43903351,
368,71.25167847,
366,72.16340637,
364,71.09867096,
362,70.51022339,
360,69.86771393,
358,69.89878082,
356,67.67569733,
354,64.85163879,
352,65.54440308,
350,63.52428818,

