sampleT,,
Wavelength (nm),%T,
850,52.97132111,
848,53.03401947,
846,52.73487091,
844,53.50049591,
842,53.64538956,
840,53.4534111,
838,53.07646942,
836,53.47872925,
834,53.52230072,
832,53.56501389,
830,53.74219894,
828,54.01177216,
826,54.14745712,
824,53.55545807,
822,54.01114655,
820,54.49989319,
818,54.80383682,
816,54.26095581,
814,55.45568466,
812,54.82369614,
810,54.5407486,
808,54.69441223,
806,55.19131851,
804,55.28829193,
802,55.37548065,
800,55.42037582,
798,55.88151169,
796,55.7481842,
794,56.23923111,
792,55.77536392,
790,56.38260269,
788,56.11023712,
786,56.48951721,
784,56.37648773,
782,56.83383179,
780,56.85995865,
778,57.0483284,
776,56.82396698,
774,57.15978622,
772,57.44193268,
770,57.15695572,
768,57.56490326,
766,57.60189438,
764,57.69125366,
762,57.91534042,
760,58.08277893,
758,58.41026306,
756,58.3021698,
754,58.62179565,
752,58.6212616,
750,58.97829437,
748,58.90798569,
746,58.93623352,
744,59.18454361,
742,59.2411232,
740,59.65478516,
738,59.76616287,
736,59.74578094,
734,59.85891342,
732,59.93701172,
730,60.17491913,
728,60.04378128,
726,60.25217056,
724,60.63835144,
722,60.60069656,
720,60.83648682,
718,60.87231445,
716,61.03437042,
714,61.05500031,
712,61.18328094,
710,61.4902153,
708,61.58319092,
706,61.55953217,
704,61.64281464,
702,61.91750717,
700,61.92336655,
698,62.18720627,
696,62.24348068,
694,62.36535263,
692,62.53455734,
690,62.54439545,
688,62.79184341,
686,62.67501068,
684,63.06770325,
682,63.08966827,
680,63.28463745,
678,63.34613037,
676,63.49298477,
674,63.53511047,
672,63.63226318,
670,63.76553726,
668,63.94195557,
666,64.08878326,
664,64.13502502,
662,64.42539978,
660,64.51873779,
658,64.57925415,
656,64.51264191,
654,64.80285645,
652,64.86649323,
650,64.96874237,
648,65.11026001,
646,65.20355225,
644,65.46621704,
642,65.48667145,
640,65.50328064,
638,65.7543335,
636,65.9311142,
634,66.02182007,
632,66.12126923,
630,66.21734619,
628,66.3368988,
626,66.39880371,
624,66.63566589,
622,66.6497879,
620,66.7917099,
618,66.8700943,
616,66.97537994,
614,67.15287018,
612,67.38241577,
610,67.36429596,
608,67.55206299,
606,67.70274353,
604,67.76007843,
602,67.84493256,
600,67.9276886,
598,68.04618835,
596,68.16493225,
594,68.2464447,
592,68.38417053,
590,68.43660736,
588,68.45061493,
586,68.62742615,
584,68.77011871,
582,68.87851715,
580,68.94799042,
578,69.04483032,
576,69.23669434,
574,69.16330719,
572,69.42523956,
570,69.42310333,
568,69.64382172,
566,69.73465729,
564,69.82082367,
562,69.95178986,
560,69.97768402,
558,70.07896423,
556,70.16025543,
554,70.43659973,
552,70.35812378,
550,70.55565643,
548,70.48376465,
546,70.54587555,
544,70.69725037,
542,70.75497437,
540,70.9143219,
538,70.91792297,
536,71.13834381,
534,71.11585236,
532,71.17191315,
530,71.29527283,
528,71.36273956,
526,71.29433441,
524,71.42737579,
522,71.64918518,
520,71.65046692,
518,71.74897003,
516,71.70217133,
514,71.76382446,
512,72.0125885,
510,71.90487671,
508,71.99330139,
506,72.08843994,
504,72.04168701,
502,72.08108521,
500,72.0515213,
498,72.09500885,
496,72.09480286,
494,72.20350647,
492,72.38864136,
490,72.32427979,
488,72.30245209,
486,72.50834656,
484,72.59902954,
482,72.49798584,
480,72.51521301,
478,72.52841187,
476,72.57595825,
474,72.65943146,
472,72.39855957,
470,72.57139587,
468,72.71221161,
466,72.59983063,
464,72.5556488,
462,72.68432617,
460,72.54522705,
458,72.70478821,
456,72.7088623,
454,72.79119873,
452,72.85129547,
450,72.75867462,
448,72.8008728,
446,72.78707886,
444,72.82318115,
442,72.89601898,
440,72.90481567,
438,72.90209198,
436,72.92896271,
434,72.95452118,
432,72.96715546,
430,72.96298981,
428,73.2835083,
426,73.17954254,
424,73.08966827,
422,73.0827179,
420,73.05838776,
418,73.27576447,
416,73.30566406,
414,72.9600296,
412,72.97271729,
410,73.02167511,
408,73.48549652,
406,72.84789276,
404,73.3595047,
402,73.26609802,
400,72.93515778,
398,73.07584381,
396,73.20925903,
394,72.94680786,
392,72.74352264,
390,73.3381958,
388,73.73239899,
386,72.76252747,
384,72.43431854,
382,73.46118927,
380,72.87471771,
378,72.51220703,
376,71.88774872,
374,72.27861023,
372,72.0448761,
370,70.05131531,
368,71.73782349,
366,71.3822403,
364,71.02141571,
362,68.93929291,
360,68.23939514,
358,68.3245697,
356,61.70014572,
354,66.52294159,
352,65.84819794,
350,62.72566986,

