wavelength_nm,HATCN5_Ag4_T_pct,HATCN5_Ag4_Rmeas_pct,HATCN5_Ag4_Rcorr_pct,HATCN5_Ag4_A_pct,HATCN5_Ag5_T_pct,HATCN5_Ag5_Rmeas_pct,HATCN5_Ag5_Rcorr_pct,HATCN5_Ag5_A_pct,HATCN5_Ag6_T_pct,HATCN5_Ag6_Rmeas_pct,HATCN5_Ag6_Rcorr_pct,HATCN5_Ag6_A_pct,HATCN5_Ag7_T_pct,HATCN5_Ag7_Rmeas_pct,HATCN5_Ag7_Rcorr_pct,HATCN5_Ag7_A_pct,HATCN5_Ag8_T_pct,HATCN5_Ag8_Rmeas_pct,HATCN5_Ag8_Rcorr_pct,HATCN5_Ag8_A_pct,HATCN5_Ag10_T_pct,HATCN5_Ag10_Rmeas_pct,HATCN5_Ag10_Rcorr_pct,HATCN5_Ag10_A_pct,HATCN5_Ag12_T_pct,HATCN5_Ag12_Rmeas_pct,HATCN5_Ag12_Rcorr_pct,HATCN5_Ag12_A_pct,MoOx5_bare_T_pct,MoOx5_bare_Rmeas_pct,MoOx5_bare_Rcorr_pct,MoOx5_bare_A_pct,MoOx5_Ag4_T_pct,MoOx5_Ag4_Rmeas_pct,MoOx5_Ag4_Rcorr_pct,MoOx5_Ag4_A_pct,MoOx5_Ag5_T_pct,MoOx5_Ag5_Rmeas_pct,MoOx5_Ag5_Rcorr_pct,MoOx5_Ag5_A_pct,MoOx5_Ag6_T_pct,MoOx5_Ag6_Rmeas_pct,MoOx5_Ag6_Rcorr_pct,MoOx5_Ag6_A_pct,MoOx5_Ag7_T_pct,MoOx5_Ag7_Rmeas_pct,MoOx5_Ag7_Rcorr_pct,MoOx5_Ag7_A_pct,MoOx5_Ag8_T_pct,MoOx5_Ag8_Rmeas_pct,MoOx5_Ag8_Rcorr_pct,MoOx5_Ag8_A_pct,MoOx5_Ag10_T_pct,MoOx5_Ag10_Rmeas_pct,MoOx5_Ag10_Rcorr_pct,MoOx5_Ag10_A_pct,MoOx5_Ag12_T_pct,MoOx5_Ag12_Rmeas_pct,MoOx5_Ag12_Rcorr_pct,MoOx5_Ag12_A_pct
790,58.8465,18.8308,19.0681,22.0854,62.0413,23.8424,24.1062,13.8526,60.9219,27.7230,27.9774,11.1007,56.3826,35.9443,36.1622,7.4552,49.1090,43.6146,43.7799,7.1111,43.9025,49.0709,49.2030,6.8945,33.9599,59.2574,59.3365,6.7037,,,,,60.9820,14.0516,14.3065,24.7115,60.8588,14.6934,14.9473,24.1939,60.2084,16.2992,16.5477,23.2440,61.4660,22.1329,22.3919,16.1421,48.3910,29.5293,29.6898,21.9192,44.2738,36.5391,36.6734,19.0528,,,,
788,58.8034,18.9155,19.1525,22.0441,61.9455,23.8761,24.1392,13.9153,61.0014,27.2251,27.4801,11.5184,56.1102,35.5198,35.7356,8.1542,49.4175,43.1042,43.2716,7.3109,43.6460,48.9663,49.0969,7.2572,33.7378,59.3721,59.4501,6.8121,,,,,60.8167,13.7607,14.0142,25.1691,60.8471,14.6093,14.8631,24.2898,59.7361,16.1728,16.4174,23.8464,61.0470,22.0361,22.2916,16.6614,48.2794,29.0848,29.2446,22.4760,44.4478,35.9647,36.1001,19.4521,,,,
786,58.9849,18.7268,18.9653,22.0498,62.1840,23.9899,24.2550,13.5610,61.2728,27.3719,27.6293,11.0979,56.4895,35.6196,35.8383,7.6721,49.6225,43.0622,43.2310,7.1466,43.8372,49.3363,49.4681,6.6948,34.2450,60.0264,60.1068,5.6482,,,,,61.3647,13.9485,14.2067,24.4286,61.0338,14.9479,15.2033,23.7629,60.1386,16.4662,16.7141,23.1472,61.1215,22.2784,22.5345,16.3440,48.2220,29.3307,29.4901,22.2879,44.8751,36.1356,36.2737,18.8513,,,,
784,58.8501,18.7458,18.9832,22.1667,61.9742,23.4937,23.7570,14.2688,61.1972,27.3370,27.5938,11.2090,56.3765,35.1477,35.3656,8.2579,49.2124,42.9199,43.0859,7.7017,43.9154,49.1129,49.2452,6.8395,34.3426,59.5462,59.6271,6.0303,,,,,61.0557,13.5649,13.8205,25.1238,60.7109,14.6919,14.9446,24.3445,59.7150,16.3864,16.6308,23.6541,61.1672,22.2459,22.5024,16.3304,48.3645,29.3007,29.4610,22.1745,44.8095,35.7862,35.9239,19.2666,,,,
782,59.2718,18.9868,19.2277,21.5005,62.2266,23.7354,24.0009,13.7725,61.3331,27.2505,27.5085,11.1584,56.8338,35.2425,35.4640,7.7022,49.6900,42.7535,42.9228,7.3872,44.3569,48.6729,48.8078,6.8353,34.3560,59.3360,59.4169,6.2271,,,,,61.0266,14.0113,14.2667,24.7067,60.8408,14.7124,14.9662,24.1931,59.8858,16.4211,16.6670,23.4472,61.2601,21.8343,22.0916,16.6483,48.2543,29.4032,29.5628,22.1829,44.9312,35.8810,36.0194,19.0494,,,,
780,59.2025,19.1981,19.4384,21.3591,62.4221,23.7246,23.9918,13.5861,61.4937,27.1744,27.4337,11.0725,56.8600,35.3337,35.5554,7.5846,49.9522,42.4557,42.6268,7.4210,44.4698,48.8023,48.9379,6.5923,34.5638,59.1631,59.2450,6.1913,,,,,61.0763,13.8887,14.1445,24.7793,60.9189,14.8605,15.1150,23.9662,60.2104,16.2908,16.5394,23.2502,61.8887,21.8936,22.1563,15.9551,48.2516,29.4361,29.5957,22.1527,45.0133,35.8648,36.0037,18.9829,,,,
778,59.2940,18.7605,19.0016,21.7044,62.5406,23.2956,23.5638,13.8956,61.6584,26.9746,27.2353,11.1063,57.0483,35.2449,35.4681,7.4836,49.9489,42.4011,42.5722,7.4788,44.2737,48.3959,48.5304,7.1960,34.8375,58.9409,59.0241,6.1384,,,,,61.0607,13.8181,14.0738,24.8655,60.7285,14.6658,14.9187,24.3527,59.9426,16.2443,16.4907,23.5667,61.5797,21.7465,22.0066,16.4138,48.5922,29.3369,29.4988,21.9090,45.0415,35.6474,35.7865,19.1720,,,,
776,59.4604,18.6010,18.8435,21.6960,62.5904,23.2908,23.5594,13.8501,61.7135,26.8329,27.0941,11.1924,56.8240,34.9792,35.2007,7.9754,50.1324,42.2490,42.4214,7.4462,44.5295,48.2023,48.3383,7.1322,34.7976,59.1485,59.2316,5.9708,,,,,61.3437,13.9959,14.2540,24.4023,60.8369,14.6298,14.8836,24.2794,59.9065,16.3963,16.6424,23.4511,61.4910,21.4202,21.6795,16.8295,48.5604,29.3269,29.4886,21.9509,45.3875,35.8395,35.9808,18.6317,,,,
774,59.6215,18.8941,19.1379,21.2406,62.5682,23.3611,23.6296,13.8022,61.8108,26.8092,27.0713,11.1179,57.1598,34.7453,34.9694,7.8708,50.4441,42.2057,42.3803,7.1756,44.8449,48.3314,48.4694,6.6857,35.1403,58.8867,58.9714,5.8883,,,,,60.7897,13.8812,14.1347,25.0756,60.8323,14.7067,14.9605,24.2072,59.8003,16.3249,16.5702,23.6295,61.4783,21.5893,21.8486,16.6732,48.5187,29.4480,29.6095,21.8718,45.2584,35.6893,35.8298,18.9118,,,,
772,59.6605,18.8368,19.0810,21.2585,62.4924,23.2810,23.5489,13.9587,61.7478,26.8303,27.0919,11.1604,57.4419,34.8980,35.1243,7.4337,50.4603,42.2884,42.4631,7.0766,45.0219,48.0774,48.2165,6.7616,35.3598,58.8241,58.9099,5.7303,,,,,60.9314,13.6849,13.9396,25.1290,60.7924,14.7795,15.0330,24.1746,59.7734,16.1492,16.3943,23.8323,61.4053,21.5557,21.8144,16.7804,48.4959,29.0243,29.1856,22.3185,45.3512,35.2831,35.4242,19.2246,,,,
770,59.6437,18.4707,18.7147,21.6416,62.6165,23.2641,23.5331,13.8504,61.8170,26.5656,26.8278,11.3552,57.1570,34.4499,34.6740,8.1690,50.6146,41.8269,42.0027,7.3827,44.9967,47.8454,47.9843,7.0189,34.9740,58.5424,58.6264,6.3996,,,,,60.8799,13.8933,14.1476,24.9725,60.8327,14.7282,14.9821,24.1852,59.8549,16.2336,16.4794,23.6657,61.5783,21.5518,21.8120,16.6097,48.6305,29.0201,29.1823,22.1872,45.6027,35.2771,35.4197,18.9776,,,,
768,59.8827,18.7305,18.9765,21.1408,62.8525,23.2041,23.4752,13.6724,62.2087,26.6907,26.9563,10.8351,57.5649,34.3459,34.5733,7.8618,50.7445,42.0545,42.2312,7.0243,45.2909,47.9496,48.0903,6.6188,35.2288,58.5549,58.6401,6.1311,,,,,60.7781,13.9781,14.2316,24.9904,60.9350,14.7916,15.0463,24.0187,59.8259,16.3469,16.5925,23.5816,61.5396,21.3616,21.6215,16.8389,48.6941,29.0167,29.1794,22.1265,45.6856,35.1502,35.2934,19.0210,,,,
766,59.5489,18.6535,18.8968,21.5543,62.7193,22.9404,23.2103,14.0704,62.2192,26.5972,26.8629,10.9179,57.6019,34.1496,34.3773,8.0208,50.6247,41.5903,41.7662,7.6091,45.3346,47.5427,47.6838,6.9816,35.3628,58.2295,58.3153,6.3220,,,,,60.6874,13.8850,14.1378,25.1749,60.5552,14.4552,14.7068,24.7379,59.5082,16.1963,16.4393,24.0525,61.7059,21.1475,21.4088,16.8853,48.6860,28.9627,29.1253,22.1886,45.7151,34.7907,34.9341,19.3508,,,,
764,59.9745,18.6238,18.8706,21.1549,63.0706,23.1601,23.4331,13.4964,62.4032,26.6234,26.8907,10.7061,57.6913,34.2934,34.5219,7.7869,51.1332,41.6458,41.8253,7.0415,45.7329,47.7050,47.8485,6.4186,35.7661,57.8913,57.9791,6.2548,,,,,60.7754,14.0203,14.2738,24.9508,60.7259,14.8777,15.1308,24.1434,60.0485,16.5107,16.7582,23.1933,61.8673,21.2788,21.5415,16.5912,48.9949,29.0603,29.2250,21.7801,46.0803,35.0474,35.1931,18.7265,,,,
762,59.9250,18.4718,18.7183,21.3567,63.1565,23.0387,23.3124,13.5311,62.3024,26.3004,26.5668,11.1308,57.9153,33.9782,34.2084,7.8762,51.3328,41.5432,41.7241,6.9432,45.6856,47.5619,47.7051,6.6093,35.8928,58.1694,58.2579,5.8493,,,,,60.7816,14.0600,14.3135,24.9049,60.7979,14.7181,14.9718,24.2303,59.9091,16.2474,16.4937,23.5971,61.7542,21.0874,21.3492,16.8967,48.7782,29.1898,29.3532,21.8687,45.8138,34.9455,35.0896,19.0967,,,,
760,60.0702,18.7779,19.0256,20.9042,63.1448,23.0494,23.3231,13.5321,62.4509,26.2282,26.4959,11.0532,58.0828,34.1682,34.3997,7.5175,51.3640,41.5626,41.7437,6.8923,45.7917,47.3453,47.4892,6.7191,35.9434,57.6788,57.7674,6.2892,,,,,60.6780,13.9986,14.2513,25.0707,60.8976,14.7277,14.9822,24.1201,59.7177,16.1538,16.3986,23.8838,61.8426,21.0800,21.3425,16.8149,48.8986,28.9251,29.0893,22.0121,46.1478,34.7653,34.9115,18.9407,,,,
758,60.1239,18.8378,19.0860,20.7901,63.3388,22.8311,23.1065,13.5547,62.6294,26.1300,26.3993,10.9713,58.4103,34.0018,34.2360,7.3538,51.5590,41.2276,41.4101,7.0309,45.8949,47.0837,47.2283,6.8768,36.1589,57.6882,57.7780,6.0632,,,,,60.6710,13.7955,14.0482,25.2808,60.7606,14.7437,14.9971,24.2423,59.6431,16.3014,16.5456,23.8113,61.8293,20.9954,21.2579,16.9128,49.1663,28.7539,28.9199,21.9138,46.2389,34.4785,34.6253,19.1358,,,,
756,60.2751,18.5414,18.7908,20.9341,63.4604,22.7746,23.0511,13.4885,62.6455,26.0383,26.3078,11.0467,58.3022,33.7090,33.9423,7.7555,51.4161,40.9833,41.1648,7.4191,45.8776,46.9503,47.0948,7.0276,36.0737,57.5877,57.6771,6.2493,,,,,60.5530,14.0632,14.3149,25.1321,60.7297,14.6435,14.8967,24.3736,59.5531,16.2435,16.4870,23.9599,61.5501,20.9528,21.2129,17.2370,48.9199,28.9593,29.1236,21.9564,46.2834,34.4740,34.6210,19.0956,,,,
754,60.2969,18.3701,18.6197,21.0834,63.4849,22.7361,23.0128,13.5023,62.9753,26.1096,26.3819,10.6428,58.6218,33.7341,33.9701,7.4081,51.8690,40.8158,41.0006,7.1304,46.0755,47.0108,47.1566,6.7679,36.3111,57.6121,57.7026,5.9863,,,,,60.8196,13.7249,13.9789,25.2014,60.7897,14.5211,14.7749,24.4354,59.7093,16.2900,16.5348,23.7559,61.9290,21.0368,21.3001,16.7708,49.0305,28.7620,28.9271,22.0425,46.5394,34.2576,34.4063,19.0543,,,,
752,60.5096,18.7060,18.9574,20.5329,63.5344,22.7551,23.0323,13.4333,62.9691,25.9945,26.2668,10.7641,58.6213,33.6072,33.8432,7.5355,51.9251,40.8033,40.9885,7.0864,46.3360,46.8036,46.9510,6.7130,36.4855,57.5429,57.6344,5.8801,,,,,60.9150,14.1285,14.3833,24.7017,60.7865,14.6107,14.8644,24.3491,59.7736,16.4103,16.6557,23.5708,61.8880,20.8674,21.1304,16.9816,49.1375,28.8230,28.9888,21.8737,46.5099,34.4274,34.5760,18.9141,,,,
750,60.5032,18.3703,18.6217,20.8751,63.6594,22.5504,22.8288,13.5118,62.9504,25.8377,26.1098,10.9398,58.9783,33.5798,33.8187,7.2030,52.2667,40.8049,40.9925,6.7408,46.6476,46.6716,46.8211,6.5314,36.7241,57.2115,57.3041,5.9718,,,,,60.6473,13.8622,14.1148,25.2379,60.7349,14.6124,14.8657,24.3994,59.5636,16.2543,16.4979,23.9385,61.8297,20.8525,21.1151,17.0552,49.0144,28.5722,28.7372,22.2484,46.4531,33.8933,34.0415,19.5055,,,,
748,60.6072,18.4684,18.7207,20.6722,63.7282,22.6634,22.9423,13.3295,63.1721,25.7639,26.0380,10.7899,58.9080,33.0299,33.2683,7.8237,52.3372,40.5148,40.7030,6.9598,46.5848,46.6205,46.7696,6.6457,36.9353,57.0049,57.0986,5.9661,,,,,60.7102,13.9340,14.1871,25.1026,60.7161,14.5723,14.8256,24.4583,59.6914,16.1258,16.3705,23.9381,61.9475,20.8409,21.1045,16.9480,49.1513,28.6342,28.8001,22.0485,46.6496,33.9775,34.1270,19.2234,,,,
746,60.6201,18.1690,18.4214,20.9584,63.7765,22.5643,22.8437,13.3798,63.2387,25.7282,26.0029,10.7584,58.9362,33.0443,33.2830,7.7808,52.4725,40.3941,40.5832,6.9444,46.8465,46.3372,46.4880,6.6656,36.8907,56.6864,56.7799,6.3294,,,,,60.3088,14.0564,14.3062,25.3850,60.6076,14.6167,14.8690,24.5233,59.7487,16.1368,16.3820,23.8693,61.9263,20.7809,21.0443,17.0294,49.3065,28.5456,28.7126,21.9809,46.8331,33.9558,34.1065,19.0605,,,,
744,60.6760,18.2549,18.5078,20.8161,63.8485,22.4756,22.7557,13.3958,63.3246,25.4804,25.7559,10.9196,59.1845,32.9521,33.1928,7.6227,52.5667,40.0980,40.2878,7.1454,46.8169,46.2082,46.3588,6.8243,37.0117,56.6746,56.7687,6.2196,,,,,60.2844,14.1134,14.3631,25.3525,60.6804,14.4669,14.7198,24.5998,59.4202,16.2014,16.4440,24.1358,61.9807,20.5349,20.7988,17.2205,49.2040,28.4562,28.6225,22.1735,46.9876,33.6180,33.7697,19.2428,,,,
742,60.8587,18.2402,18.4947,20.6466,63.9886,22.3511,22.6325,13.3790,63.4412,25.4636,25.7402,10.8187,59.2411,32.8447,33.0859,7.6730,52.7066,40.1584,40.3493,6.9441,47.3103,46.2199,46.3737,6.3160,37.4202,56.6269,56.7231,5.8567,,,,,60.3922,14.1906,14.4412,25.1666,60.6519,14.6725,14.9253,24.4228,59.5101,16.3538,16.5971,23.8927,61.6807,20.6793,20.9407,17.3786,49.2809,28.5060,28.6729,22.0462,46.9916,33.6563,33.8080,19.2004,,,,
740,61.0950,18.1372,18.3937,20.5113,64.0846,22.3240,22.6062,13.3092,63.4784,25.4542,25.7311,10.7905,59.6548,32.8671,33.1116,7.2336,52.9898,39.9897,40.1827,6.8275,47.4143,45.8634,46.0179,6.5679,37.2998,56.6830,56.7786,5.9215,,,,,60.5110,14.0803,14.3320,25.1571,60.6634,14.7237,14.9766,24.3600,59.5053,16.2370,16.4803,24.0144,62.0175,20.5883,20.8526,17.1299,49.3068,28.6077,28.7748,21.9184,47.1002,33.7189,33.8714,19.0285,,,,
738,61.1153,18.2463,18.5030,20.3817,64.2127,22.2379,22.5212,13.2661,63.5496,25.2309,25.5084,10.9420,59.7662,32.5563,32.8018,7.4320,52.9467,40.1137,40.3063,6.7470,47.4749,45.9349,46.0898,6.4353,37.6975,56.4901,56.5877,5.7148,,,,,60.3040,13.9701,14.2200,25.4760,60.5620,14.6782,14.9303,24.5077,59.5204,16.1047,16.3482,24.1314,61.8633,20.3278,20.5908,17.5459,49.3235,28.4255,28.5927,22.0838,47.3480,33.4291,33.5832,19.0688,,,,
736,61.0641,18.0407,18.2970,20.6389,64.2736,22.1504,22.4343,13.2921,63.8098,25.3054,25.5852,10.6050,59.7458,32.4062,32.6516,7.6027,53.1716,39.8489,40.0433,6.7852,47.5692,45.5883,45.7438,6.6869,37.8245,56.1319,56.2303,5.9452,,,,,60.1298,14.2139,14.4624,25.4078,60.6220,14.6165,14.8691,24.5088,59.4560,16.2552,16.4982,24.0458,61.7722,20.3874,20.6497,17.5781,49.4444,28.3511,28.5191,22.0365,47.3958,33.3198,33.4742,19.1300,,,,
734,61.2004,18.0682,18.3257,20.4739,64.3405,22.0396,22.3241,13.3354,63.8766,25.2223,25.5028,10.6207,59.8589,32.4632,32.7095,7.4316,53.2769,39.6765,39.8716,6.8514,47.8492,45.6022,45.7596,6.3911,37.7659,56.0973,56.1954,6.0387,,,,,60.2402,14.0701,14.3195,25.4402,60.5809,14.5684,14.8207,24.5984,59.3653,16.1436,16.3859,24.2488,61.8335,20.2367,20.4995,17.6670,49.4479,28.3466,28.5147,22.0374,47.3708,33.1553,33.3096,19.3196,,,,
732,61.2806,18.0284,18.2866,20.4328,64.3792,21.9369,22.2218,13.3990,64.0422,25.0448,25.3267,10.6310,59.9370,32.1464,32.3934,7.6696,53.4175,39.2365,39.4327,7.1498,47.8015,45.1758,45.3329,6.8656,37.8463,56.0735,56.1720,5.9818,,,,,60.1510,14.1121,14.3608,25.4882,60.4408,14.6191,14.8702,24.6890,59.2630,15.9989,16.2404,24.4967,61.9429,20.1434,20.4072,17.6499,49.4162,28.2997,28.4676,22.1163,47.4692,33.0537,33.2086,19.3222,,,,
730,61.4033,18.0655,18.3248,20.2719,64.5404,22.0722,22.3587,13.1009,64.0719,25.0994,25.3816,10.5465,60.1749,32.0874,32.3364,7.4887,53.7031,39.4407,39.6390,6.6579,48.1776,45.3228,45.4824,6.3400,38.1789,55.8524,55.9526,5.8685,,,,,60.0123,14.1925,14.4402,25.5476,60.4464,14.5674,14.8186,24.7349,59.3235,16.2500,16.4920,24.1845,61.7931,20.1799,20.4425,17.7644,49.5748,28.2758,28.4448,21.9804,47.7118,32.9805,33.1371,19.1511,,,,
728,61.4102,18.0967,18.3560,20.2337,64.4920,22.0001,22.2861,13.2219,64.1414,24.8491,25.1320,10.7266,60.0438,32.0676,32.3155,7.6407,53.4920,39.2181,39.4148,7.0932,48.2936,45.0156,45.1760,6.5304,38.1884,55.6511,55.7514,6.0603,,,,,59.8851,14.2218,14.4684,25.6465,60.3688,14.6353,14.8859,24.7453,59.0942,16.0766,16.3168,24.5890,61.7700,20.3609,20.6233,17.6067,49.4115,28.1405,28.3084,22.2801,47.6933,32.8719,33.0283,19.2784,,,,
726,61.5882,17.8435,18.1044,20.3075,64.7220,21.8325,22.1206,13.1573,64.2913,24.7945,25.0787,10.6299,60.2522,31.9553,32.2050,7.5428,53.8478,39.2628,39.4622,6.6900,48.4673,44.9386,45.1001,6.4326,38.4305,55.6315,55.7331,5.8364,,,,,60.0121,14.0783,14.3260,25.6619,60.5515,14.6296,14.8818,24.5667,59.1284,16.0421,16.2825,24.5891,61.9851,19.9567,20.2209,17.7940,49.5901,28.1823,28.3514,22.0585,47.6002,32.6665,32.8224,19.5774,,,,
724,61.8002,17.7870,18.0497,20.1501,64.9303,21.8110,22.1010,12.9687,64.4578,24.7548,25.0405,10.5017,60.6384,31.7952,32.0481,7.3136,54.1411,39.1230,39.3246,6.5343,48.8414,44.9031,45.0672,6.0914,38.7141,55.1343,55.2374,6.0485,,,,,59.9787,14.1947,14.4421,25.5791,60.5494,14.6542,14.9064,24.5442,59.4064,16.1440,16.3867,24.2069,61.9739,20.2121,20.4763,17.5498,49.7673,28.0780,28.2484,21.9843,47.8740,32.6818,32.8395,19.2865,,,,
722,61.7715,17.7793,18.0418,20.1867,64.9143,21.5959,21.8857,13.1999,64.4676,24.6395,24.9254,10.6070,60.6007,31.6109,31.8636,7.5357,54.0602,38.8182,39.0192,6.9206,48.8095,44.5692,44.7331,6.4574,38.7395,55.2290,55.3323,5.9282,,,,,59.7489,14.1626,14.4082,25.8429,60.3776,14.6861,14.9369,24.6855,59.1578,15.8580,16.0988,24.7434,61.6914,19.7072,19.9690,18.3397,49.8101,28.0149,28.1856,22.0044,48.0311,32.3923,32.5510,19.4180,,,,
720,61.9786,17.8984,18.1627,19.8587,65.0402,21.5314,21.8225,13.1373,64.7085,24.5737,24.8617,10.4298,60.8365,31.6487,31.9034,7.2601,54.4511,38.5429,38.7469,6.8020,48.7692,44.4909,44.6545,6.5763,38.7609,55.0462,55.1496,6.0896,,,,,59.7437,14.2623,14.5078,25.7485,60.3880,14.6575,14.9084,24.7037,59.2477,16.0111,16.2526,24.4997,61.8778,19.7887,20.0521,18.0700,49.8464,28.0722,28.2431,21.9105,48.1629,32.2907,32.4503,19.3868,,,,
718,62.0581,17.7070,17.9720,19.9699,65.1294,21.6312,21.9231,12.9475,64.7621,24.4991,24.7877,10.4502,60.8723,31.6843,31.9393,7.1884,54.3402,38.4772,38.6804,6.9794,49.0655,44.4373,44.6030,6.3315,38.9473,55.0515,55.1558,5.8969,,,,,60.0291,14.3265,14.5745,25.3964,60.3767,14.7572,15.0080,24.6153,59.1774,16.1565,16.3975,24.4251,61.8016,20.0093,20.2721,17.9263,49.7930,28.0197,28.1903,22.0167,48.1742,32.2222,32.3819,19.4439,,,,
716,62.1543,17.9631,18.2290,19.6168,65.2064,21.4373,21.7299,13.0637,64.7981,24.2626,24.5515,10.6504,61.0344,31.2180,31.4743,7.4913,54.6825,38.4086,38.6143,6.7031,49.2492,44.1312,44.2981,6.4527,39.1653,54.5813,54.6868,6.1479,,,,,59.7769,14.3255,14.5714,25.6517,60.3338,14.6897,14.9402,24.7260,59.2148,15.8743,16.1156,24.6696,61.8209,19.8570,20.1201,18.0590,49.7507,27.9465,28.1168,22.1325,48.1441,32.3213,32.4808,19.3751,,,,
714,62.1052,17.8405,18.1060,19.7888,65.2804,21.4259,21.7192,13.0004,64.9442,24.1877,24.4780,10.5778,61.0550,31.1634,31.4200,7.5250,54.7216,38.2175,38.4236,6.8548,49.3893,43.9073,44.0752,6.5355,39.3257,54.5603,54.6668,6.0076,,,,,59.6104,14.1942,14.4387,25.9509,60.1854,14.6191,14.8684,24.9461,59.1413,15.8864,16.1272,24.7315,62.0279,19.5961,19.8609,18.1112,49.8836,27.7553,27.9266,22.1898,48.3366,31.9540,32.1148,19.5485,,,,
712,62.3596,17.7408,18.0084,19.6320,65.2767,21.3933,21.6866,13.0367,65.0019,24.1723,24.4631,10.5350,61.1833,31.1433,31.4009,7.4158,54.7194,37.9732,38.1793,7.1012,49.5379,43.8735,44.0425,6.4196,39.5694,54.4364,54.5442,5.8865,,,,,59.6598,14.2399,14.4849,25.8553,60.2451,14.6044,14.8543,24.9006,58.9976,16.0360,16.2756,24.7268,61.8997,19.6262,19.8899,18.2104,50.0247,27.5254,27.6977,22.2776,48.4517,31.9783,32.1399,19.4084,,,,
710,62.4735,17.6690,17.9377,19.5889,65.4339,21.4196,21.7143,12.8517,65.2002,23.9969,24.2896,10.5102,61.4902,30.9669,31.2272,7.2826,55.0246,38.0462,38.2546,6.7207,49.7547,43.9536,44.1240,6.1212,39.7366,54.1390,54.2478,6.0157,,,,,59.5959,14.3562,14.6007,25.8034,60.2079,14.7557,15.0052,24.7869,59.1244,16.0808,16.3214,24.5541,61.9703,19.8282,20.0926,17.9371,50.1248,27.6663,27.8393,22.0359,48.4132,31.7841,31.9455,19.6413,,,,
708,62.4774,17.7102,17.9789,19.5437,65.5370,21.2114,21.5071,12.9559,65.2953,23.9420,24.2356,10.4691,61.5832,30.7777,31.0389,7.3779,55.2952,37.8908,38.1013,6.6034,49.9928,43.6144,43.7864,6.2208,39.8808,54.0384,54.1479,5.9714,,,,,59.5160,14.3140,14.5578,25.9261,60.2011,14.7109,14.9605,24.8384,58.9536,15.9568,16.1961,24.8503,62.0456,19.6915,19.9566,17.9978,50.2540,27.7410,27.9149,21.8311,48.7109,31.4860,31.6494,19.6397,,,,
706,62.5930,17.5844,17.8542,19.5528,65.5543,21.1067,21.4026,13.0431,65.2547,23.9090,24.2022,10.5431,61.5595,30.5707,30.8316,7.6088,55.3104,37.6124,37.8231,6.8666,49.9464,43.2640,43.4357,6.6178,39.9537,53.8032,53.9131,6.1333,,,,,59.5680,14.4346,14.6790,25.7531,60.1105,14.6245,14.8734,25.0161,59.0785,15.9614,16.2018,24.7197,61.9822,19.4622,19.7268,18.2910,50.0086,27.6065,27.7788,22.2126,48.6728,31.4275,31.5906,19.7366,,,,
704,62.7447,17.5169,17.7880,19.4673,65.6080,21.1149,21.4114,12.9806,65.4700,23.8519,24.1471,10.3829,61.6428,30.5192,30.7809,7.5762,55.4156,37.5686,37.7801,6.8044,50.1856,43.2780,43.4515,6.3629,40.2509,53.6754,53.7870,5.9621,,,,,59.3317,14.5317,14.7741,25.8941,60.0145,14.6897,14.9378,25.0477,58.7525,15.9338,16.1715,25.0759,62.0597,19.4274,19.6927,18.2477,50.2091,27.5040,27.6776,22.1133,48.8057,31.4521,31.6162,19.5781,,,,
702,62.7415,17.3624,17.6335,19.6250,65.7091,20.9971,21.2945,12.9964,65.3858,23.6537,23.9482,10.6660,61.9175,30.5329,30.7969,7.2856,55.6946,37.2686,37.4823,6.8231,50.2308,43.1118,43.2856,6.4836,40.1455,53.4851,53.5961,6.2584,,,,,59.2280,14.3394,14.5811,26.1909,59.9531,14.6994,14.9470,25.0999,58.8822,16.0213,16.2601,24.8577,61.8844,19.4664,19.7302,18.3854,50.2651,27.4889,27.6629,22.0720,48.8149,31.3394,31.5035,19.6815,,,,
700,62.8371,17.3854,17.6574,19.5056,65.7732,20.9286,21.2267,13.0002,65.5910,23.5814,23.8777,10.5312,61.9234,30.3551,30.6192,7.4574,55.7128,37.0934,37.3072,6.9800,50.3506,42.8412,43.0158,6.6336,40.3634,53.2562,53.3684,6.2681,,,,,59.1931,14.4666,14.7080,26.0989,59.9147,14.7766,15.0239,25.0614,58.6551,16.0636,16.3006,25.0444,61.8575,19.3992,19.6628,18.4797,50.4431,27.3810,27.5563,22.0006,49.0905,31.1571,31.3231,19.5864,,,,
698,62.9444,17.3890,17.6619,19.3937,65.9355,20.8822,21.1817,12.8828,65.7060,23.6543,23.9517,10.3423,62.1872,30.1681,30.4346,7.3782,56.0066,36.8886,37.1048,6.8886,50.7107,42.9097,43.0869,6.2024,40.5323,53.1846,53.2978,6.1699,,,,,59.2493,14.5045,14.7463,26.0044,59.9050,14.7777,15.0250,25.0701,58.7658,16.1119,16.3498,24.8844,61.9408,19.3072,19.5715,18.4877,50.3859,27.4269,27.6018,22.0123,49.1090,31.1378,31.3039,19.5871,,,,
